market,year,month,company_id,company_name,revenue_current,revenue_previous_month,revenue_same_month_last_year,revenue_mom_change_pct,revenue_yoy_change_pct,revenue_ytd_last_year,revenue_ytd_change_pct,note
twse,2020,1,1101,台泥,7502141,12349908,9394240,-39.25,-20.14,9394240,-20.14,-
twse,2020,2,1101,台泥,5000692,7502141,5085162,-33.34,-1.66,14479402,-13.65,-
twse,2020,3,1101,台泥,9473250,5000692,10876929,89.43,-12.9,25356331,-13.33,-
twse,2020,4,1101,台泥,10216799,9473250,10596314,7.84,-3.58,35952645,-10.45,-
twse,2020,5,1101,台泥,10285516,10216799,10903967,0.67,-5.67,46856612,-9.34,-
twse,2020,6,1101,台泥,9961312,10285516,9866871,-3.15,0.95,56723483,-7.55,-
twse,2020,7,1101,台泥,10178622,9961312,10489337,2.18,-2.96,67212820,-6.83,-
twse,2020,8,1101,台泥,9885013,10178622,10228796,-2.88,-3.36,77441616,-6.37,-
twse,2020,9,1101,台泥,9745147,9885013,10120251,-1.41,-3.7,87561867,-6.06,-
twse,2020,10,1101,台泥,10293900,9745147,11211942,5.63,-8.18,98773809,-6.3,-
twse,2020,11,1101,台泥,10889658,10293900,11678701,5.78,-6.75,110452510,-6.35,-
twse,2020,12,1101,台泥,10933035,10889658,12330504,0.39,-11.33,122783014,-6.85,-
twse,2021,1,1101,台泥,8596261,10933035,7502141,-21.37,14.58,7502141,14.58,-
twse,2021,2,1101,台泥,4536849,8596261,5000692,-47.22,-9.27,12502833,5.04,-
twse,2021,3,1101,台泥,9779716,4536849,8672879,115.56,12.76,19800812,11.29,"以上營收不包含停業部門營收:110年3月1,367,351仟元暨109年3月800,488仟元；110年1~3月2,242,525仟元暨109年1~3月2,175,388仟元"
twse,2021,4,1101,台泥,9672128,9779716,9838855,-1.1,-1.69,29639667,6.98,"以上營收不包含停業部門營收:110年4月1,293,852仟元暨109年4月377,827仟元;110年1-4月3,536,377仟元暨109年1-4月2,553,215仟元"
twse,2021,5,1101,台泥,9832764,9672128,9872865,1.66,-0.4,39512532,5.13,"以上營收不包含停業部門營收:110年5月1,452,352仟元暨109年5月412,651仟元;110年1-5月4,988,729仟元暨109年1-5月2,965,866仟元"
twse,2021,6,1101,台泥,8480821,9832764,9288320,-13.74,-8.69,48800852,2.5,"以上營收不包含停業部門營收:110年6月1,162,600仟元暨109年6月672,992仟元;110年1-6月6,151,329仟元暨109年1-6月3,638,858仟元"
twse,2021,7,1101,台泥,8319971,8480821,9391351,-1.89,-11.4,58192203,0.25,"以上營收不包含停業部門營收:110年7月1,366,138仟元暨109年7月787,270仟元;110年1-7月7,517,467仟元暨109年1-7月4,426,128仟元"
twse,2021,8,1101,台泥,8964476,8319971,9206588,7.74,-2.62,67398791,-0.13,"以上營收不包含停業部門營收:110年8月595,903仟元暨109年8月678,426仟元;110年1-8月8,113,370仟元暨109年1-8月5,104,554仟元"
twse,2021,9,1101,台泥,9597804,8964476,9034955,7.06,6.22,76433746,0.61,"以上營收不包含停業部門營收:110年9月 0 仟元暨109年9月710,192仟元；110年1-9月8,113,370仟元暨109年1-9月5,814,746仟元"
twse,2021,10,1101,台泥,9565047,9597804,9466748,-0.34,1.03,85900494,0.66,"以上營收不包含停業部門營收:110年10月 0 仟元暨109年10月827,152仟元；110年1-10月8,113,370仟元暨109年1-10月6,641,898仟元"
twse,2021,11,1101,台泥,9752687,9565047,9904802,1.96,-1.53,95805296,0.43,"以上營收不包含停業部門營收:110年11月 0 仟元暨109年11月984,856仟元；110年1-11月8,113,370仟元暨109年1-11月7,626,754仟元"
twse,2021,12,1101,台泥,10821264,9752687,10106165,10.95,7.07,105911461,1.06,"以上營收不包含停業部門營收:110年12月 0 仟元暨109年12月826,870仟元；110年1-12月8,113,370仟元暨109年1-12月8,453,624仟元"
twse,2022,1,1101,台泥,7517896,10821264,8084465,-30.52,-7.0,8084465,-7.0,"以上營收不包含停業部門營收:111年1月 0 仟元暨110年1月511,796仟元；111年1-1月 0 仟元暨110年1-1月511,796仟元"
twse,2022,2,1101,台泥,5456068,7517896,4173471,-27.42,30.73,12257936,5.84,"以上營收不包含停業部門營收:111年2月 0 仟元暨110年2月363,378仟元；111年1-2月 0 仟元暨110年1-2月875,174仟元"
twse,2022,3,1101,台泥,9971650,5456068,9779716,82.76,1.96,22037652,4.12,"以上營收不包含停業部門營收:111年3月 0 仟元暨110年3月1,367,351仟元；111年1-3月 0 仟元暨110年1-3月2,242,525仟元"
twse,2022,4,1101,台泥,8319342,9971650,9672128,-16.57,-13.98,31709780,-1.4,"以上營收不包含停業部門營收:111年4月 0 仟元暨110年4月1,293,852仟元；111年1-4月 0 仟元暨110年1-4月3,536,377仟元"
twse,2022,5,1101,台泥,7733787,8319342,9832764,-7.03,-21.34,41542544,-6.12,"以上營收不包含停業部門營收:111年5月 0 仟元暨110年5月1,452,352仟元；111年1-5月 0 仟元暨110年1-5月4,988,729仟元"
twse,2022,6,1101,台泥,9145989,7733787,8480821,18.26,7.84,50023365,-3.75,"以上營收不包含停業部門營收:111年6月 0 仟元暨110年6月1,162,600仟元；111年1-6月 0 仟元暨110年1-6月6,151,329仟元"
twse,2022,7,1101,台泥,10102468,9145989,8319971,10.45,21.42,58343336,-0.16,"以上營收不包含停業部門營收:111年7月 0 仟元暨110年7月1,366,138仟元；111年1-7月 0 仟元暨110年1-7月7,517,467仟元"
twse,2022,8,1101,台泥,10689860,10102468,8964476,5.81,19.24,67307812,2.42,"以上營收不包含停業部門營收:111年8月 0 仟元暨110年8月595,903仟元；111年1-8月 0 仟元暨110年1-8月8,113,370仟元"
twse,2022,9,1101,台泥,10404901,10689860,9597804,-2.66,8.4,76905616,3.16,"以上營收不包含停業部門營收:111年9月 0 仟元暨110年9月 0 仟元；111年1-9月 0 仟元暨110年1-9月8,113,370仟元"
twse,2022,10,1101,台泥,11368096,10404901,9565047,9.25,18.85,86470663,4.9,"以上營收不包含停業部門營收:111年10月 0 仟元暨110年10月 0 仟元；111年1-10月 0 仟元暨110年1-10月8,113,370仟元"
twse,2022,11,1101,台泥,9674576,11368096,9752687,-14.89,-0.8,96223350,4.32,"以上營收不包含停業部門營收:111年11月 0 仟元暨110年11月 0 仟元；111年1-11月 0 仟元暨110年1-11月8,113,370仟元"
twse,2022,12,1101,台泥,12584154,9674576,10821264,30.07,16.29,107044614,5.53,"以上營收不包含停業部門營收:111年12月 0 仟元暨110年12月 0 仟元；111年1-12月 0 仟元暨110年1-12月8,113,370仟元"
twse,2023,1,1101,台泥,7325221,12584154,7517896,-41.79,-2.56,7517896,-2.56,-
twse,2023,2,1101,台泥,7306069,7325221,5456068,-0.26,33.9,12973964,12.77,-
twse,2023,3,1101,台泥,11730367,7306069,9971650,60.55,17.63,22945614,14.88,-
twse,2023,4,1101,台泥,9100119,11730367,8319342,-22.42,9.38,31264956,13.42,-
twse,2023,5,1101,台泥,9596091,9100119,7733787,5.45,24.08,38998743,15.53,-
twse,2023,6,1101,台泥,8816109,9596091,9145989,-8.12,-3.6,48144732,11.9,-
twse,2023,7,1101,台泥,8953462,8816109,10102468,1.55,-11.37,58247200,7.86,-
twse,2023,8,1101,台泥,9379408,8953462,10689860,4.75,-12.25,68937060,4.74,-
twse,2023,9,1101,台泥,8735157,9379408,10404901,-6.86,-16.04,79341961,2.01,-
twse,2023,10,1101,台泥,9371746,8735157,11368096,7.28,-17.56,90710057,-0.43,-
twse,2023,11,1101,台泥,8786909,9371746,9674576,-6.24,-9.17,100384633,-1.27,-
twse,2023,12,1101,台泥,9514039,8786909,12584154,8.27,-24.39,112968787,-3.85,台泥12月合併營收較去年同期減少24.4%，主要是合併個體 和平電力依約進行一號機組之例行性歲修，致發電量減少所致。
twse,2024,1,1101,台泥,7237930,9514039,7325221,-23.92,-1.19,7325221,-1.19,-
twse,2024,2,1101,台泥,4798581,7237930,7306069,-33.7,-34.32,14631290,-17.73,-
twse,2024,3,1101,台泥,13649152,4798581,11730367,184.44,16.35,26361657,-2.56,-
twse,2024,4,1101,台泥,11626493,13649152,9100119,-14.81,27.76,35461776,5.21,-
twse,2024,5,1101,台泥,13860276,11626493,9596091,19.21,44.43,45057867,13.57,-
twse,2024,6,1101,台泥,13659543,13860276,8816109,-1.44,54.93,53873976,20.34,2024/3/6起併入OYAK及Cimpor營收增加所致。
twse,2024,7,1101,台泥,14429687,13659543,8953462,5.63,61.16,62827438,26.15,2024/3/6起併入OYAK及Cimpor，以致本月營收較去年同期增加54.7億元。
twse,2024,8,1101,台泥,13004435,14429687,9379408,-9.87,38.64,72206846,27.78,-
twse,2024,9,1101,台泥,13325249,13004435,8735157,2.46,52.54,80942003,30.45,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2024,10,1101,台泥,16272067,13325249,9371746,22.11,73.62,90313749,34.93,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2024,11,1101,台泥,16502520,16272067,8786909,1.41,87.8,99100658,39.62,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2024,12,1101,台泥,16543379,16502520,9514039,0.24,73.88,108614697,42.62,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2025,1,1101,台泥,12213350,16543379,7237930,-26.17,68.74,7237930,68.74,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2025,2,1101,台泥,9123490,12213350,4798581,-25.29,90.12,12036511,77.26,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
twse,2025,3,1101,台泥,13635386,9123490,13649152,49.45,-0.1,25685663,36.15,-
twse,2025,4,1101,台泥,12681318,13635386,11626493,-6.99,9.07,37312156,27.71,-
twse,2025,5,1101,台泥,12619495,12681318,13860276,-0.48,-8.95,51172432,17.78,-
twse,2025,6,1101,台泥,10107877,12619495,13659543,-19.9,-26.0,64831975,8.55,-
twse,2025,7,1101,台泥,13535929,10107877,14429687,33.91,-6.19,79261662,5.87,-
twse,2025,8,1101,台泥,12214776,13535929,13004435,-9.76,-6.07,92266097,4.18,-
twse,2025,9,1101,台泥,13306676,12214776,13325249,8.93,-0.13,105591346,3.64,-
twse,2025,10,1101,台泥,13882248,13306676,16272067,4.32,-14.68,121863413,1.19,-
twse,2025,11,1101,台泥,13121753,13882248,16502520,-5.47,-20.48,138365933,-1.39,-
twse,2025,12,1101,台泥,14219975,13121753,16543379,8.36,-14.04,154909312,-2.74,-
twse,2026,1,1101,台泥,12252892,14219975,12213350,-13.83,0.32,12213350,0.32,-
twse,2026,2,1101,台泥,8593689,12252892,9123490,-29.86,-5.8,21336840,-2.29,-
twse,2026,3,1101,台泥,12412837,8593689,13635386,44.44,-8.96,34972226,-4.89,-
twse,2026,4,1101,台泥,12213195,12412837,12681318,-1.6,-3.69,47653544,-4.57,-
twse,2026,5,1101,台泥,12612013,12213195,12619495,3.26,-0.05,60273039,-3.63,-
twse,2026,6,1101,台泥,13382706,12612013,10107877,6.11,32.39,70380916,1.54,-
twse,2026,7,1101,台泥,13744103,13382706,13535929,2.7,1.53,83916845,1.54,-
twse,2026,8,1101,台泥,13515534,13744103,12214776,-1.66,10.64,96131621,2.69,-
twse,2020,1,1102,亞泥,5210319,8115203,7905737,-35.79,-34.09,7905737,-34.09,-
twse,2020,2,1102,亞泥,2851105,5210319,3165899,-45.27,-9.94,11071636,-27.18,-
twse,2020,3,1102,亞泥,5077457,2851105,8318969,78.08,-38.96,19390605,-32.24,-
twse,2020,4,1102,亞泥,6751585,5077457,8434811,32.97,-19.95,27825416,-28.51,-
twse,2020,5,1102,亞泥,7182969,6751585,8435765,6.38,-14.85,36261181,-25.33,-
twse,2020,6,1102,亞泥,6752208,7182969,7536507,-5.99,-10.4,43797688,-22.76,-
twse,2020,7,1102,亞泥,6798878,6752208,7813300,0.69,-12.98,51610988,-21.28,-
twse,2020,8,1102,亞泥,6683133,6798878,7203378,-1.7,-7.22,58814366,-19.56,-
twse,2020,9,1102,亞泥,7256519,6683133,7394901,8.57,-1.87,66209267,-17.58,-
twse,2020,10,1102,亞泥,7433331,7256519,7016219,2.43,5.94,73225486,-15.33,-
twse,2020,11,1102,亞泥,7923604,7433331,8000839,6.59,-0.96,81226325,-13.91,-
twse,2020,12,1102,亞泥,8320877,7923604,8115203,5.01,2.53,89341528,-12.42,-
twse,2021,1,1102,亞泥,7436331,8320877,5210319,-10.63,42.72,5210319,42.72,-
twse,2021,2,1102,亞泥,3450204,7436331,2851105,-53.6,21.01,8061424,35.04,-
twse,2021,3,1102,亞泥,7006606,3450204,5077457,103.07,37.99,13138881,36.18,-
twse,2021,4,1102,亞泥,7830830,7006606,6751585,11.76,15.98,19890466,29.32,-
twse,2021,5,1102,亞泥,7688883,7830830,7182969,-1.81,7.04,27073435,23.41,-
twse,2021,6,1102,亞泥,6895504,7688883,6752208,-10.31,2.12,33825643,19.16,-
twse,2021,7,1102,亞泥,6477630,6895504,6798878,-6.06,-4.72,40624521,15.16,-
twse,2021,8,1102,亞泥,7193266,6477630,6683133,11.04,7.63,47307654,14.1,-
twse,2021,9,1102,亞泥,7831470,7193266,7256519,8.87,7.92,54564173,13.28,-
twse,2021,10,1102,亞泥,9454594,7831470,7433331,20.72,27.19,61997504,14.94,-
twse,2021,11,1102,亞泥,8985672,9454594,7923604,-4.95,13.4,69921108,14.77,-
twse,2021,12,1102,亞泥,9403723,8985672,8320877,4.65,13.01,78241985,14.58,-
twse,2022,1,1102,亞泥,7420726,9403723,7436331,-21.08,-0.2,7436331,-0.2,-
twse,2022,2,1102,亞泥,4100676,7420726,3450204,-44.74,18.85,10886535,5.83,-
twse,2022,3,1102,亞泥,8160414,4100676,7006606,99.0,16.46,17893141,9.99,-
twse,2022,4,1102,亞泥,8710220,8160414,7840099,6.73,11.09,25733240,10.33,-
twse,2022,5,1102,亞泥,8000427,8710220,7798500,-8.14,2.58,33531740,8.53,-
twse,2022,6,1102,亞泥,7776413,8000427,7114028,-2.8,9.31,40645768,8.66,-
twse,2022,7,1102,亞泥,7864622,7776413,6818111,1.13,15.34,47463879,9.62,-
twse,2022,8,1102,亞泥,7069221,7864622,7193266,-10.11,-1.72,54657145,8.13,-
twse,2022,9,1102,亞泥,6994078,7069221,7831470,-1.06,-10.69,62488615,5.77,-
twse,2022,10,1102,亞泥,7601097,6994078,9454594,8.67,-19.6,71943209,2.43,-
twse,2022,11,1102,亞泥,8306062,7601097,8985672,9.27,-7.56,80928881,1.32,-
twse,2022,12,1102,亞泥,8340507,8306062,9403723,0.41,-11.3,90332604,0.01,-
twse,2023,1,1102,亞泥,4814494,8340507,7420726,-42.27,-35.12,7420726,-35.12,-
twse,2023,2,1102,亞泥,6241236,4814494,4100676,29.63,52.2,11521402,-4.04,112年2月營收較去年同期增加主係去年農曆春節假期主要在2月份
twse,2023,3,1102,亞泥,8152982,6241236,8160414,30.63,-0.09,19681816,-2.4,-
twse,2023,4,1102,亞泥,7168871,8152982,8710220,-12.07,-17.69,28392036,-7.09,-
twse,2023,5,1102,亞泥,7238507,7168871,8000427,0.97,-9.52,36392463,-7.62,-
twse,2023,6,1102,亞泥,6671130,7238507,7776413,-7.83,-14.21,44168876,-8.78,-
twse,2023,7,1102,亞泥,6790125,6671130,7864622,1.78,-13.66,52033498,-9.52,-
twse,2023,8,1102,亞泥,6469836,6790125,7069221,-4.71,-8.47,59102719,-9.39,-
twse,2023,9,1102,亞泥,6691905,6469836,6994078,3.43,-4.32,66096797,-8.86,-
twse,2023,10,1102,亞泥,6706168,6691905,7601097,0.21,-11.77,73697894,-9.16,-
twse,2023,11,1102,亞泥,6915817,6706168,8306062,3.12,-16.73,82003956,-9.92,-
twse,2023,12,1102,亞泥,6313936,6915817,8340507,-8.7,-24.29,90344463,-11.25,-
twse,2024,1,1102,亞泥,6490566,6313936,4814494,2.79,34.81,4814494,34.81,-
twse,2024,2,1102,亞泥,3599986,6490566,6241236,-44.53,-42.31,11055730,-8.73,-
twse,2024,3,1102,亞泥,6409280,3599986,8152982,78.03,-21.38,19208712,-14.1,-
twse,2024,4,1102,亞泥,5686606,6409280,7168871,-11.27,-20.67,26377583,-15.88,-
twse,2024,5,1102,亞泥,6459670,5686606,7238507,13.59,-10.75,33616090,-14.78,-
twse,2024,6,1102,亞泥,6838497,6459670,6671130,5.86,2.5,40287220,-11.92,-
twse,2024,7,1102,亞泥,6722518,6838497,6790125,-1.69,-0.99,47077345,-10.34,-
twse,2024,8,1102,亞泥,6734055,6722518,6469836,0.17,4.08,53547181,-8.6,-
twse,2024,9,1102,亞泥,6496635,6734055,6691905,-3.52,-2.91,60239086,-7.97,-
twse,2024,10,1102,亞泥,6572799,6496635,6706168,1.17,-1.98,66945254,-7.37,-
twse,2024,11,1102,亞泥,7193978,6572799,6915817,9.45,4.02,73861071,-6.3,-
twse,2024,12,1102,亞泥,7085373,7193978,6313936,-1.5,12.21,80175007,-4.84,-
twse,2025,1,1102,亞泥,5877674,7085373,6490566,-17.04,-9.44,6490566,-9.44,-
twse,2025,2,1102,亞泥,4184371,5877674,3599986,-28.8,16.23,10090552,-0.28,-
twse,2025,3,1102,亞泥,6532662,4184371,6409280,56.12,1.92,16499832,0.57,-
twse,2025,4,1102,亞泥,6276269,6532662,5686606,-3.92,10.36,22186438,3.08,-
twse,2025,5,1102,亞泥,6370169,6276269,6459670,1.49,-1.38,28646108,2.07,-
twse,2025,6,1102,亞泥,6019299,6370169,6838497,-5.5,-11.97,35484605,-0.63,-
twse,2025,7,1102,亞泥,5836590,6019299,6722518,-3.03,-13.17,42207123,-2.63,-
twse,2025,8,1102,亞泥,5663764,5836590,6734055,-2.96,-15.89,48941178,-4.45,-
twse,2025,9,1102,亞泥,6388217,5663764,6496635,12.79,-1.66,55437813,-4.12,-
twse,2025,10,1102,亞泥,5833267,6388217,6572799,-8.68,-11.25,62010612,-4.88,-
twse,2025,11,1102,亞泥,5885302,5833267,7193978,0.89,-18.19,69204590,-6.26,-
twse,2025,12,1102,亞泥,6172608,5885302,7085373,4.88,-12.88,76289963,-6.88,-
twse,2026,1,1102,亞泥,5986964,6172608,5877674,-3.0,1.85,5877674,1.85,-
twse,2026,2,1102,亞泥,3493115,5986964,4184371,-41.65,-16.51,10062045,-5.78,-
twse,2026,3,1102,亞泥,5349407,3493115,6532662,53.14,-18.11,16594707,-10.63,-
twse,2026,4,1102,亞泥,5694459,5349407,6276269,6.45,-9.26,22870976,-10.26,-
twse,2026,5,1102,亞泥,6296531,5694459,6370169,10.57,-1.15,29241145,-8.27,-
twse,2026,6,1102,亞泥,5885972,6296531,6019299,-6.52,-2.21,35260444,-7.24,-
twse,2026,7,1102,亞泥,5398231,5885972,5836590,-8.28,-7.51,41097034,-7.28,-
twse,2026,8,1102,亞泥,5590320,5398231,5663764,3.55,-1.29,46760798,-6.55,-
twse,2020,1,1103,嘉泥,165029,157879,177060,4.52,-6.79,177060,-6.79,-
twse,2020,2,1103,嘉泥,150813,165029,108448,-8.61,39.06,285508,10.62,-
twse,2020,3,1103,嘉泥,179493,150813,166883,19.01,7.55,452391,9.49,-
twse,2020,4,1103,嘉泥,158812,179493,160751,-11.52,-1.2,613142,6.68,-
twse,2020,5,1103,嘉泥,171405,158812,146479,7.92,17.01,759621,8.67,-
twse,2020,6,1103,嘉泥,166768,171405,130823,-2.7,27.47,890444,11.44,-
twse,2020,7,1103,嘉泥,173129,166768,159044,3.81,8.85,1049488,11.04,-
twse,2020,8,1103,嘉泥,152585,173129,162363,-11.86,-6.02,1211851,8.76,-
twse,2020,9,1103,嘉泥,163492,152585,151142,7.14,8.17,1362993,8.69,-
twse,2020,10,1103,嘉泥,165638,163492,176879,1.31,-6.35,1539872,6.96,-
twse,2020,11,1103,嘉泥,208929,165638,186042,26.13,12.3,1725914,7.54,-
twse,2020,12,1103,嘉泥,200989,208929,157879,-3.8,27.3,1883793,9.19,-
twse,2021,1,1103,嘉泥,195482,200989,165029,-2.73,18.45,165029,18.45,-
twse,2021,2,1103,嘉泥,145091,195482,150813,-25.77,-3.79,315842,7.83,-
twse,2021,3,1103,嘉泥,203954,145091,179493,40.56,13.62,495334,9.93,-
twse,2021,4,1103,嘉泥,185227,203954,158812,-9.18,16.63,654146,11.55,-
twse,2021,5,1103,嘉泥,196403,185227,171405,6.03,14.58,825551,12.18,-
twse,2021,6,1103,嘉泥,168756,196403,166768,-14.07,1.19,992319,10.33,-
twse,2021,7,1103,嘉泥,192983,168756,173129,14.35,11.46,1165448,10.5,-
twse,2021,8,1103,嘉泥,166022,192983,152585,-13.97,8.8,1318033,10.3,-
twse,2021,9,1103,嘉泥,201306,166022,163492,21.25,23.12,1481525,11.72,-
twse,2021,10,1103,嘉泥,193141,201306,165638,-4.05,16.6,1647163,12.21,-
twse,2021,11,1103,嘉泥,197773,193141,208929,2.39,-5.33,1856092,10.23,-
twse,2021,12,1103,嘉泥,171518,197773,200989,-13.27,-14.66,2057081,7.8,-
twse,2022,1,1103,嘉泥,158052,171518,195482,-7.85,-19.14,195482,-19.14,-
twse,2022,2,1103,嘉泥,134062,158052,145091,-15.17,-7.6,340573,-14.22,-
twse,2022,3,1103,嘉泥,220463,134062,203954,64.44,8.09,544527,-5.86,-
twse,2022,4,1103,嘉泥,168089,220463,185227,-23.75,-9.25,729754,-6.72,-
twse,2022,5,1103,嘉泥,163521,168089,196403,-2.71,-16.74,926157,-8.85,-
twse,2022,6,1103,嘉泥,183177,163521,168756,12.02,8.54,1094913,-6.16,-
twse,2022,7,1103,嘉泥,178825,183177,192983,-2.37,-7.33,1287896,-6.34,-
twse,2022,8,1103,嘉泥,182371,178825,166022,1.98,9.84,1453918,-4.49,-
twse,2022,9,1103,嘉泥,205264,182371,201306,12.55,1.96,1655224,-3.7,-
twse,2022,10,1103,嘉泥,209429,205264,193141,2.02,8.43,1848365,-2.44,-
twse,2022,11,1103,嘉泥,221763,209429,197773,5.88,12.13,2046138,-1.03,-
twse,2022,12,1103,嘉泥,228644,221763,171518,3.1,33.3,2217656,1.62,-
twse,2023,1,1103,嘉泥,191217,228644,158052,-16.36,20.98,158052,20.98,-
twse,2023,2,1103,嘉泥,211050,191217,134062,10.37,57.42,292114,37.7,旅宿營運收入增加。
twse,2023,3,1103,嘉泥,249135,211050,220463,18.04,13.0,512577,27.08,-
twse,2023,4,1103,嘉泥,220272,249135,168089,-11.58,31.04,680665,28.06,-
twse,2023,5,1103,嘉泥,227797,220272,163521,3.41,39.3,844186,30.24,-
twse,2023,6,1103,嘉泥,277233,227797,183177,21.7,51.34,1027363,34.0,本月較去年同期增加，主係水泥及旅宿營運收入增加。
twse,2023,7,1103,嘉泥,266631,277233,178825,-3.82,49.1,1206188,36.24,-
twse,2023,8,1103,嘉泥,238917,266631,182371,-10.39,31.0,1388559,35.55,-
twse,2023,9,1103,嘉泥,232979,238917,205264,-2.48,13.5,1593823,32.71,-
twse,2023,10,1103,嘉泥,257343,232979,209429,10.45,22.87,1803252,31.57,-
twse,2023,11,1103,嘉泥,255428,257343,221763,-0.74,15.18,2025015,29.77,-
twse,2023,12,1103,嘉泥,283279,255428,228644,10.9,23.89,2253659,29.18,-
twse,2024,1,1103,嘉泥,242960,283279,191217,-14.23,27.05,191217,27.05,-
twse,2024,2,1103,嘉泥,201295,242960,211050,-17.14,-4.62,402267,10.43,-
twse,2024,3,1103,嘉泥,254887,201295,249135,26.62,2.3,651402,7.32,-
twse,2024,4,1103,嘉泥,238141,254887,220272,-6.56,8.11,871674,7.52,-
twse,2024,5,1103,嘉泥,243833,238141,227797,2.39,7.03,1099471,7.42,-
twse,2024,6,1103,嘉泥,256328,243833,277233,5.12,-7.54,1376704,4.41,-
twse,2024,7,1103,嘉泥,258383,256328,266631,0.8,-3.09,1643335,3.19,-
twse,2024,8,1103,嘉泥,267388,258383,238917,3.48,11.91,1882252,4.3,-
twse,2024,9,1103,嘉泥,249964,267388,232979,-6.51,7.29,2115231,4.63,-
twse,2024,10,1103,嘉泥,228409,249964,257343,-8.62,-11.24,2372574,2.9,-
twse,2024,11,1103,嘉泥,259190,228409,255428,13.47,1.47,2628002,2.76,-
twse,2024,12,1103,嘉泥,284185,259190,283279,9.64,0.31,2911281,2.53,-
twse,2025,1,1103,嘉泥,268003,284185,242960,-5.69,10.3,242960,10.3,-
twse,2025,2,1103,嘉泥,218169,268003,201295,-18.59,8.38,444255,9.43,-
twse,2025,3,1103,嘉泥,266282,218169,254887,22.05,4.47,699142,7.62,-
twse,2025,4,1103,嘉泥,271595,266282,238141,1.99,14.04,937283,9.25,-
twse,2025,5,1103,嘉泥,249182,271595,243833,-8.25,2.19,1181116,7.79,-
twse,2025,6,1103,嘉泥,247791,249182,256328,-0.55,-3.33,1437444,5.81,-
twse,2025,7,1103,嘉泥,251867,247791,258383,1.64,-2.52,1695827,4.54,-
twse,2025,8,1103,嘉泥,236882,251867,267388,-5.94,-11.4,1963215,2.37,-
twse,2025,9,1103,嘉泥,234910,236882,249964,-0.83,-6.02,2213179,1.42,-
twse,2025,10,1103,嘉泥,246707,234910,228409,5.02,8.01,2441588,2.03,-
twse,2025,11,1103,嘉泥,249102,246707,259190,0.97,-3.89,2700778,1.47,-
twse,2025,12,1103,嘉泥,274867,249102,284185,10.34,-3.27,2984963,1.01,-
twse,2026,1,1103,嘉泥,256819,274867,268003,-6.56,-4.17,268003,-4.17,-
twse,2026,2,1103,嘉泥,188835,256819,218169,-26.47,-13.44,486172,-8.33,-
twse,2026,3,1103,嘉泥,242715,188835,266282,28.53,-8.85,752454,-8.51,-
twse,2026,4,1103,嘉泥,207622,242715,271595,-14.45,-23.55,1024049,-12.5,-
twse,2026,5,1103,嘉泥,230485,207622,249182,11.01,-7.5,1273231,-11.52,-
twse,2026,6,1103,嘉泥,229237,230485,247791,-0.54,-7.48,1521022,-10.86,-
twse,2026,7,1103,嘉泥,242322,229237,251867,5.7,-3.78,1772889,-9.86,-
twse,2026,8,1103,嘉泥,230872,242322,236882,-4.72,-2.53,2009771,-8.99,-
twse,2020,1,1104,環泥,359966,457657,479518,-21.34,-24.93,479518,-24.93,-
twse,2020,2,1104,環泥,414075,359966,270638,15.03,52.99,750157,3.18,108年2月適逢農曆春節，工作天數較少。
twse,2020,3,1104,環泥,479717,414075,437140,15.85,9.73,1187296,5.59,-
twse,2020,4,1104,環泥,481205,479717,418992,0.31,14.84,1606289,8.01,-
twse,2020,5,1104,環泥,403105,481205,421251,-16.23,-4.3,2027540,5.45,-
twse,2020,6,1104,環泥,453562,403105,353927,12.51,28.15,2381467,8.82,-
twse,2020,7,1104,環泥,477040,453562,398238,5.17,19.78,2779704,10.39,-
twse,2020,8,1104,環泥,366990,477040,380445,-23.06,-3.53,3160150,8.71,-
twse,2020,9,1104,環泥,450890,366990,391206,22.86,15.25,3551356,9.43,-
twse,2020,10,1104,環泥,495885,450890,503315,9.97,-1.47,4054671,8.08,-
twse,2020,11,1104,環泥,488513,495885,493403,-1.48,-0.99,4548073,7.09,-
twse,2020,12,1104,環泥,555150,488513,457657,13.64,21.3,5005731,8.39,-
twse,2021,1,1104,環泥,511466,555150,359966,-7.86,42.08,359966,42.08,-
twse,2021,2,1104,環泥,354013,511466,414075,-30.78,-14.5,774041,11.81,-
twse,2021,3,1104,環泥,575019,354013,479717,62.42,19.86,1253758,14.89,-
twse,2021,4,1104,環泥,523569,575019,481205,-8.94,8.8,1734963,13.2,-
twse,2021,5,1104,環泥,533814,523569,403105,1.95,32.42,2138069,16.82,-
twse,2021,6,1104,環泥,407130,533814,453562,-23.73,-10.23,2591631,12.09,-
twse,2021,7,1104,環泥,493738,407130,477040,21.27,3.5,3068671,10.75,-
twse,2021,8,1104,環泥,431224,493738,366990,-12.66,17.5,3435661,11.47,-
twse,2021,9,1104,環泥,528251,431224,450890,22.5,17.15,3886551,12.13,-
