company_code,company_name,market,start_date,end_date,isin_status,note
3338,泰碩電子,興櫃,2004-06-16,2013-12-13,inactive,終止日推定：次一市場start_date
3338,泰碩,上市,2013-12-13,,active,
3339,泰谷,上櫃,2006-06-27,,active,掛牌日期來源：ISIN
3342,飛虹積體電路股份有限公司,興櫃,2004-09-17,,inactive,未取得正式終止日期
3345,慶良電子,興櫃,2010-09-30,,inactive,未取得正式終止日期
3346,麗清,興櫃,2012-12-05,2016-12-19,inactive,終止日推定：次一市場start_date
3346,麗清,上市,2016-12-19,,active,
3349,寶德,興櫃,2004-09-16,2022-03-23,inactive,終止日推定：次一市場start_date
3349,寶德,上櫃,2022-03-23,,active,
3350,邰港科技股份有限公司,興櫃,2007-05-30,,inactive,未取得正式終止日期
3354,律勝,上櫃,2005-12-08,,active,掛牌日期來源：ISIN
3356,奇偶,上市,2005-03-28,,active,
3357,西北臺慶科技,興櫃,2011-04-06,2021-04-27,inactive,終止日推定：次一市場start_date
3357,臺慶科,上櫃,2021-04-27,,active,
3360,尚立,上櫃,2006-06-06,,active,掛牌日期來源：ISIN
3361,快特電波股份有限公司,興櫃,2004-08-10,,inactive,未取得正式終止日期
3362,先進光,上櫃,2005-09-06,,active,掛牌日期來源：ISIN
3363,上詮光纖通信股份有限公司,興櫃,2004-09-17,2011-02-25,inactive,終止日推定：次一市場start_date
3363,上詮,上櫃,2011-02-25,,active,掛牌日期來源：ISIN
3367,英華達,上市,2005-10-25,,inactive,未取得正式終止日期
3372,典範,上櫃,2005-12-16,,active,掛牌日期來源：ISIN
3373,熱映,上櫃,2007-12-13,,active,掛牌日期來源：ISIN
3374,精材科技股份有限公司,興櫃,2004-09-08,2015-03-30,inactive,終止日推定：次一市場start_date
3374,精材,上櫃,2015-03-30,,active,掛牌日期來源：ISIN
3376,新日興,上市,2007-12-31,,active,櫃轉市
3377,健格科技,興櫃,2011-09-06,,inactive,未取得正式終止日期
3379,彬台科技股份有限公司,興櫃,2004-09-13,2011-10-20,inactive,終止日推定：次一市場start_date
3379,彬台,上櫃,2011-10-20,,active,掛牌日期來源：ISIN
3380,明泰,上市,2004-12-20,,active,
3383,新世紀光電,興櫃,2007-01-09,2007-12-10,inactive,終止日推定：次一市場start_date
3383,新世紀,上市,2007-12-10,,inactive,未取得正式終止日期
3388,崇越電,上櫃,2006-02-22,,active,掛牌日期來源：ISIN
3389,志遠電子,興櫃,2007-09-06,,inactive,未取得正式終止日期
3390,旭軟,上櫃,2006-02-22,,active,掛牌日期來源：ISIN
3391,佳得,興櫃,2015-12-29,,inactive,未取得正式終止日期
3394,龍泰事業股份有限公司,興櫃,2004-11-11,,inactive,未取得正式終止日期
3396,普樺科技,興櫃,2006-12-28,,inactive,未取得正式終止日期
3397,協泰國際,興櫃,2005-11-30,,inactive,未取得正式終止日期
3402,漢科,上櫃,2007-01-09,,active,掛牌日期來源：ISIN
3406,玉晶光,上市,2005-12-20,,active,
3408,常憶科技,興櫃,2010-10-29,,inactive,未取得正式終止日期
3411,宜揚科技股份有限公司,興櫃,2004-12-02,,inactive,未取得正式終止日期
3412,寰波科技股份有限公司,興櫃,2005-06-22,,inactive,未取得正式終止日期
3413,沛鑫半導體工業股份有限公司,興櫃,2004-12-27,2015-07-28,inactive,終止日推定：次一市場start_date
3413,京鼎,上市,2015-07-28,,active,
3414,榮眾科技股份有限公司,興櫃,2004-12-30,,inactive,未取得正式終止日期
3416,融程電,上市,2015-01-23,,active,櫃轉市
3419,譁裕,上市,2008-01-21,,active,櫃轉市
3422,億泰興電子股份有限公司,興櫃,2005-11-03,,inactive,未取得正式終止日期
3423,聚興科技股份有限公司,興櫃,2005-06-27,,inactive,未取得正式終止日期
3426,台興電子企業,興櫃,2015-09-11,,inactive,未取得正式終止日期
3428,光燿科技,興櫃,2011-01-17,,inactive,未取得正式終止日期
3429,彥陽科技,興櫃,2007-10-15,,inactive,未取得正式終止日期
3430,奇鈦科技,興櫃,2010-09-16,2022-09-08,inactive,終止日推定：次一市場start_date
3430,奇鈦科,上櫃,2022-09-08,,active,
3432,台端興業,興櫃,2009-12-25,2010-12-30,inactive,終止日推定：次一市場start_date
3432,台端,上市,2010-12-30,,active,
3434,哲固資訊科技,興櫃,2007-02-26,2008-01-28,inactive,終止日推定：次一市場start_date
3434,哲固,上櫃,2008-01-28,,active,掛牌日期來源：ISIN
3435,德之傑科技股份有限公司,興櫃,2005-08-03,,inactive,未取得正式終止日期
3437,先進開發光電股份有限公司,興櫃,2005-04-14,2013-06-25,inactive,終止日推定：次一市場start_date
3437,榮創能源科技,興櫃,2013-06-25,2014-07-09,inactive,終止日推定：次一市場start_date
3437,榮創,上市,2014-07-09,,active,
3438,類比科,上櫃,2006-07-19,,active,掛牌日期來源：ISIN
3441,聯一光學工業股份有限公司,興櫃,2005-05-31,2010-10-04,inactive,終止日推定：次一市場start_date
3441,聯一光,上櫃,2010-10-04,,active,掛牌日期來源：ISIN
3443,創意,上市,2006-11-03,,active,
3444,利機企業,興櫃,2007-04-18,2008-09-26,inactive,終止日推定：次一市場start_date
3444,利機,上櫃,2008-09-26,,active,掛牌日期來源：ISIN
3447,展達,興櫃,2021-09-29,2022-12-15,inactive,終止日推定：次一市場start_date
3447,展達,上市,2022-12-15,,active,
3450,聯鈞,上市,2006-04-12,,active,
3454,晶睿,上市,2011-07-22,,inactive,櫃轉市；未取得正式終止日期
3455,由田,上櫃,2007-12-27,,active,掛牌日期來源：ISIN
3465,進泰電子,上櫃,2008-01-28,,active,掛牌日期來源：ISIN
3466,德晉,上櫃,2006-05-17,,active,掛牌日期來源：ISIN
3467,台灣精材,興櫃,2023-12-22,2025-03-25,inactive,終止日推定：次一市場start_date
3467,台灣精材,上櫃,2025-03-25,,active,
3471,雅士晶業,興櫃,2010-12-30,,inactive,未取得正式終止日期
3472,友荃科技,興櫃,2007-03-29,,inactive,未取得正式終止日期
3473,智通聯網,興櫃,2025-08-11,,active,
3474,華亞科,上市,2006-03-17,,inactive,未取得正式終止日期
3475,富晶電子股份有限公司,興櫃,2005-12-22,2011-05-12,inactive,終止日推定：次一市場start_date
3475,富晶電子,興櫃,2011-05-12,,inactive,未取得正式終止日期
3479,安勤科技,興櫃,2007-10-03,2010-06-08,inactive,終止日推定：次一市場start_date
3479,安勤,上櫃,2010-06-08,,active,掛牌日期來源：ISIN
3481,群創,上市,2006-10-24,,active,
3482,智成(原力華)電子股份有限公司,興櫃,2006-04-17,,inactive,未取得正式終止日期
3483,力致,上櫃,2006-12-18,,active,掛牌日期來源：ISIN
3484,崧騰,上櫃,2007-11-09,,active,掛牌日期來源：ISIN
3485,敘豐企業,興櫃,2012-09-28,2026-05-06,inactive,終止日推定：次一市場start_date
3485,敘豐,上櫃,2026-05-06,,active,
3489,森寶,上櫃,2007-09-29,,active,掛牌日期來源：ISIN
3490,單井,上櫃,2007-10-15,,active,掛牌日期來源：ISIN
3491,昇達科,上櫃,2008-01-03,,active,掛牌日期來源：ISIN
3492,長盛科技股份有限公司,興櫃,2005-12-07,2015-05-18,inactive,終止日推定：次一市場start_date
3492,長盛,上櫃,2015-05-18,,active,掛牌日期來源：ISIN
3494,誠研,上市,2007-12-13,,active,
3496,大朋電子,興櫃,2005-11-15,,inactive,未取得正式終止日期
3498,陽程,上櫃,2007-09-11,,active,掛牌日期來源：ISIN
3499,環天科,上櫃,2006-10-19,,active,掛牌日期來源：ISIN
3501,維熹,上市,2007-09-20,,active,
3502,鉅航科技股份有限公司,興櫃,2005-11-08,,inactive,未取得正式終止日期
3503,東又悅,興櫃,2007-02-08,,inactive,未取得正式終止日期
3504,揚明光,上市,2007-01-26,,active,
3505,聯合線上股份有限公司,興櫃,2006-09-06,,inactive,未取得正式終止日期
3507,力群電子股份有限公司,興櫃,2006-01-11,,inactive,未取得正式終止日期
3508,位速,上櫃,2007-10-17,,active,掛牌日期來源：ISIN
3511,矽瑪科技,興櫃,2007-11-21,2009-02-16,inactive,終止日推定：次一市場start_date
3511,矽瑪,上櫃,2009-02-16,,active,掛牌日期來源：ISIN
3512,皇龍,上櫃,2007-07-25,,active,掛牌日期來源：ISIN
3513,宏通資訊,興櫃,2007-07-03,,inactive,未取得正式終止日期
3514,昱晶能源,興櫃,2006-12-22,2007-11-02,inactive,終止日推定：次一市場start_date
3514,昱晶,上市,2007-11-02,,inactive,未取得正式終止日期
3515,華擎,上市,2007-11-08,,active,
3516,亞帝歐,上櫃,2007-11-29,,active,掛牌日期來源：ISIN
3517,洲磊科技股份有限公司,興櫃,2006-07-06,,inactive,未取得正式終止日期
3518,柏騰,上市,2007-11-28,,active,
3519,綠能,上市,2008-01-25,,inactive,未取得正式終止日期
3520,華盈,上櫃,2007-10-12,,active,掛牌日期來源：ISIN
3521,台鋼建設,上櫃,2025-06-02,,active,掛牌日期來源：ISIN
3522,御嵿,上櫃,2007-10-15,,active,掛牌日期來源：ISIN
3523,迎輝,上櫃,2007-11-16,,active,掛牌日期來源：ISIN
3524,正勛實業股份有限公司,興櫃,2006-10-13,,inactive,未取得正式終止日期
3526,凡甲,上櫃,2007-11-02,,active,掛牌日期來源：ISIN
3527,聚積,上櫃,2007-10-29,,active,掛牌日期來源：ISIN
3528,安馳科技,興櫃,2008-01-25,2016-05-18,inactive,終止日推定：次一市場start_date
3528,安馳,上市,2016-05-18,,active,櫃轉市
3529,力旺電子,興櫃,2007-03-26,2011-01-24,inactive,終止日推定：次一市場start_date
3529,力旺,上櫃,2011-01-24,,active,掛牌日期來源：ISIN
3530,晶相光電,興櫃,2007-04-18,2018-07-16,inactive,終止日推定：次一市場start_date
3530,晶相光,上市,2018-07-16,,active,
3531,先益電子,興櫃,2006-12-14,2008-04-08,inactive,終止日推定：次一市場start_date
3531,先益,上櫃,2008-04-08,,active,掛牌日期來源：ISIN
3532,小松電子,興櫃,2006-11-23,2007-12-10,inactive,終止日推定：次一市場start_date
3532,台勝科,上市,2007-12-10,,active,
3533,嘉澤端子工業,興櫃,2006-11-14,2007-12-10,inactive,終止日推定：次一市場start_date
3533,嘉澤,上市,2007-12-10,,active,
3534,雷凌科技,興櫃,2007-01-11,2008-04-08,inactive,終止日推定：次一市場start_date
3534,雷凌,上市,2008-04-08,,inactive,未取得正式終止日期
3535,晶彩科技,興櫃,2006-12-13,2008-01-31,inactive,終止日推定：次一市場start_date
3535,晶彩科,上市,2008-01-31,,active,
3536,誠創科技,興櫃,2007-03-01,2008-04-30,inactive,終止日推定：次一市場start_date
3536,誠創,上市,2008-04-30,,inactive,未取得正式終止日期
3537,堡達實業,興櫃,2007-01-04,2010-01-25,inactive,終止日推定：次一市場start_date
3537,堡達,上櫃,2010-01-25,,active,掛牌日期來源：ISIN
3538,曜鵬科技,興櫃,2007-06-29,,inactive,未取得正式終止日期
3540,曜越科技,興櫃,2006-12-15,2007-12-12,inactive,終止日推定：次一市場start_date
3540,曜越,上櫃,2007-12-12,,active,掛牌日期來源：ISIN
3541,西柏科技,興櫃,2007-05-04,2009-12-22,inactive,終止日推定：次一市場start_date
3541,西柏,上櫃,2009-12-22,,active,掛牌日期來源：ISIN
3542,芽莊科技,興櫃,2006-11-30,,inactive,未取得正式終止日期
3543,州巧科技,興櫃,2006-11-28,2020-04-15,inactive,終止日推定：次一市場start_date
3543,州巧,上市,2020-04-15,,active,
3544,宣茂科技,興櫃,2007-08-27,,inactive,未取得正式終止日期
3545,敦泰,上市,2007-07-03,,active,
3546,宇峻奧汀科技,興櫃,2006-12-25,2008-04-18,inactive,終止日推定：次一市場start_date
3546,宇峻,上櫃,2008-04-18,,active,掛牌日期來源：ISIN
3547,凱鼎科技,興櫃,2007-01-17,,inactive,未取得正式終止日期
3548,兆利科技,興櫃,2007-01-09,2008-03-27,inactive,終止日推定：次一市場start_date
3548,兆利,上櫃,2008-03-27,,active,掛牌日期來源：ISIN
3549,控創科技,興櫃,2006-12-29,,inactive,未取得正式終止日期
3550,聯穎科技,興櫃,2007-09-11,2010-11-10,inactive,終止日推定：次一市場start_date
3550,聯穎,上市,2010-11-10,,active,
3551,世禾科技,興櫃,2007-02-08,2008-04-15,inactive,終止日推定：次一市場start_date
3551,世禾,上櫃,2008-04-15,,active,掛牌日期來源：ISIN
3552,同致電子企業,興櫃,2007-06-27,2009-01-07,inactive,終止日推定：次一市場start_date
3552,同致,上櫃,2009-01-07,,active,掛牌日期來源：ISIN
3553,力積電子,興櫃,2007-02-01,,inactive,未取得正式終止日期
3554,精品科技,興櫃,2007-03-01,,inactive,未取得正式終止日期
3555,擎泰科技,興櫃,2007-03-06,2011-11-08,inactive,終止日推定：次一市場start_date
3555,博士旺,上櫃,2011-11-08,,active,掛牌日期來源：ISIN
3556,禾瑞亞科技,興櫃,2007-04-16,2008-04-15,inactive,終止日推定：次一市場start_date
3556,禾瑞亞,上櫃,2008-04-15,,active,掛牌日期來源：ISIN
3557,嘉威光電,興櫃,2007-04-17,2008-02-27,inactive,終止日推定：次一市場start_date
3557,嘉威,上市,2008-02-27,,active,
3558,神準科技,興櫃,2007-05-31,2013-12-30,inactive,終止日推定：次一市場start_date
3558,神準,上櫃,2013-12-30,,active,掛牌日期來源：ISIN
3559,全智科技,興櫃,2007-05-22,2008-10-23,inactive,終止日推定：次一市場start_date
3559,全智科,上市,2008-10-23,,inactive,未取得正式終止日期
3560,建欣電科技,興櫃,2007-06-22,,inactive,未取得正式終止日期
3561,昇陽光電科技,興櫃,2007-06-15,2008-12-05,inactive,終止日推定：次一市場start_date
3561,昇陽光電,上市,2008-12-05,,inactive,未取得正式終止日期
3562,頂晶科技股,興櫃,2007-06-15,,inactive,未取得正式終止日期
3563,牧德科技,興櫃,2007-06-27,2019-04-02,inactive,終止日推定：次一市場start_date
3563,牧德,上市,2019-04-02,,active,櫃轉市，科技事業
3564,其陽科技,興櫃,2007-08-08,2013-12-03,inactive,終止日推定：次一市場start_date
3564,其陽,上櫃,2013-12-03,,active,掛牌日期來源：ISIN
3565,奧圖碼科技,興櫃,2007-07-11,,inactive,未取得正式終止日期
3566,太陽光電能源科技,興櫃,2007-08-15,2010-03-18,inactive,終止日推定：次一市場start_date
3566,太陽光電能源科技,興櫃,2010-03-18,,inactive,未取得正式終止日期
3567,逸昌科技股份有限公司,興櫃,2007-08-14,2010-11-22,inactive,終止日推定：次一市場start_date
3567,逸昌,上櫃,2010-11-22,,active,掛牌日期來源：ISIN
3568,馥鴻,興櫃,2007-10-01,,inactive,未取得正式終止日期
3570,大塚資訊科技,興櫃,2007-09-07,2008-10-23,inactive,終止日推定：次一市場start_date
3570,大塚,上櫃,2008-10-23,,active,掛牌日期來源：ISIN
3571,兆宏電子股份有限公司,興櫃,2007-08-27,,inactive,未取得正式終止日期
3572,宏芯科技,興櫃,2007-09-14,,inactive,未取得正式終止日期
3573,穎台科技,興櫃,2007-09-06,2009-08-26,inactive,終止日推定：次一市場start_date
3573,穎台,上市,2009-08-26,,inactive,未取得正式終止日期
3574,森富科,興櫃,2008-09-26,,inactive,未取得正式終止日期
3575,琉明光電,興櫃,2010-09-27,,inactive,未取得正式終止日期
3576,新日光能源科技,興櫃,2007-10-09,2009-01-12,inactive,終止日推定：次一市場start_date
3576,聯合再生,上市,2009-01-12,,active,
3577,泓格,興櫃,2007-10-09,2009-01-06,inactive,終止日推定：次一市場start_date
3577,泓格,上櫃,2009-01-06,,active,掛牌日期來源：ISIN
3578,義發科技,興櫃,2007-10-25,,inactive,未取得正式終止日期
3579,尚志半導體,興櫃,2007-10-15,2009-12-23,inactive,終止日推定：次一市場start_date
3579,尚志,上市,2009-12-23,,inactive,未取得正式終止日期
3580,友威科技,興櫃,2007-10-25,2010-07-09,inactive,終止日推定：次一市場start_date
3580,友威科,上櫃,2010-07-09,,active,掛牌日期來源：ISIN
3581,博磊科技股份有限公司,興櫃,2007-10-02,2015-01-20,inactive,終止日推定：次一市場start_date
3581,博磊,上櫃,2015-01-20,,active,掛牌日期來源：ISIN
3582,凌耀,興櫃,2008-10-07,,inactive,未取得正式終止日期
3583,辛耘企業,興櫃,2012-04-23,2013-03-12,inactive,終止日推定：次一市場start_date
3583,辛耘,上市,2013-03-12,,active,
3584,介面光電,興櫃,2007-10-15,2010-07-27,inactive,終止日推定：次一市場start_date
3584,介面,上市,2010-07-27,,inactive,未取得正式終止日期
3585,聯致,興櫃,2007-10-25,,active,
3586,鋐達企業,興櫃,2007-10-29,,inactive,未取得正式終止日期
3587,閎康科技,興櫃,2008-01-21,2009-08-18,inactive,終止日推定：次一市場start_date
3587,閎康,上櫃,2009-08-18,,active,掛牌日期來源：ISIN
3588,通嘉科技,興櫃,2007-10-24,2009-08-14,inactive,終止日推定：次一市場start_date
3588,通嘉,上市,2009-08-14,,active,
3589,聯盛半導體,興櫃,2007-11-26,,inactive,未取得正式終止日期
3590,時緯科技,興櫃,2007-10-29,,inactive,未取得正式終止日期
3591,艾笛森光電,興櫃,2007-10-24,2010-11-12,inactive,終止日推定：次一市場start_date
3591,艾笛森,上市,2010-11-12,,active,
3592,瑞鼎科技,興櫃,2007-10-29,2022-01-07,inactive,終止日推定：次一市場start_date
3592,瑞鼎,上市,2022-01-07,,active,
3593,力銘科技,興櫃,2007-10-29,2009-03-16,inactive,終止日推定：次一市場start_date
3593,力銘,上市,2009-03-16,,active,
3594,磐儀科技,興櫃,2007-12-10,2013-05-07,inactive,終止日推定：次一市場start_date
3594,磐儀,上櫃,2013-05-07,,active,掛牌日期來源：ISIN
3595,山太士,興櫃,2007-11-16,,active,
3596,智易科技,興櫃,2007-10-30,2009-03-11,inactive,終止日推定：次一市場start_date
3596,智易,上市,2009-03-11,,active,
3597,映興電子,興櫃,2008-05-15,2020-03-09,inactive,終止日推定：次一市場start_date
3597,映興,上櫃,2020-03-09,,active,掛牌日期來源：ISIN
3598,奕力科技,興櫃,2009-05-08,2011-01-11,inactive,終止日推定：次一市場start_date
3598,奕力,上市,2011-01-11,,inactive,未取得正式終止日期
3599,旺能光電,興櫃,2007-11-21,2012-05-09,inactive,終止日推定：次一市場start_date
3599,旺能,上市,2012-05-09,,inactive,科技事業；未取得正式終止日期
3601,前源科技,興櫃,2007-11-28,2015-07-10,inactive,終止日推定：次一市場start_date
3601,前源科技,興櫃,2015-07-10,,inactive,未取得正式終止日期
3603,建祥國際,興櫃,2008-01-09,,active,
3604,立碁光能,興櫃,2010-10-29,,inactive,未取得正式終止日期
3605,宏致電子,興櫃,2007-12-28,2009-03-26,inactive,終止日推定：次一市場start_date
3605,宏致,上市,2009-03-26,,active,
3606,特佳光電,興櫃,2008-01-25,,inactive,未取得正式終止日期
3607,谷崧精密工業,興櫃,2008-01-28,2009-10-28,inactive,終止日推定：次一市場start_date
3607,谷崧,上市,2009-10-28,,active,
3609,東林科技,興櫃,2008-04-24,2011-01-11,inactive,終止日推定：次一市場start_date
3609,三一東林,上櫃,2011-01-11,,active,掛牌日期來源：ISIN
3610,啟耀光電,興櫃,2010-02-22,,inactive,未取得正式終止日期
3611,鼎翰,上櫃,2008-11-26,,active,掛牌日期來源：ISIN
3612,富鴻齊科技,興櫃,2008-04-15,,inactive,未取得正式終止日期
3613,碩達科技,興櫃,2009-12-31,,inactive,未取得正式終止日期
3614,誠致科技,興櫃,2008-02-26,2009-06-18,inactive,終止日推定：次一市場start_date
3614,誠致,上市,2009-06-18,,inactive,未取得正式終止日期
3615,安可光電,興櫃,2008-07-24,2009-04-15,inactive,終止日推定：次一市場start_date
3615,安可,上櫃,2009-04-15,,active,掛牌日期來源：ISIN
3616,宏瀨科技,興櫃,2008-12-23,2024-11-06,inactive,終止日推定：次一市場start_date
3616,泓辰,興櫃,2024-11-06,,inactive,未取得正式終止日期
3617,碩天科技,興櫃,2008-04-24,2009-12-23,inactive,終止日推定：次一市場start_date
3617,碩天,上市,2009-12-23,,active,
3619,冠輝科技,興櫃,2008-03-14,,inactive,未取得正式終止日期
3620,日月鴻科技,興櫃,2010-06-18,,inactive,未取得正式終止日期
3622,洋華光電,興櫃,2008-03-28,2009-03-25,inactive,終止日推定：次一市場start_date
3622,洋華,上市,2009-03-25,,active,
3623,富晶通科技,興櫃,2008-04-14,2010-04-28,inactive,終止日推定：次一市場start_date
3623,富晶通,上櫃,2010-04-28,,active,掛牌日期來源：ISIN
3624,光頡科技,興櫃,2008-05-15,2011-03-16,inactive,終止日推定：次一市場start_date
3624,光頡,上櫃,2011-03-16,,active,掛牌日期來源：ISIN
3625,西勝國際股份有限公司,興櫃,2008-04-29,2009-10-28,inactive,終止日推定：次一市場start_date
3625,西勝,上櫃,2009-10-28,,active,掛牌日期來源：ISIN
3627,華信光電科技,興櫃,2013-03-26,,inactive,未取得正式終止日期
3628,盈正豫順電子,興櫃,2009-08-17,2010-09-09,inactive,終止日推定：次一市場start_date
3628,盈正,上櫃,2010-09-09,,active,掛牌日期來源：ISIN
3629,卓韋光電,興櫃,2008-06-27,2020-06-01,inactive,終止日推定：次一市場start_date
3629,地心引力,上櫃,2020-06-01,,active,掛牌日期來源：ISIN
3630,新鉅科技,興櫃,2008-07-21,2010-04-26,inactive,終止日推定：次一市場start_date
3630,新鉅科,上櫃,2010-04-26,,active,掛牌日期來源：ISIN
3631,晟楠科技,興櫃,2008-09-25,2010-12-20,inactive,終止日推定：次一市場start_date
3631,晟楠,上櫃,2010-12-20,,active,掛牌日期來源：ISIN
3632,研勤科技,興櫃,2008-08-08,2011-01-11,inactive,終止日推定：次一市場start_date
3632,研勤,上櫃,2011-01-11,,active,掛牌日期來源：ISIN
3633,云光,興櫃,2008-08-06,,active,
3634,正翰科技,興櫃,2008-09-10,,inactive,未取得正式終止日期
3635,晶量半導體,興櫃,2008-09-11,,inactive,未取得正式終止日期
3636,晶越科技,興櫃,2008-09-05,,inactive,未取得正式終止日期
3637,鉅景科技,興櫃,2008-12-05,,inactive,未取得正式終止日期
3638,F-IML,上市,2010-05-18,,inactive,未取得正式終止日期
3642,駿熠電子科技,興櫃,2010-01-04,,inactive,未取得正式終止日期
3643,台睿科技,興櫃,2010-05-27,,inactive,未取得正式終止日期
3644,凌嘉科技,興櫃,2010-06-15,2026-06-15,inactive,終止日推定：次一市場start_date
3644,凌嘉科,興櫃,2026-06-15,,active,
3645,達邁科技,興櫃,2010-09-16,2011-10-05,inactive,終止日推定：次一市場start_date
3645,達邁,上市,2011-10-05,,active,
3646,艾恩特精密工業,興櫃,2010-04-01,2012-03-27,inactive,終止日推定：次一市場start_date
3646,艾恩特,上櫃,2012-03-27,,active,掛牌日期來源：ISIN
3647,旭晶能源科技,興櫃,2009-02-27,,inactive,未取得正式終止日期
3649,長裕欣業,興櫃,2010-09-10,,inactive,未取得正式終止日期
3651,F-天鵬,興櫃,2009-11-17,,inactive,未取得正式終止日期
3652,精聯,上市,2022-09-21,,active,櫃轉市
3653,健策精密工業,興櫃,2008-11-20,2009-11-18,inactive,終止日推定：次一市場start_date
3653,健策,上市,2009-11-18,,active,
3656,聯勝光電,興櫃,2009-06-16,,inactive,未取得正式終止日期
3657,大衛電子,興櫃,2009-09-24,,inactive,未取得正式終止日期
3658,漢民微測,興櫃,2011-04-29,,inactive,未取得正式終止日期
3659,百辰,興櫃,2009-10-19,,active,
3661,F-世芯,興櫃,2010-12-23,2014-10-28,inactive,終止日推定：次一市場start_date
3661,世芯-KY,上市,2014-10-28,,active,
3662,樂陞科技,興櫃,2009-05-20,,inactive,未取得正式終止日期
3663,鑫科材料科技股份有限公司,興櫃,2011-02-25,2012-11-20,inactive,終止日推定：次一市場start_date
3663,鑫科,上櫃,2012-11-20,,active,掛牌日期來源：ISIN
3664,F-安瑞,興櫃,2009-05-13,2010-06-24,inactive,終止日推定：次一市場start_date
3664,安瑞-KY,上櫃,2010-06-24,,active,掛牌日期來源：ISIN
3665,貿聯-KY,上市,2011-04-21,,active,
3666,光耀科技,興櫃,2009-06-19,2014-12-04,inactive,終止日推定：次一市場start_date
3666,光耀,上櫃,2014-12-04,,active,掛牌日期來源：ISIN
3669,圓展科技,興櫃,2009-07-15,2011-08-25,inactive,終止日推定：次一市場start_date
3669,圓展,上市,2011-08-25,,active,
3671,摩幻潛艇數位,興櫃,2010-08-02,,inactive,未取得正式終止日期
3672,康聯訊科技,興櫃,2014-01-13,2015-04-20,inactive,終止日推定：次一市場start_date
3672,康聯訊,上櫃,2015-04-20,,active,掛牌日期來源：ISIN
3673,TPK-KY,上市,2010-10-29,,active,
3674,康訊科技,興櫃,2010-06-01,,inactive,未取得正式終止日期
3675,德微科技,興櫃,2009-09-08,2012-06-29,inactive,終止日推定：次一市場start_date
3675,德微,上櫃,2012-06-29,,active,掛牌日期來源：ISIN
3678,聯享,興櫃,2009-10-22,,active,
3679,新至陞科技,興櫃,2009-11-12,2011-10-05,inactive,終止日推定：次一市場start_date
3679,新至陞,上市,2011-10-05,,active,
3680,家登精密工業,興櫃,2009-10-16,2011-08-31,inactive,終止日推定：次一市場start_date
3680,家登,上櫃,2011-08-31,,active,掛牌日期來源：ISIN
3681,實盈,興櫃,2010-04-01,,inactive,未取得正式終止日期
3682,亞太電信,興櫃,2011-12-01,2013-08-05,inactive,終止日推定：次一市場start_date
3682,亞太電,上市,2013-08-05,,inactive,未取得正式終止日期
3684,榮昌科技,興櫃,2009-12-31,2014-03-28,inactive,終止日推定：次一市場start_date
3684,榮昌,上櫃,2014-03-28,,active,掛牌日期來源：ISIN
3685,政翔精密,興櫃,2009-11-03,2010-12-08,inactive,終止日推定：次一市場start_date
3685,元創精密,上櫃,2010-12-08,,active,掛牌日期來源：ISIN
3686,達能科技,興櫃,2009-10-08,2010-07-20,inactive,終止日推定：次一市場start_date
3686,達能,上市,2010-07-20,,active,
3687,茂為歐買尬數位科技,興櫃,2010-01-05,2020-06-01,inactive,終止日推定：次一市場start_date
3687,歐買尬,上櫃,2020-06-01,,active,掛牌日期來源：ISIN
3688,華立捷科技,興櫃,2014-04-25,,inactive,未取得正式終止日期
3689,湧德電子,興櫃,2010-12-16,2012-10-18,inactive,終止日推定：次一市場start_date
3689,湧德,上櫃,2012-10-18,,active,掛牌日期來源：ISIN
3690,群豐科技,興櫃,2009-10-20,,inactive,未取得正式終止日期
3691,碩禾電子材料,興櫃,2009-10-12,2010-11-18,inactive,終止日推定：次一市場start_date
3691,碩禾,上櫃,2010-11-18,,active,掛牌日期來源：ISIN
3693,營邦企業,興櫃,2010-05-10,2013-11-27,inactive,終止日推定：次一市場start_date
3693,營邦,上櫃,2013-11-27,,active,掛牌日期來源：ISIN
3694,海華科技,興櫃,2009-10-30,2011-05-03,inactive,終止日推定：次一市場start_date
3694,海華,上市,2011-05-03,,active,
3697,F-晨星,上市,2010-12-24,,inactive,未取得正式終止日期
3698,隆達電子,興櫃,2010-03-26,2011-09-29,inactive,終止日推定：次一市場start_date
3698,隆達,上市,2011-09-29,,inactive,未取得正式終止日期
3701,大眾控,上市,2004-08-30,,active,轉換股份
3702,大聯大,上市,2005-11-09,,active,股份轉換
3703,欣陸,上市,2010-04-08,,active,大陸工程(2526)於當日下市，轉投控上市
3704,合勤控,上市,2010-08-16,,active,合勤(2391)下市，合勤控(3704)上市
3705,永信,上市,2011-01-03,,active,永信藥品(1716)於當日下市，轉投控上市
3706,神達,上市,2013-09-12,,active,神達電腦(2315)於當日下市，轉投控上市
3707,漢磊,上櫃,2014-10-01,,active,掛牌日期來源：ISIN
3708,上緯投控,上市,2016-08-31,,active,上緯(4733)於當日下市，轉投控上市
3709,鑫聯大投控,上櫃,1999-04-16,,active,掛牌日期來源：ISIN
3710,連展投控,上櫃,2017-12-29,,active,掛牌日期來源：ISIN
3711,日月光投控,上市,2018-04-30,,active,日月光(2311)、矽品(2325)於當日下市，轉投控上市
3712,永崴投控,上市,2018-10-01,,active,勁永(6145)於當日下市，轉投控上市
