market,date,rank,code,name,trade_value,trade_volume_shares,closing_price,change,transactions
TWSE,2025-11-03,17,2383,台光電,8288382190.0,5890498.0,1410.0,50.0,11643.0
TWSE,2025-11-03,18,3443,創意,7481293020.0,4702250.0,1580.0,50.0,9775.0
TWSE,2025-11-03,19,1503,士電,7412024432.0,35937365.0,204.0,4.5,41345.0
TWSE,2025-11-03,20,6770,力積電,7371101143.0,235952795.0,30.1,1.4,87177.0
TPEx,2025-11-04,1,6274,台燿,12643560500.0,31559000.0,395.0,6.5,23032.0
TPEx,2025-11-04,2,1815,富喬,11475284300.0,150858000.0,73.2,-2.8,79394.0
TPEx,2025-11-04,3,8299,群聯,6764625000.0,6294000.0,1045.0,-65.0,4711.0
TPEx,2025-11-04,4,5371,中光電,5192615900.0,54114000.0,95.2,4.2,33186.0
TPEx,2025-11-04,5,3105,穩懋,5036403500.0,41155000.0,123.0,5.0,21907.0
TPEx,2025-11-04,6,3211,順達,4084756000.0,13314000.0,293.0,-11.0,9428.0
TPEx,2025-11-04,7,3260,威剛,3727381000.0,20076000.0,181.0,-13.5,11293.0
TPEx,2025-11-04,8,6173,信昌電,3571215300.0,54985000.0,62.9,-1.7,31975.0
TPEx,2025-11-04,9,3324,雙鴻,3542305000.0,3340000.0,1030.0,-65.0,2838.0
TPEx,2025-11-04,10,5439,高技,3397832000.0,9791000.0,340.0,-19.5,6937.0
TPEx,2025-11-04,11,8358,金居,2754518000.0,11209000.0,238.5,-18.5,7607.0
TPEx,2025-11-04,12,6488,環球晶,2531150500.0,5162000.0,481.0,-27.0,3849.0
TPEx,2025-11-04,13,4931,新盛力,2491952000.0,17601000.0,133.5,-4.5,11583.0
TPEx,2025-11-04,14,3264,欣銓,2465539600.0,25097000.0,92.9,-8.1,15629.0
TPEx,2025-11-04,15,6223,旺矽,2211675000.0,1090000.0,2000.0,-20.0,1022.0
TPEx,2025-11-04,16,6290,良維,2069142000.0,11117000.0,181.0,-11.0,6613.0
TPEx,2025-11-04,17,4772,台特化,1854135500.0,5719000.0,317.5,-22.0,4727.0
TPEx,2025-11-04,18,3529,力旺,1675140000.0,834000.0,2020.0,40.0,771.0
TPEx,2025-11-04,19,5274,信驊,1618795000.0,297000.0,5500.0,30.0,278.0
TPEx,2025-11-04,20,3131,弘塑,1557175000.0,1026000.0,1480.0,-45.0,920.0
TWSE,2025-11-04,1,2330,台積電,54169421541.0,35922791.0,1505.0,5.0,70678.0
TWSE,2025-11-04,2,2317,鴻海,23802735472.0,95832447.0,244.0,7.5,112749.0
TWSE,2025-11-04,3,2408,南亞科,21020907507.0,152507836.0,131.5,5.5,81248.0
TWSE,2025-11-04,4,2327,國巨*,19052678483.0,77951134.0,238.0,16.0,92640.0
TWSE,2025-11-04,5,2308,台達電,18797469046.0,18976367.0,975.0,8.0,53702.0
TWSE,2025-11-04,6,2345,智邦,14707424740.0,12623495.0,1150.0,75.0,20390.0
TWSE,2025-11-04,7,3706,神達,14668498317.0,147096413.0,96.3,10.7,102835.0
TWSE,2025-11-04,8,1519,華城,14250124193.0,18118770.0,772.0,14.0,28978.0
TWSE,2025-11-04,9,3443,創意,14075132855.0,8511485.0,1635.0,55.0,18882.0
TWSE,2025-11-04,10,2383,台光電,12678496100.0,8531291.0,1470.0,60.0,15334.0
TWSE,2025-11-04,11,6191,精成科,9878563386.0,79555839.0,120.5,3.0,52238.0
TWSE,2025-11-04,12,3711,日月光投控,9423822762.0,38818042.0,239.0,7.0,38041.0
TWSE,2025-11-04,13,3037,欣興,9091073428.0,52986700.0,168.5,10.0,45166.0
TWSE,2025-11-04,14,8046,南電,8713467448.0,30345240.0,280.0,5.0,33564.0
TWSE,2025-11-04,15,2454,聯發科,8560661230.0,6554186.0,1315.0,15.0,13216.0
TWSE,2025-11-04,16,3017,奇鋐,8510197505.0,5815364.0,1435.0,60.0,16512.0
TWSE,2025-11-04,17,2368,金像電,8447360144.0,17072907.0,483.0,10.0,19615.0
TWSE,2025-11-04,18,2449,京元電子,7725354923.0,35068048.0,214.0,10.0,45745.0
TWSE,2025-11-04,19,3231,緯創,7680105848.0,54223018.0,139.0,4.5,39986.0
TWSE,2025-11-04,20,6781,AES-KY,7002600330.0,5201886.0,1315.0,30.0,9757.0
TPEx,2025-11-05,1,8299,群聯,10870315000.0,10390000.0,1085.0,40.0,7752.0
TPEx,2025-11-05,2,1815,富喬,10294725100.0,137681000.0,76.5,3.3,68001.0
TPEx,2025-11-05,3,8358,金居,10055246000.0,43874000.0,232.0,-6.5,29777.0
TPEx,2025-11-05,4,6274,台燿,9503534500.0,24255000.0,397.0,2.0,17517.0
TPEx,2025-11-05,5,5371,中光電,4960057700.0,51366000.0,96.5,1.3,32309.0
TPEx,2025-11-05,6,5439,高技,4353239500.0,13613000.0,330.5,-9.5,8536.0
TPEx,2025-11-05,7,3105,穩懋,3494139000.0,28116000.0,129.0,6.0,15586.0
TPEx,2025-11-05,8,3324,雙鴻,3228348000.0,3176000.0,1020.0,-10.0,2733.0
TPEx,2025-11-05,9,5274,信驊,2871030000.0,546000.0,5285.0,-215.0,515.0
TPEx,2025-11-05,10,6223,旺矽,2784515000.0,1414000.0,2030.0,30.0,1284.0
TPEx,2025-11-05,11,6488,環球晶,2650762500.0,6099000.0,433.0,-48.0,4070.0
TPEx,2025-11-05,12,6290,良維,2523397000.0,13681000.0,190.0,9.0,8751.0
TPEx,2025-11-05,13,3260,威剛,2502874500.0,13797000.0,187.0,6.0,8398.0
TPEx,2025-11-05,14,5289,宜鼎,2318060000.0,5404000.0,441.5,15.5,4012.0
TPEx,2025-11-05,15,3162,精確,2305329300.0,36902000.0,60.0,-0.8,21385.0
TPEx,2025-11-05,16,6763,綠界科技*,2203028400.0,32249000.0,66.1,0.5,19950.0
TPEx,2025-11-05,17,3211,順達,2014348000.0,6964000.0,289.0,-4.0,4519.0
TPEx,2025-11-05,18,3131,弘塑,1946735000.0,1381000.0,1400.0,-80.0,1233.0
TPEx,2025-11-05,19,3529,力旺,1650990000.0,844000.0,1955.0,-65.0,789.0
TPEx,2025-11-05,20,4931,新盛力,1584549500.0,11423000.0,142.0,8.5,7742.0
TWSE,2025-11-05,1,2330,台積電,93109323845.0,63423241.0,1460.0,45.0,248089.0
TWSE,2025-11-05,2,2408,南亞科,32340958805.0,244967950.0,138.0,6.5,117854.0
TWSE,2025-11-05,3,2317,鴻海,27783011433.0,114664242.0,247.0,3.0,102625.0
TWSE,2025-11-05,4,2308,台達電,17183391163.0,18127318.0,967.0,8.0,68055.0
TWSE,2025-11-05,5,2327,國巨*,16240358226.0,70796868.0,233.5,4.5,70650.0
TWSE,2025-11-05,6,3017,奇鋐,15913893775.0,11014399.0,1445.0,10.0,17201.0
TWSE,2025-11-05,7,0050,元大台灣50,14391151897.0,229413552.0,63.15,0.8,276109.0
TWSE,2025-11-05,8,2345,智邦,11613892040.0,10947428.0,1045.0,105.0,20663.0
TWSE,2025-11-05,9,3231,緯創,10425208119.0,76834974.0,137.5,1.5,49431.0
TWSE,2025-11-05,10,2454,聯發科,9270745930.0,7083306.0,1330.0,15.0,16921.0
TWSE,2025-11-05,11,2383,台光電,8787056768.0,6133541.0,1440.0,30.0,13406.0
TWSE,2025-11-05,12,6669,緯穎,8573280905.0,2070735.0,4165.0,135.0,14941.0
TWSE,2025-11-05,13,3661,世芯-KY,7982958740.0,2398698.0,3340.0,105.0,11647.0
TWSE,2025-11-05,14,3711,日月光投控,7828068488.0,33504726.0,235.0,4.0,26501.0
TWSE,2025-11-05,15,3443,創意,7801132330.0,4903079.0,1605.0,30.0,10340.0
TWSE,2025-11-05,16,2449,京元電子,7580656032.0,35493875.0,220.5,6.5,32304.0
TWSE,2025-11-05,17,3167,大量,7511999857.0,37907286.0,202.5,9.0,80471.0
TWSE,2025-11-05,18,1519,華城,7405253613.0,9688689.0,785.0,13.0,17687.0
TWSE,2025-11-05,19,2368,金像電,6697292479.0,14484325.0,464.5,18.5,17420.0
TWSE,2025-11-05,20,8046,南電,5815846949.0,21642875.0,272.0,8.0,26387.0
TPEx,2025-11-06,1,1815,富喬,13219053500.0,169029000.0,80.0,3.5,82296.0
TPEx,2025-11-06,2,8299,群聯,11285365000.0,9841000.0,1160.0,75.0,7541.0
TPEx,2025-11-06,3,6274,台燿,6960421000.0,17464000.0,397.5,0.5,12406.0
TPEx,2025-11-06,4,5439,高技,6241154000.0,19338000.0,313.5,-17.0,13544.0
TPEx,2025-11-06,5,6290,良維,5252213000.0,26324000.0,198.5,8.5,17003.0
TPEx,2025-11-06,6,5274,信驊,4987320000.0,872000.0,5810.0,525.0,820.0
TPEx,2025-11-06,7,6488,環球晶,4084114000.0,9799000.0,416.0,-17.0,7346.0
TPEx,2025-11-06,8,3529,力旺,3969325000.0,1867000.0,2150.0,195.0,1427.0
TPEx,2025-11-06,9,8111,立碁,3676127200.0,53603000.0,67.6,1.8,30444.0
TPEx,2025-11-06,10,3324,雙鴻,3532325000.0,3326000.0,1070.0,50.0,2806.0
TPEx,2025-11-06,11,3260,威剛,2667596500.0,13978000.0,192.5,5.5,8244.0
TPEx,2025-11-06,12,3105,穩懋,2579183000.0,20377000.0,126.0,-3.0,11930.0
TPEx,2025-11-06,13,6223,旺矽,2371265000.0,1172000.0,2020.0,-10.0,1038.0
TPEx,2025-11-06,14,4931,新盛力,2350298000.0,16131000.0,145.5,3.5,10593.0
TPEx,2025-11-06,15,5289,宜鼎,2312070500.0,5168000.0,455.0,13.5,4184.0
TPEx,2025-11-06,16,4991,環宇-KY,2156462000.0,13174000.0,163.5,-6.0,7821.0
TPEx,2025-11-06,17,3689,湧德,1809687500.0,15936000.0,113.5,4.0,9573.0
TPEx,2025-11-06,18,3211,順達,1766133500.0,5963000.0,297.0,8.0,4135.0
TPEx,2025-11-06,19,5371,中光電,1739171100.0,18375000.0,95.2,-1.3,11494.0
TPEx,2025-11-06,20,3363,上詮,1609721000.0,4505000.0,356.5,15.0,3389.0
TWSE,2025-11-06,1,2330,台積電,44104541986.0,29955147.0,1465.0,5.0,74015.0
TWSE,2025-11-06,2,2408,南亞科,40134430222.0,276959366.0,148.0,10.0,135776.0
TWSE,2025-11-06,3,2317,鴻海,16345639683.0,65794425.0,248.0,1.0,54035.0
TWSE,2025-11-06,4,3443,創意,15619359770.0,9030492.0,1735.0,130.0,19411.0
TWSE,2025-11-06,5,3661,世芯-KY,15588641410.0,4296790.0,3670.0,330.0,19434.0
TWSE,2025-11-06,6,2454,聯發科,10464817295.0,8025111.0,1290.0,40.0,27132.0
TWSE,2025-11-06,7,2308,台達電,10361490972.0,10520332.0,978.0,11.0,24552.0
TWSE,2025-11-06,8,2337,旺宏,9841716058.0,294752216.0,34.45,3.1,93272.0
TWSE,2025-11-06,9,3017,奇鋐,9775429695.0,6544619.0,1495.0,50.0,11894.0
TWSE,2025-11-06,10,2327,國巨*,9238159519.0,38857510.0,240.0,6.5,38555.0
TWSE,2025-11-06,11,2368,金像電,7545697277.0,15575992.0,478.5,14.0,15650.0
TWSE,2025-11-06,12,6191,精成科,7222146159.0,57158257.0,129.0,10.0,40047.0
TWSE,2025-11-06,13,3653,健策,6737304555.0,3108778.0,2190.0,165.0,10211.0
TWSE,2025-11-06,14,2449,京元電子,6669197261.0,30246229.0,217.5,3.0,46012.0
TWSE,2025-11-06,15,6669,緯穎,6602840272.0,1547202.0,4320.0,155.0,6558.0
TWSE,2025-11-06,16,6770,力積電,6499879341.0,209909996.0,31.25,1.3,75300.0
TWSE,2025-11-06,17,8112,至上,6499823763.0,90255249.0,74.6,6.2,60921.0
TWSE,2025-11-06,18,2345,智邦,6377614835.0,5986345.0,1055.0,10.0,8177.0
TWSE,2025-11-06,19,3231,緯創,6046165490.0,43112654.0,142.0,4.5,25833.0
TWSE,2025-11-06,20,3711,日月光投控,5932599302.0,25136478.0,234.0,1.0,21056.0
TPEx,2025-11-07,1,8299,群聯,10145040000.0,8703000.0,1155.0,-5.0,6578.0
TPEx,2025-11-07,2,1815,富喬,9502970100.0,123996000.0,75.0,-5.0,62027.0
TPEx,2025-11-07,3,6274,台燿,6124704500.0,15976000.0,380.0,-17.5,11487.0
TPEx,2025-11-07,4,5289,宜鼎,5753815000.0,12423000.0,456.0,1.0,10263.0
TPEx,2025-11-07,5,3324,雙鴻,3703360000.0,3481000.0,1045.0,-25.0,3053.0
TPEx,2025-11-07,6,6223,旺矽,3405360000.0,1649000.0,2070.0,50.0,1482.0
TPEx,2025-11-07,7,3529,力旺,2855755000.0,1346000.0,2095.0,-55.0,1219.0
TPEx,2025-11-07,8,5274,信驊,2796745000.0,484000.0,5685.0,-125.0,456.0
TPEx,2025-11-07,9,5439,高技,2474424500.0,7833000.0,309.0,-4.5,5776.0
TPEx,2025-11-07,10,3260,威剛,2337161500.0,12151000.0,195.0,2.5,7399.0
TPEx,2025-11-07,11,6290,良維,2060689500.0,10638000.0,191.0,-7.5,6951.0
TPEx,2025-11-07,12,3162,精確,1972840700.0,29732000.0,68.6,6.2,15350.0
TPEx,2025-11-07,13,8054,安國,1855423500.0,14175000.0,127.5,3.0,9370.0
TPEx,2025-11-07,14,4979,華星光,1688770000.0,8570000.0,195.0,1.0,6231.0
TPEx,2025-11-07,15,6488,環球晶,1670570000.0,4118000.0,402.5,-13.5,3369.0
TPEx,2025-11-07,16,4749,新應材,1579528000.0,1921000.0,816.0,-27.0,1594.0
TPEx,2025-11-07,17,8111,立碁,1337109600.0,20309000.0,66.5,-1.1,11854.0
TPEx,2025-11-07,18,5371,中光電,1278921100.0,13878000.0,91.5,-3.7,8247.0
TPEx,2025-11-07,19,3689,湧德,1251966500.0,12030000.0,104.5,-9.0,7089.0
TPEx,2025-11-07,20,8088,品安,1239820750.0,27582000.0,46.8,4.25,15520.0
TWSE,2025-11-07,1,2408,南亞科,34735609412.0,233103202.0,147.0,1.0,130434.0
TWSE,2025-11-07,2,2330,台積電,34382089105.0,23551721.0,1460.0,5.0,78941.0
TWSE,2025-11-07,3,2337,旺宏,12901722211.0,366874977.0,35.25,0.8,129879.0
TWSE,2025-11-07,4,2317,鴻海,12385551288.0,50319199.0,244.0,4.0,55005.0
TWSE,2025-11-07,5,8021,尖點,12306476278.0,96233011.0,128.5,6.5,60881.0
TWSE,2025-11-07,6,2454,聯發科,10899130735.0,8573403.0,1260.0,30.0,60454.0
TWSE,2025-11-07,7,6669,緯穎,10873941990.0,2614108.0,4075.0,245.0,17363.0
TWSE,2025-11-07,8,3661,世芯-KY,10839767905.0,3014705.0,3565.0,105.0,12361.0
TWSE,2025-11-07,9,2308,台達電,9333835091.0,9673113.0,965.0,13.0,30076.0
TWSE,2025-11-07,10,3017,奇鋐,9151295990.0,6163276.0,1465.0,30.0,11171.0
TWSE,2025-11-07,11,3443,創意,8332070340.0,4857683.0,1720.0,15.0,9447.0
TWSE,2025-11-07,12,2345,智邦,7440285735.0,7291182.0,1005.0,50.0,13885.0
TWSE,2025-11-07,13,2327,國巨*,6985780682.0,29782844.0,234.5,5.5,30885.0
TWSE,2025-11-07,14,0050,元大台灣50,6952850646.0,111187957.0,62.55,0.75,136880.0
TWSE,2025-11-07,15,2383,台光電,6404223830.0,4626964.0,1370.0,80.0,11495.0
TWSE,2025-11-07,16,3231,緯創,5620099916.0,40658838.0,137.5,4.5,26645.0
TWSE,2025-11-07,17,8110,華東,4669833415.0,167066827.0,28.85,2.6,61263.0
TWSE,2025-11-07,18,3711,日月光投控,4655994967.0,20331388.0,228.5,5.5,15378.0
TWSE,2025-11-07,19,2313,華通,4545360235.0,52824341.0,82.7,0.7,37709.0
TWSE,2025-11-07,20,2449,京元電子,4504243916.0,20904119.0,213.5,4.0,22082.0
TPEx,2025-11-10,1,8299,群聯,7656125000.0,6087000.0,1270.0,115.0,3701.0
TPEx,2025-11-10,2,3260,威剛,7111927500.0,35043000.0,205.0,10.0,19979.0
TPEx,2025-11-10,3,1815,富喬,5937878900.0,78126000.0,75.5,0.5,38282.0
TPEx,2025-11-10,4,5289,宜鼎,3727607000.0,8041000.0,462.5,6.5,6652.0
TPEx,2025-11-10,5,8088,品安,3650282650.0,75564000.0,47.75,0.95,39964.0
TPEx,2025-11-10,6,6274,台燿,3305523000.0,8589000.0,384.0,4.0,6156.0
TPEx,2025-11-10,7,3324,雙鴻,2981010000.0,2819000.0,1065.0,20.0,2350.0
TPEx,2025-11-10,8,8054,安國,2574473500.0,18941000.0,138.0,10.5,11740.0
TPEx,2025-11-10,9,3162,精確,2484435300.0,36556000.0,66.3,-2.3,20752.0
TPEx,2025-11-10,10,6223,旺矽,2462100000.0,1233000.0,1990.0,-80.0,1090.0
TPEx,2025-11-10,11,8069,元太,2443699500.0,12865000.0,185.0,-16.5,8382.0
TPEx,2025-11-10,12,5536,聖暉*,2218703000.0,3221000.0,680.0,-75.0,2406.0
TPEx,2025-11-10,13,5439,高技,1976298000.0,6279000.0,314.0,5.0,4263.0
TPEx,2025-11-10,14,3529,力旺,1880925000.0,922000.0,2035.0,-60.0,825.0
TPEx,2025-11-10,15,8096,擎亞,1860926100.0,32666000.0,58.8,5.3,16631.0
TPEx,2025-11-10,16,6488,環球晶,1819082000.0,4618000.0,394.0,-8.5,3445.0
TPEx,2025-11-10,17,4931,新盛力,1645422000.0,11214000.0,146.5,-1.0,7613.0
TPEx,2025-11-10,18,5274,信驊,1515190000.0,270000.0,5640.0,-45.0,261.0
TPEx,2025-11-10,19,6290,良維,1322957000.0,6993000.0,190.5,-0.5,4547.0
TPEx,2025-11-10,20,00937B,群益ESG投等債20+,1240712490.0,82883000.0,14.95,-0.11,10915.0
TWSE,2025-11-10,1,2330,台積電,39203254959.0,26579263.0,1475.0,15.0,44799.0
TWSE,2025-11-10,2,2408,南亞科,28260748677.0,180212057.0,161.5,14.5,93933.0
TWSE,2025-11-10,3,6669,緯穎,14716276315.0,3458483.0,4295.0,220.0,12009.0
TWSE,2025-11-10,4,2337,旺宏,13833904931.0,374605754.0,37.9,2.65,143871.0
TWSE,2025-11-10,5,3443,創意,13198975465.0,7066462.0,1890.0,170.0,16034.0
TWSE,2025-11-10,6,2317,鴻海,12765449635.0,51628691.0,249.5,5.5,41416.0
TWSE,2025-11-10,7,3017,奇鋐,12520194725.0,8217203.0,1550.0,85.0,15126.0
TWSE,2025-11-10,8,2308,台達電,11343128112.0,11544121.0,982.0,17.0,21674.0
TWSE,2025-11-10,9,3661,世芯-KY,9479810520.0,2599342.0,3715.0,150.0,10719.0
TWSE,2025-11-10,10,8046,南電,9224560748.0,32317226.0,290.5,17.5,39931.0
TWSE,2025-11-10,11,2327,國巨*,8335977461.0,36070903.0,230.0,4.5,36017.0
TWSE,2025-11-10,12,8112,至上,7675980540.0,99735465.0,79.4,7.2,59686.0
TWSE,2025-11-10,13,2368,金像電,7592634281.0,15674423.0,482.0,17.5,15741.0
TWSE,2025-11-10,14,2421,建準,7540006284.0,42729272.0,176.5,8.0,33064.0
TWSE,2025-11-10,15,6770,力積電,7322729944.0,233705451.0,31.55,1.0,78998.0
TWSE,2025-11-10,16,3715,定穎投控,7087466185.0,71049344.0,101.5,8.5,46306.0
TWSE,2025-11-10,17,2454,聯發科,7044297415.0,5623223.0,1250.0,10.0,24185.0
TWSE,2025-11-10,18,3665,貿聯-KY,6433228230.0,4251598.0,1535.0,120.0,7793.0
TWSE,2025-11-10,19,2345,智邦,5960426534.0,5938489.0,998.0,7.0,9916.0
TWSE,2025-11-10,20,3653,健策,5813556210.0,2608243.0,2230.0,50.0,7472.0
TPEx,2025-11-11,1,8299,群聯,14686225000.0,11046000.0,1310.0,40.0,8452.0
TPEx,2025-11-11,2,1815,富喬,12351449000.0,152211000.0,83.0,7.5,66954.0
TPEx,2025-11-11,3,3260,威剛,5360259000.0,26173000.0,202.5,-2.5,16000.0
TPEx,2025-11-11,4,6223,旺矽,4517945000.0,2436000.0,1795.0,-195.0,2063.0
TPEx,2025-11-11,5,6274,台燿,4501642500.0,11605000.0,377.5,-6.5,8625.0
TPEx,2025-11-11,6,8096,擎亞,4080281500.0,68406000.0,57.7,-1.1,38872.0
TPEx,2025-11-11,7,5289,宜鼎,3552468000.0,7468000.0,476.0,13.5,6031.0
TPEx,2025-11-11,8,5536,聖暉*,3245716000.0,5023000.0,641.0,-39.0,4293.0
TPEx,2025-11-11,9,6290,良維,2841681000.0,15385000.0,182.0,-8.5,9524.0
TPEx,2025-11-11,10,3324,雙鴻,2569485000.0,2447000.0,1040.0,-25.0,2036.0
TPEx,2025-11-11,11,5351,鈺創,2544112900.0,56502000.0,45.75,4.15,19116.0
TPEx,2025-11-11,12,5439,高技,2522350500.0,8124000.0,304.0,-10.0,5829.0
TPEx,2025-11-11,13,5314,世紀*,2331313500.0,20083000.0,117.0,3.0,11096.0
TPEx,2025-11-11,14,8088,品安,2253751650.0,45963000.0,48.55,0.8,25360.0
TPEx,2025-11-11,15,3529,力旺,1524580000.0,741000.0,2020.0,-15.0,701.0
TPEx,2025-11-11,16,6488,環球晶,1493854500.0,3791000.0,388.0,-6.0,3062.0
TPEx,2025-11-11,17,4979,華星光,1466430500.0,7478000.0,191.5,-1.5,5156.0
TPEx,2025-11-11,18,3363,上詮,1460787000.0,4078000.0,349.5,-4.0,3386.0
TPEx,2025-11-11,19,4931,新盛力,1364267000.0,9412000.0,141.5,-5.0,6333.0
TPEx,2025-11-11,20,6510,精測,1359235000.0,898000.0,1500.0,-65.0,830.0
TWSE,2025-11-11,1,2408,南亞科,48049633690.0,286107518.0,164.5,3.0,159604.0
TWSE,2025-11-11,2,2330,台積電,36769705255.0,24857058.0,1465.0,10.0,67666.0
TWSE,2025-11-11,3,2337,旺宏,17902836714.0,436921362.0,40.2,2.3,153524.0
TWSE,2025-11-11,4,6770,力積電,17400318535.0,529164465.0,33.2,1.65,180276.0
TWSE,2025-11-11,5,3443,創意,16715528900.0,8542879.0,1910.0,20.0,16747.0
TWSE,2025-11-11,6,6669,緯穎,16383633730.0,3545938.0,4720.0,425.0,17922.0
TWSE,2025-11-11,7,2317,鴻海,12670099307.0,50821377.0,246.5,3.0,50065.0
TWSE,2025-11-11,8,3231,緯創,12246632774.0,84453986.0,144.5,6.0,52259.0
TWSE,2025-11-11,9,3017,奇鋐,11707943295.0,7563454.0,1540.0,10.0,15198.0
TWSE,2025-11-11,10,2308,台達電,11237820653.0,11380761.0,972.0,10.0,26404.0
TWSE,2025-11-11,11,2368,金像電,10438404642.0,20960999.0,498.5,16.5,21633.0
TWSE,2025-11-11,12,8112,至上,9647563029.0,119705881.0,80.0,0.6,79265.0
TWSE,2025-11-11,13,6805,富世達,7635439605.0,5117831.0,1560.0,125.0,8514.0
TWSE,2025-11-11,14,2454,聯發科,7633940950.0,6110008.0,1240.0,10.0,33787.0
TWSE,2025-11-11,15,3661,世芯-KY,7263048620.0,1984231.0,3635.0,80.0,9776.0
TWSE,2025-11-11,16,2327,國巨*,6804626854.0,29138214.0,230.5,0.5,33840.0
TWSE,2025-11-11,17,1802,台玻,6682226698.0,214971471.0,32.05,2.9,75403.0
TWSE,2025-11-11,18,2374,佳能,6397370547.0,71227199.0,90.5,4.6,65313.0
TWSE,2025-11-11,19,3665,貿聯-KY,6389727785.0,4057257.0,1550.0,15.0,7048.0
TWSE,2025-11-11,20,8046,南電,6358129874.0,21733376.0,289.0,1.5,40315.0
TPEx,2025-11-12,1,6274,台燿,13056811500.0,32286000.0,407.0,29.5,22863.0
TPEx,2025-11-12,2,1815,富喬,12811725600.0,143118000.0,91.3,8.3,54937.0
TPEx,2025-11-12,3,8299,群聯,9820095000.0,7433000.0,1315.0,5.0,5752.0
TPEx,2025-11-12,4,3260,威剛,6859527000.0,31997000.0,221.5,19.0,19946.0
TPEx,2025-11-12,5,6223,旺矽,4584245000.0,2638000.0,1720.0,-75.0,2259.0
TPEx,2025-11-12,6,5289,宜鼎,3155571000.0,6209000.0,523.0,47.0,4542.0
TPEx,2025-11-12,7,5351,鈺創,3135197200.0,67876000.0,47.65,1.9,33673.0
TPEx,2025-11-12,8,3491,昇達科,2559628000.0,5615000.0,463.5,42.0,4334.0
TPEx,2025-11-12,9,3324,雙鴻,2502245000.0,2440000.0,1015.0,-25.0,2014.0
TPEx,2025-11-12,10,5274,信驊,2194605000.0,381000.0,5760.0,135.0,353.0
TPEx,2025-11-12,11,5439,高技,2180358500.0,6947000.0,310.0,6.0,5416.0
TPEx,2025-11-12,12,6173,信昌電,2085237800.0,33057000.0,63.6,0.3,20522.0
TPEx,2025-11-12,13,6290,良維,1687914500.0,9108000.0,186.0,4.0,6090.0
TPEx,2025-11-12,14,6584,南俊國際,1633987000.0,5190000.0,307.0,-3.5,4363.0
TPEx,2025-11-12,15,5536,聖暉*,1556965000.0,2407000.0,640.0,-1.0,2206.0
TPEx,2025-11-12,16,8054,安國,1538610500.0,10914000.0,141.0,2.5,6925.0
TPEx,2025-11-12,17,8088,品安,1504551550.0,30398000.0,49.5,0.95,17245.0
TPEx,2025-11-12,18,6548,長科*,1320995650.0,26858000.0,47.7,1.25,14507.0
TPEx,2025-11-12,19,3105,穩懋,1295508000.0,10340000.0,123.0,1.0,6184.0
TPEx,2025-11-12,20,8096,擎亞,1292459700.0,22256000.0,57.0,-0.7,13808.0
TWSE,2025-11-12,1,2330,台積電,38344962465.0,25998385.0,1475.0,10.0,38420.0
TWSE,2025-11-12,2,2408,南亞科,31239059130.0,192259424.0,163.0,1.5,114810.0
TWSE,2025-11-12,3,3715,定穎投控,20792323098.0,186117119.0,119.0,7.5,123983.0
TWSE,2025-11-12,4,6770,力積電,17621987119.0,499495620.0,36.5,3.3,162562.0
TWSE,2025-11-12,5,2317,鴻海,16260745721.0,65085447.0,251.0,4.5,48915.0
TWSE,2025-11-12,6,2337,旺宏,15351503071.0,377310287.0,40.65,0.45,149181.0
TWSE,2025-11-12,7,2308,台達電,13958553198.0,14451354.0,967.0,5.0,32042.0
TWSE,2025-11-12,8,3231,緯創,12348994038.0,88398135.0,139.0,5.5,60702.0
TWSE,2025-11-12,9,3017,奇鋐,12200641990.0,7957940.0,1505.0,35.0,16985.0
TWSE,2025-11-12,10,6669,緯穎,11918881940.0,2586490.0,4560.0,160.0,17675.0
TWSE,2025-11-12,11,6805,富世達,11609880855.0,7276913.0,1530.0,30.0,11052.0
TWSE,2025-11-12,12,8112,至上,10995277867.0,132942307.0,81.0,1.0,87193.0
TWSE,2025-11-12,13,8021,尖點,8811230791.0,68217263.0,132.5,12.0,44950.0
TWSE,2025-11-12,14,3443,創意,8687258230.0,4496509.0,1885.0,25.0,10430.0
TWSE,2025-11-12,15,2059,川湖,8509871420.0,2149770.0,3855.0,170.0,10744.0
TWSE,2025-11-12,16,2383,台光電,8484385545.0,6163802.0,1345.0,25.0,10645.0
TWSE,2025-11-12,17,1303,南亞,8385497650.0,174611856.0,49.8,4.5,81679.0
TWSE,2025-11-12,18,1802,台玻,8021675554.0,233593730.0,35.25,3.2,74677.0
TWSE,2025-11-12,19,2327,國巨*,6523357216.0,28090248.0,230.5,0.0,28337.0
TWSE,2025-11-12,20,6442,光聖,5835438593.0,6168941.0,947.0,34.0,9820.0
TPEx,2025-11-13,1,1815,富喬,32167016900.0,345823000.0,92.3,1.0,157041.0
TPEx,2025-11-13,2,8299,群聯,17585245000.0,13276000.0,1315.0,0.0,10150.0
TPEx,2025-11-13,3,3260,威剛,8260942500.0,36759000.0,220.5,-1.0,22098.0
TPEx,2025-11-13,4,5289,宜鼎,6898982000.0,12548000.0,558.0,35.0,9922.0
TPEx,2025-11-13,5,6274,台燿,6012065000.0,14963000.0,401.5,-5.5,10936.0
TPEx,2025-11-13,6,5274,信驊,4699750000.0,769000.0,6335.0,575.0,738.0
TPEx,2025-11-13,7,3293,鈊象,4290202000.0,5591000.0,743.0,-1.0,4812.0
