market,date,rank,code,name,trade_value,trade_volume_shares,closing_price,change,transactions
TWSE,2025-05-08,1,2330,台積電,28602519292.0,30777988.0,918.0,10.0,39133.0
TWSE,2025-05-08,2,2383,台光電,9065987055.0,13932287.0,662.0,50.0,16572.0
TWSE,2025-05-08,3,3661,世芯-KY,8159730720.0,3511568.0,2345.0,115.0,7522.0
TWSE,2025-05-08,4,2454,聯發科,8138686536.0,6304556.0,1290.0,15.0,11702.0
TWSE,2025-05-08,5,3450,聯鈞,5405055188.0,28595108.0,186.0,17.5,24370.0
TWSE,2025-05-08,6,6669,緯穎,4843568335.0,2271564.0,2150.0,60.0,5198.0
TWSE,2025-05-08,7,2317,鴻海,4306942606.0,29519952.0,146.0,1.0,19660.0
TWSE,2025-05-08,8,2382,廣達,4256636317.0,16832060.0,251.5,2.5,13363.0
TWSE,2025-05-08,9,2059,川湖,4240849620.0,2228346.0,1920.0,55.0,4626.0
TWSE,2025-05-08,10,3017,奇鋐,4018477955.0,7660005.0,526.0,9.0,8888.0
TWSE,2025-05-08,11,8222,寶一,4006032831.0,60348996.0,65.7,0.7,32824.0
TWSE,2025-05-08,12,2308,台達電,3691103182.0,9971284.0,372.0,8.5,9697.0
TWSE,2025-05-08,13,6781,AES-KY,3671173315.0,3843556.0,962.0,61.0,5000.0
TWSE,2025-05-08,14,6442,光聖,3181167989.0,8534839.0,388.0,28.5,8384.0
TWSE,2025-05-08,15,2882,國泰金,2959106195.0,53238228.0,55.2,1.0,18812.0
TWSE,2025-05-08,16,2345,智邦,2850208482.0,4428316.0,648.0,16.0,4255.0
TWSE,2025-05-08,17,3528,安馳,2705901442.0,29634925.0,91.3,5.7,20889.0
TWSE,2025-05-08,18,6757,台灣虎航,2575287814.0,26123653.0,98.4,2.3,16983.0
TWSE,2025-05-08,19,2891,中信金,2163713670.0,54334972.0,39.7,0.1,12870.0
TWSE,2025-05-08,20,2881,富邦金,2077498550.0,26532848.0,78.1,0.1,14489.0
TPEx,2025-05-09,1,4979,華星光,7261019500.0,45068000.0,166.0,15.0,27396.0
TPEx,2025-05-09,2,3163,波若威,6168709500.0,39550000.0,155.5,5.0,26016.0
TPEx,2025-05-09,3,3363,上詮,5764124000.0,25259000.0,230.0,11.0,18682.0
TPEx,2025-05-09,4,5439,高技,5268728000.0,31460000.0,173.0,11.5,18677.0
TPEx,2025-05-09,5,8069,元太,3424023000.0,15837000.0,214.0,-15.5,11285.0
TPEx,2025-05-09,6,4541,晟田,2959873500.0,55679000.0,53.3,2.1,29015.0
TPEx,2025-05-09,7,3293,鈊象,2605307000.0,3014000.0,867.0,10.0,2496.0
TPEx,2025-05-09,8,4931,新盛力,2490133500.0,28749000.0,88.0,1.6,17874.0
TPEx,2025-05-09,9,6274,台燿,2482587500.0,15916000.0,156.5,4.5,10140.0
TPEx,2025-05-09,10,3081,聯亞,1947531500.0,6995000.0,282.5,25.5,3963.0
TPEx,2025-05-09,11,4303,信立,1916991400.0,22432000.0,84.6,-2.9,13781.0
TPEx,2025-05-09,12,3546,宇峻,1888327000.0,14647000.0,128.5,-1.5,10433.0
TPEx,2025-05-09,13,8111,立碁,1865826850.0,38690000.0,48.3,2.7,25288.0
TPEx,2025-05-09,14,3324,雙鴻,1863707000.0,3561000.0,522.0,2.0,2855.0
TPEx,2025-05-09,15,6223,旺矽,1812919000.0,2735000.0,670.0,2.0,2473.0
TPEx,2025-05-09,16,1815,富喬,1802646200.0,60115000.0,30.05,0.85,24663.0
TPEx,2025-05-09,17,00679B,元大美債20年,1718491530.0,65652000.0,26.11,-0.23,7571.0
TPEx,2025-05-09,18,00687B,國泰20年美債,1590731950.0,58618000.0,27.08,-0.23,5344.0
TPEx,2025-05-09,19,4991,環宇-KY,1574461300.0,17563000.0,91.0,4.0,11208.0
TPEx,2025-05-09,20,3529,力旺,1486755000.0,599000.0,2480.0,45.0,591.0
TWSE,2025-05-09,1,2330,台積電,38557125038.0,40878730.0,949.0,31.0,68630.0
TWSE,2025-05-09,2,2345,智邦,9827756369.0,14469504.0,666.0,18.0,14566.0
TWSE,2025-05-09,3,2454,聯發科,8816540890.0,6740443.0,1325.0,35.0,11794.0
TWSE,2025-05-09,4,6669,緯穎,8472177770.0,3866925.0,2200.0,50.0,10743.0
TWSE,2025-05-09,5,3450,聯鈞,7369798043.0,37543250.0,204.5,18.5,26744.0
TWSE,2025-05-09,6,3661,世芯-KY,6882091200.0,2977391.0,2300.0,45.0,7063.0
TWSE,2025-05-09,7,2383,台光電,6159402287.0,9145587.0,679.0,17.0,11730.0
TWSE,2025-05-09,8,2382,廣達,5778803976.0,22726085.0,256.5,5.0,16770.0
TWSE,2025-05-09,9,8222,寶一,5235423364.0,78623349.0,66.5,0.8,44085.0
TWSE,2025-05-09,10,6442,光聖,4785696362.0,11768573.0,426.5,38.5,13651.0
TWSE,2025-05-09,11,2317,鴻海,4411271067.0,30063441.0,147.0,1.0,19339.0
TWSE,2025-05-09,12,2308,台達電,3683508681.0,9848583.0,374.0,2.0,8148.0
TWSE,2025-05-09,13,2881,富邦金,3451759199.0,44738307.0,77.4,0.7,33509.0
TWSE,2025-05-09,14,3017,奇鋐,3421182476.0,6473258.0,529.0,3.0,6861.0
TWSE,2025-05-09,15,2882,國泰金,3300199854.0,60288935.0,55.2,0.0,22328.0
TWSE,2025-05-09,16,6757,台灣虎航,2974886406.0,28792210.0,108.0,9.6,17327.0
TWSE,2025-05-09,17,3528,安馳,2780241695.0,29874326.0,90.3,1.0,22827.0
TWSE,2025-05-09,18,2891,中信金,2760909524.0,69664713.0,39.95,0.25,23483.0
TWSE,2025-05-09,19,2630,亞航,2534884778.0,58519664.0,43.65,0.15,30210.0
TWSE,2025-05-09,20,6781,AES-KY,2523765913.0,2627407.0,963.0,1.0,4402.0
TPEx,2025-05-12,1,4979,華星光,6660792500.0,39711000.0,163.5,-2.5,24914.0
TPEx,2025-05-12,2,4931,新盛力,4345685700.0,47948000.0,89.3,1.3,29718.0
TPEx,2025-05-12,3,3081,聯亞,3305711000.0,11224000.0,292.5,10.0,8384.0
TPEx,2025-05-12,4,4303,信立,2995863000.0,33586000.0,87.8,3.2,21478.0
TPEx,2025-05-12,5,8069,元太,2793678000.0,13143000.0,212.0,-2.0,8118.0
TPEx,2025-05-12,6,5439,高技,2782126000.0,15837000.0,174.0,1.0,10138.0
TPEx,2025-05-12,7,4510,高鋒,2741350000.0,49624000.0,54.2,1.6,28899.0
TPEx,2025-05-12,8,6290,良維,2425581200.0,26297000.0,93.1,4.7,13457.0
TPEx,2025-05-12,9,6223,旺矽,2417465000.0,3497000.0,701.0,31.0,3046.0
TPEx,2025-05-12,10,3363,上詮,2400204000.0,10537000.0,222.0,-8.0,7849.0
TPEx,2025-05-12,11,3163,波若威,2006283000.0,12792000.0,157.0,1.5,8411.0
TPEx,2025-05-12,12,3293,鈊象,1914980000.0,2204000.0,863.0,-4.0,1945.0
TPEx,2025-05-12,13,3264,欣銓,1802417600.0,22424000.0,81.1,4.7,12930.0
TPEx,2025-05-12,14,3529,力旺,1775685000.0,710000.0,2450.0,-30.0,674.0
TPEx,2025-05-12,15,6227,茂綸,1474643500.0,13348000.0,112.5,10.0,6783.0
TPEx,2025-05-12,16,6274,台燿,1449074500.0,9063000.0,162.0,5.5,5945.0
TPEx,2025-05-12,17,4541,晟田,1435425200.0,26915000.0,53.5,0.2,14567.0
TPEx,2025-05-12,18,3324,雙鴻,1394137000.0,2633000.0,533.0,11.0,2107.0
TPEx,2025-05-12,19,5274,信驊,1336040000.0,384000.0,3490.0,130.0,376.0
TPEx,2025-05-12,20,6187,萬潤,1063102500.0,3834000.0,283.0,17.5,3079.0
TWSE,2025-05-12,1,2330,台積電,24554284001.0,25668469.0,957.0,8.0,44647.0
TWSE,2025-05-12,2,2317,鴻海,9007425118.0,59409981.0,153.0,6.0,39231.0
TWSE,2025-05-12,3,6669,緯穎,7904015595.0,3479303.0,2255.0,55.0,8169.0
TWSE,2025-05-12,4,3450,聯鈞,7469929012.0,35380890.0,209.0,4.5,26236.0
TWSE,2025-05-12,5,2454,聯發科,7050780685.0,5353789.0,1315.0,10.0,12850.0
TWSE,2025-05-12,6,3661,世芯-KY,6547709825.0,2659228.0,2530.0,230.0,7275.0
TWSE,2025-05-12,7,2382,廣達,5186710454.0,20030811.0,258.5,2.0,18120.0
TWSE,2025-05-12,8,6442,光聖,4597243560.0,10519208.0,435.5,9.0,10574.0
TWSE,2025-05-12,9,3019,亞光,4436481842.0,31946009.0,139.5,6.5,23208.0
TWSE,2025-05-12,10,6757,台灣虎航,3924339977.0,38359516.0,99.7,8.3,29138.0
TWSE,2025-05-12,11,2368,金像電,3757667340.0,16299557.0,230.0,4.0,11008.0
TWSE,2025-05-12,12,2383,台光電,3747233892.0,5579741.0,675.0,4.0,13280.0
TWSE,2025-05-12,13,2345,智邦,3596676400.0,5291455.0,674.0,8.0,5576.0
TWSE,2025-05-12,14,1519,華城,3427562257.0,7009227.0,486.5,23.5,8909.0
TWSE,2025-05-12,15,3653,健策,3345857335.0,2858051.0,1180.0,65.0,3604.0
TWSE,2025-05-12,16,2603,長榮,3221943284.0,14920271.0,217.5,6.5,14406.0
TWSE,2025-05-12,17,3231,緯創,2985327216.0,27535005.0,108.5,1.5,14851.0
TWSE,2025-05-12,18,2049,上銀,2909358718.0,13137618.0,223.5,15.5,13126.0
TWSE,2025-05-12,19,3037,欣興,2873714484.0,28936862.0,101.0,7.1,20585.0
TWSE,2025-05-12,20,6805,富世達,2694900774.0,5075111.0,532.0,29.0,6681.0
TPEx,2025-05-13,1,6223,旺矽,4000020000.0,5813000.0,672.0,-29.0,5212.0
TPEx,2025-05-13,2,3379,彬台,3944081100.0,54310000.0,72.8,2.0,33303.0
TPEx,2025-05-13,3,8069,元太,3906705500.0,16916000.0,233.0,21.0,7700.0
TPEx,2025-05-13,4,4979,華星光,3534233500.0,21204000.0,163.0,-0.5,13328.0
TPEx,2025-05-13,5,5439,高技,3421910500.0,18901000.0,182.0,8.0,11759.0
TPEx,2025-05-13,6,6104,創惟,3284271000.0,20792000.0,160.0,12.0,11392.0
TPEx,2025-05-13,7,3163,波若威,2928866500.0,18180000.0,157.5,0.5,12497.0
TPEx,2025-05-13,8,3293,鈊象,2877242000.0,3244000.0,888.0,25.0,2734.0
TPEx,2025-05-13,9,3529,力旺,2751765000.0,1079000.0,2495.0,45.0,999.0
TPEx,2025-05-13,10,4931,新盛力,2642330100.0,29174000.0,88.2,-1.1,17370.0
TPEx,2025-05-13,11,6187,萬潤,2594801000.0,8689000.0,299.0,16.0,6671.0
TPEx,2025-05-13,12,6227,茂綸,2353531500.0,20523000.0,117.0,4.5,12449.0
TPEx,2025-05-13,13,3081,聯亞,2122406000.0,7072000.0,297.0,4.5,5168.0
TPEx,2025-05-13,14,4303,信立,1911150700.0,21773000.0,85.4,-2.4,13068.0
TPEx,2025-05-13,15,3264,欣銓,1764037000.0,21961000.0,78.6,-2.5,11398.0
TPEx,2025-05-13,16,3324,雙鴻,1654103000.0,3029000.0,545.0,12.0,2462.0
TPEx,2025-05-13,17,3546,宇峻,1634922000.0,13161000.0,128.5,8.5,9211.0
TPEx,2025-05-13,18,5274,信驊,1613885000.0,458000.0,3455.0,-35.0,427.0
TPEx,2025-05-13,19,5314,世紀*,1505788100.0,22651000.0,65.0,0.1,12727.0
TPEx,2025-05-13,20,4510,高鋒,1423151600.0,26186000.0,54.5,0.3,13787.0
TWSE,2025-05-13,1,2330,台積電,49747284080.0,50960522.0,969.0,12.0,72252.0
TWSE,2025-05-13,2,2317,鴻海,15131219536.0,95098747.0,158.0,5.0,62733.0
TWSE,2025-05-13,3,3661,世芯-KY,14712920565.0,5424614.0,2695.0,165.0,14962.0
TWSE,2025-05-13,4,2454,聯發科,13956016690.0,10308570.0,1355.0,40.0,17085.0
TWSE,2025-05-13,5,2603,長榮,12815113070.0,55211383.0,232.5,15.0,36410.0
TWSE,2025-05-13,6,2609,陽明,10114416342.0,129755714.0,78.0,5.5,60239.0
TWSE,2025-05-13,7,2382,廣達,8630959864.0,32614946.0,262.0,3.5,31403.0
TWSE,2025-05-13,8,6669,緯穎,6991656775.0,3069376.0,2225.0,30.0,9827.0
TWSE,2025-05-13,9,2615,萬海,6419167358.0,68194730.0,92.0,4.1,51357.0
TWSE,2025-05-13,10,6215,和椿,6144902314.0,56718646.0,109.5,3.0,32850.0
TWSE,2025-05-13,11,2408,南亞科,5857822771.0,147390211.0,40.9,3.7,60665.0
TWSE,2025-05-13,12,3017,奇鋐,5264525896.0,9410603.0,563.0,22.0,13093.0
TWSE,2025-05-13,13,3450,聯鈞,5147034861.0,24169042.0,208.5,0.5,17954.0
TWSE,2025-05-13,14,2049,上銀,4513480195.0,19365429.0,243.0,19.5,19566.0
TWSE,2025-05-13,15,3231,緯創,4053219364.0,37069708.0,108.5,0.0,17904.0
TWSE,2025-05-13,16,3019,亞光,3925981186.0,27914972.0,141.0,1.5,18980.0
TWSE,2025-05-13,17,2383,台光電,3852718531.0,5695722.0,674.0,1.0,7058.0
TWSE,2025-05-13,18,2882,國泰金,3820624539.0,66066294.0,57.9,1.8,18212.0
TWSE,2025-05-13,19,2345,智邦,3800457005.0,5539818.0,681.0,7.0,5109.0
TWSE,2025-05-13,20,0050,元大台灣50,3783370955.0,21040721.0,178.85,2.15,26124.0
TPEx,2025-05-14,1,4979,華星光,7821952500.0,45828000.0,168.5,5.5,30542.0
TPEx,2025-05-14,2,3163,波若威,7305059500.0,42922000.0,170.5,13.0,21111.0
TPEx,2025-05-14,3,8069,元太,4138641000.0,17497000.0,233.5,0.5,9803.0
TPEx,2025-05-14,4,3324,雙鴻,4036789000.0,6970000.0,581.0,36.0,5642.0
TPEx,2025-05-14,5,3081,聯亞,2776845000.0,9138000.0,303.0,6.0,6788.0
TPEx,2025-05-14,6,6104,創惟,2710482500.0,16303000.0,168.5,8.5,10582.0
TPEx,2025-05-14,7,8088,品安,2695720700.0,74748000.0,36.3,1.9,40511.0
TPEx,2025-05-14,8,4991,環宇-KY,2521267800.0,26961000.0,96.2,8.7,15536.0
TPEx,2025-05-14,9,3293,鈊象,2248837000.0,2543000.0,881.0,-7.0,2145.0
TPEx,2025-05-14,10,4931,新盛力,2188140400.0,24267000.0,89.8,1.6,15105.0
TPEx,2025-05-14,11,00679B,元大美債20年,1946152430.0,75049000.0,25.93,-0.15,12323.0
TPEx,2025-05-14,12,6223,旺矽,1913439000.0,2832000.0,675.0,3.0,2547.0
TPEx,2025-05-14,13,3546,宇峻,1838839500.0,14260000.0,128.5,0.0,9975.0
TPEx,2025-05-14,14,5439,高技,1803659500.0,9873000.0,185.0,3.0,6008.0
TPEx,2025-05-14,15,8111,立碁,1590441200.0,29356000.0,54.0,3.4,16457.0
TPEx,2025-05-14,16,3529,力旺,1566945000.0,615000.0,2550.0,55.0,604.0
TPEx,2025-05-14,17,3379,彬台,1496839500.0,20344000.0,73.5,0.7,12857.0
TPEx,2025-05-14,18,6187,萬潤,1348412000.0,4494000.0,300.0,1.0,3459.0
TPEx,2025-05-14,19,3078,僑威,1317998300.0,16321000.0,81.7,3.2,10283.0
TPEx,2025-05-14,20,6499,益安,1185180000.0,15080000.0,79.9,4.6,10311.0
TWSE,2025-05-14,1,2330,台積電,54697821594.0,55061671.0,999.0,30.0,105868.0
TWSE,2025-05-14,2,2603,長榮,14211557244.0,59161712.0,242.5,10.0,46208.0
TWSE,2025-05-14,3,2382,廣達,13532770982.0,49833839.0,276.5,14.5,45362.0
TWSE,2025-05-14,4,2317,鴻海,11574000654.0,71682968.0,163.0,5.0,52174.0
TWSE,2025-05-14,5,2408,南亞科,11203078168.0,260759751.0,44.95,4.05,94900.0
TWSE,2025-05-14,6,6669,緯穎,10324396650.0,4377915.0,2345.0,120.0,10088.0
TWSE,2025-05-14,7,3017,奇鋐,9856335785.0,16172144.0,609.0,46.0,20163.0
TWSE,2025-05-14,8,2454,聯發科,9238538490.0,6786896.0,1360.0,5.0,12709.0
TWSE,2025-05-14,9,3231,緯創,8994176763.0,79420025.0,114.5,6.0,47689.0
TWSE,2025-05-14,10,2609,陽明,8911896757.0,112713378.0,79.4,1.4,64078.0
TWSE,2025-05-14,11,3661,世芯-KY,8641484295.0,3153208.0,2755.0,60.0,8313.0
TWSE,2025-05-14,12,2615,萬海,6266658974.0,65394771.0,98.0,6.0,48746.0
TWSE,2025-05-14,13,3450,聯鈞,5893727497.0,27285005.0,214.5,6.0,19122.0
TWSE,2025-05-14,14,2345,智邦,5442733494.0,7726710.0,718.0,37.0,9123.0
TWSE,2025-05-14,15,5269,祥碩,5191195020.0,2638988.0,1970.0,155.0,3803.0
TWSE,2025-05-14,16,3653,健策,4518387865.0,3752057.0,1270.0,90.0,5231.0
TWSE,2025-05-14,17,0050,元大台灣50,4337610111.0,23824282.0,182.9,4.05,27782.0
TWSE,2025-05-14,18,3665,貿聯-KY,4181135836.0,6580657.0,643.0,31.0,7891.0
TWSE,2025-05-14,19,2383,台光電,4100064833.0,5961660.0,687.0,13.0,7410.0
TWSE,2025-05-14,20,2357,華碩,4011143357.0,6443330.0,622.0,14.0,8295.0
TPEx,2025-05-15,1,3163,波若威,4114362000.0,24270000.0,169.0,-1.5,15460.0
TPEx,2025-05-15,2,3081,聯亞,3079065000.0,9804000.0,310.0,7.0,7184.0
TPEx,2025-05-15,3,4979,華星光,2624933500.0,15541000.0,170.0,1.5,10116.0
TPEx,2025-05-15,4,3379,彬台,2531909200.0,33033000.0,74.7,1.2,21374.0
TPEx,2025-05-15,5,6148,驊宏資,2092265800.0,28933000.0,71.6,2.3,18357.0
TPEx,2025-05-15,6,1569,濱川,1892912000.0,33978000.0,56.7,4.6,19099.0
TPEx,2025-05-15,7,6104,創惟,1852301500.0,10661000.0,178.0,9.5,7462.0
TPEx,2025-05-15,8,3293,鈊象,1785118000.0,2058000.0,861.0,-20.0,1753.0
TPEx,2025-05-15,9,8299,群聯,1777104500.0,3574000.0,489.0,-5.5,2777.0
TPEx,2025-05-15,10,4991,環宇-KY,1760792100.0,18641000.0,93.1,-3.1,12100.0
TPEx,2025-05-15,11,4541,晟田,1741053300.0,31877000.0,55.0,2.0,17520.0
TPEx,2025-05-15,12,1815,富喬,1672398400.0,53755000.0,30.55,0.35,23151.0
TPEx,2025-05-15,13,5274,信驊,1616355000.0,453000.0,3555.0,55.0,435.0
TPEx,2025-05-15,14,4749,新應材,1568690000.0,2831000.0,552.0,13.0,2534.0
TPEx,2025-05-15,15,3324,雙鴻,1545030000.0,2682000.0,571.0,-10.0,2251.0
TPEx,2025-05-15,16,00679B,元大美債20年,1483877370.0,57909000.0,25.6,-0.33,14109.0
TPEx,2025-05-15,17,5347,世界,1465324600.0,16361000.0,88.3,-4.9,9862.0
TPEx,2025-05-15,18,3260,威剛,1406469100.0,15233000.0,93.3,2.8,8439.0
TPEx,2025-05-15,19,00687B,國泰20年美債,1405711270.0,52907000.0,26.56,-0.33,10912.0
TPEx,2025-05-15,20,4772,台特化,1399162000.0,6329000.0,218.0,7.0,4978.0
TWSE,2025-05-15,1,2330,台積電,28422046465.0,28518212.0,993.0,6.0,50265.0
TWSE,2025-05-15,2,2603,長榮,11773046172.0,47743430.0,245.5,3.0,33154.0
TWSE,2025-05-15,3,2317,鴻海,11496060994.0,71845843.0,159.5,3.5,63640.0
TWSE,2025-05-15,4,2382,廣達,9906026755.0,35835176.0,277.5,1.0,29885.0
TWSE,2025-05-15,5,2408,南亞科,9780055458.0,215742286.0,45.3,0.35,90950.0
TWSE,2025-05-15,6,2615,萬海,9015835808.0,87868876.0,101.0,3.0,47147.0
TWSE,2025-05-15,7,2609,陽明,8409212017.0,104700664.0,79.5,0.1,70489.0
TWSE,2025-05-15,8,2454,聯發科,8027559070.0,5860573.0,1370.0,10.0,11993.0
TWSE,2025-05-15,9,3706,神達,6271388629.0,101548253.0,61.5,4.3,41548.0
TWSE,2025-05-15,10,6669,緯穎,4594991930.0,1948029.0,2380.0,35.0,4792.0
TWSE,2025-05-15,11,3017,奇鋐,4434140075.0,7344676.0,605.0,4.0,9948.0
TWSE,2025-05-15,12,3013,晟銘電,4405875556.0,40511404.0,108.0,2.5,26103.0
TWSE,2025-05-15,13,3661,世芯-KY,4345650730.0,1591823.0,2720.0,35.0,4872.0
TWSE,2025-05-15,14,3231,緯創,4159731977.0,37025508.0,111.5,3.0,23564.0
TWSE,2025-05-15,15,3019,亞光,3983458712.0,27670504.0,142.5,1.0,19153.0
TWSE,2025-05-15,16,3450,聯鈞,3824456638.0,17721143.0,217.5,3.0,15231.0
TWSE,2025-05-15,17,2359,所羅門,3689679032.0,24874123.0,148.0,8.0,18409.0
TWSE,2025-05-15,18,2376,技嘉,3593363950.0,13285504.0,265.5,2.5,15594.0
TWSE,2025-05-15,19,2891,中信金,3497663916.0,85283103.0,41.15,0.55,25642.0
TWSE,2025-05-15,20,2882,國泰金,3385588559.0,56862028.0,59.6,0.8,14595.0
TPEx,2025-05-16,1,3163,波若威,4288380000.0,24919000.0,171.0,2.0,16119.0
TPEx,2025-05-16,2,3131,弘塑,2291546000.0,2211000.0,1070.0,94.0,1943.0
TPEx,2025-05-16,3,4979,華星光,2281007000.0,13525000.0,167.5,-2.5,8935.0
TPEx,2025-05-16,4,4931,新盛力,2234187600.0,25044000.0,87.6,-1.2,15438.0
TPEx,2025-05-16,5,6140,訊達,2183717300.0,45467000.0,48.1,0.75,25389.0
TPEx,2025-05-16,6,5439,高技,2061171500.0,11129000.0,185.5,-3.5,7595.0
TPEx,2025-05-16,7,3211,順達,1990108000.0,9569000.0,205.0,3.0,6801.0
TPEx,2025-05-16,8,6104,創惟,1731965500.0,9705000.0,180.5,2.5,6337.0
TPEx,2025-05-16,9,3147,大綜,1536804500.0,6435000.0,235.0,-8.5,5308.0
TPEx,2025-05-16,10,3293,鈊象,1505682000.0,1724000.0,875.0,14.0,1519.0
TPEx,2025-05-16,11,8069,元太,1372006000.0,6051000.0,224.0,-6.5,4048.0
TPEx,2025-05-16,12,3491,昇達科,1359790000.0,3648000.0,372.5,15.0,3065.0
TPEx,2025-05-16,13,3324,雙鴻,1302132000.0,2273000.0,572.0,1.0,1897.0
TPEx,2025-05-16,14,6290,良維,1301238900.0,13282000.0,96.5,-0.3,7799.0
TPEx,2025-05-16,15,6187,萬潤,1297300500.0,4315000.0,303.0,9.5,3467.0
TPEx,2025-05-16,16,3379,彬台,1247995300.0,16518000.0,77.9,3.2,10652.0
TPEx,2025-05-16,17,5274,信驊,999995000.0,280000.0,3580.0,25.0,271.0
TPEx,2025-05-16,18,1569,濱川,991295400.0,17640000.0,56.9,0.2,11185.0
TPEx,2025-05-16,19,3078,僑威,946961300.0,11498000.0,81.4,0.7,7485.0
TPEx,2025-05-16,20,3546,宇峻,923172500.0,8147000.0,111.0,-7.5,5289.0
TWSE,2025-05-16,1,2603,長榮,20315667500.0,79214121.0,260.5,15.0,60436.0
TWSE,2025-05-16,2,2609,陽明,19608995361.0,235712727.0,84.0,4.5,117416.0
TWSE,2025-05-16,3,2330,台積電,17966857712.0,18079325.0,998.0,5.0,36183.0
TWSE,2025-05-16,4,2615,萬海,15802522850.0,145521844.0,111.0,10.0,74417.0
TWSE,2025-05-16,5,3706,神達,8446572598.0,133906833.0,62.0,0.5,72127.0
TWSE,2025-05-16,6,1519,華城,6060219717.0,11914144.0,496.0,1.0,14087.0
TWSE,2025-05-16,7,2408,南亞科,5784016719.0,126807035.0,45.65,0.35,51872.0
TWSE,2025-05-16,8,1513,中興電,5608195222.0,36966079.0,151.0,7.0,28126.0
TWSE,2025-05-16,9,2317,鴻海,5488707082.0,34670607.0,158.0,1.5,29721.0
TWSE,2025-05-16,10,2454,聯發科,4984158740.0,3651046.0,1365.0,5.0,7619.0
TWSE,2025-05-16,11,6669,緯穎,4897535525.0,2055365.0,2380.0,0.0,5273.0
TWSE,2025-05-16,12,2382,廣達,4662487327.0,16924620.0,275.0,2.5,27848.0
TWSE,2025-05-16,13,2882,國泰金,4653274385.0,75349156.0,63.0,3.4,25824.0
TWSE,2025-05-16,14,4763,材料*-KY,4456495107.0,5075638.0,892.0,56.0,10679.0
TWSE,2025-05-16,15,2404,漢唐,4107898336.0,7805300.0,540.0,31.0,13773.0
TWSE,2025-05-16,16,1514,亞力,3808661710.0,33783652.0,109.0,1.5,22810.0
TWSE,2025-05-16,17,2371,大同,3806858002.0,93079890.0,41.0,3.6,36337.0
TWSE,2025-05-16,18,3653,健策,3505930890.0,2622833.0,1380.0,80.0,4122.0
TWSE,2025-05-16,19,3661,世芯-KY,3442792890.0,1262063.0,2730.0,10.0,3593.0
TWSE,2025-05-16,20,2891,中信金,3430135920.0,82425779.0,42.0,0.85,24004.0
TPEx,2025-05-19,1,3379,彬台,5298054100.0,66549000.0,75.6,-2.3,42069.0
TPEx,2025-05-19,2,3163,波若威,2082725500.0,12368000.0,165.0,-6.0,8246.0
TPEx,2025-05-19,3,3131,弘塑,2020780000.0,1917000.0,1055.0,-15.0,1744.0
TPEx,2025-05-19,4,8234,新漢,1899996900.0,22284000.0,82.0,0.4,14620.0
TPEx,2025-05-19,5,8069,元太,1722705000.0,7889000.0,216.5,-7.5,4562.0
TPEx,2025-05-19,6,3529,力旺,1461600000.0,598000.0,2390.0,-180.0,578.0
TPEx,2025-05-19,7,4979,華星光,1438097000.0,8622000.0,164.5,-3.0,6085.0
TPEx,2025-05-19,8,4971,IET-KY,1433023000.0,11845000.0,117.5,1.0,8096.0
TPEx,2025-05-19,9,3293,鈊象,1330586000.0,1547000.0,855.0,-20.0,1388.0
TPEx,2025-05-19,10,3211,順達,1321465000.0,6313000.0,207.5,2.5,4700.0
TPEx,2025-05-19,11,3324,雙鴻,1314147000.0,2309000.0,560.0,-12.0,2003.0
TPEx,2025-05-19,12,5439,高技,1305311000.0,7240000.0,178.0,-7.5,4686.0
TPEx,2025-05-19,13,00679B,元大美債20年,1276030740.0,49931000.0,25.56,-0.34,11785.0
TPEx,2025-05-19,14,4303,信立,1256202900.0,14779000.0,83.1,-0.1,9079.0
TPEx,2025-05-19,15,6223,旺矽,1227001000.0,1830000.0,660.0,-27.0,1674.0
TPEx,2025-05-19,16,00687B,國泰20年美債,1150611870.0,43434000.0,26.49,-0.38,8981.0
TPEx,2025-05-19,17,4931,新盛力,1040411000.0,11972000.0,85.6,-2.0,7960.0
TPEx,2025-05-19,18,3491,昇達科,925175000.0,2583000.0,352.0,-20.5,2125.0
TPEx,2025-05-19,19,00937B,群益ESG投等債20+,922932860.0,66801000.0,13.82,,11443.0
TPEx,2025-05-19,20,8054,安國,914311000.0,11236000.0,79.8,-2.5,7762.0
TWSE,2025-05-19,1,2330,台積電,21653317847.0,21936885.0,984.0,14.0,68821.0
TWSE,2025-05-19,2,2615,萬海,11919141701.0,107587813.0,112.0,1.0,47574.0
TWSE,2025-05-19,3,2454,聯發科,10048326155.0,7591783.0,1310.0,55.0,25404.0
TWSE,2025-05-19,4,2603,長榮,9750647817.0,37909432.0,254.5,6.0,30349.0
TWSE,2025-05-19,5,2609,陽明,9649051142.0,115578478.0,83.3,0.7,64147.0
TWSE,2025-05-19,6,1503,士電,8356102738.0,43537892.0,193.5,9.5,32790.0
TWSE,2025-05-19,7,2317,鴻海,8302375919.0,53345121.0,154.0,4.0,45200.0
TWSE,2025-05-19,8,3661,世芯-KY,5656899195.0,2134445.0,2605.0,125.0,8911.0
TWSE,2025-05-19,9,6669,緯穎,5625976455.0,2443669.0,2260.0,120.0,8808.0
TWSE,2025-05-19,10,2359,所羅門,5052450917.0,33314828.0,145.5,3.5,23251.0
TWSE,2025-05-19,11,3017,奇鋐,4652599593.0,7709620.0,595.0,6.0,12230.0
