date,tenor,avg_yield,num_bonds_used,bond_names_used,min_remain_years,max_remain_years
2024-01-26,20Y,1.528,2,JGB187(20)|JGB41(30),19.899,19.899
2024-01-26,30Y,1.792,1,JGB81(30),29.9,29.9
2024-01-26,40Y,1.92,1,JGB16(40),39.146,39.146
2024-01-29,2Y,0.054,2,JGB WI(2)-02|JGB456(2),1.925,2.01
2024-01-29,5Y,0.2873,4,JGB107(20)|JGB108(20)|JGB164(5)|JGB353(10),4.893,4.893
2024-01-29,10Y,0.7107,4,JGB WI(10)-02|JGB13(30)|JGB147(20)|JGB373(10),9.892,9.892
2024-01-29,20Y,1.501,2,JGB187(20)|JGB41(30),19.89,19.89
2024-01-29,30Y,1.78,1,JGB81(30),29.892,29.892
2024-01-29,40Y,1.901,1,JGB16(40),39.138,39.138
2024-01-30,2Y,0.064,2,JGB WI(2)-02|JGB456(2),1.922,2.007
2024-01-30,5Y,0.2925,4,JGB107(20)|JGB108(20)|JGB164(5)|JGB353(10),4.89,4.89
2024-01-30,10Y,0.7152,4,JGB WI(10)-02|JGB13(30)|JGB147(20)|JGB373(10),9.889,9.889
2024-01-30,20Y,1.518,2,JGB187(20)|JGB41(30),19.888,19.888
2024-01-30,30Y,1.796,1,JGB81(30),29.889,29.889
2024-01-30,40Y,1.909,1,JGB16(40),39.135,39.135
2024-01-31,2Y,0.0635,2,JGB456(2)|JGB457(2),1.919,2.004
2024-01-31,5Y,0.2772,4,JGB107(20)|JGB108(20)|JGB164(5)|JGB353(10),4.887,4.887
2024-01-31,10Y,0.701,4,JGB WI(10)-02|JGB13(30)|JGB147(20)|JGB373(10),9.886,9.886
2024-01-31,20Y,1.4925,2,JGB187(20)|JGB41(30),19.885,19.885
2024-01-31,30Y,1.772,1,JGB81(30),29.886,29.886
2024-01-31,40Y,1.883,1,JGB16(40),39.132,39.132
2024-02-01,2Y,0.094,1,JGB457(2),2.001,2.001
2024-02-01,5Y,0.297,4,JGB107(20)|JGB108(20)|JGB164(5)|JGB353(10),4.884,4.884
2024-02-01,10Y,0.726,4,JGB WI(10)-02|JGB13(30)|JGB147(20)|JGB373(10),9.884,9.884
2024-02-01,20Y,1.5085,2,JGB187(20)|JGB41(30),19.882,19.882
2024-02-01,30Y,1.789,2,JGB WI(30)-02|JGB81(30),29.884,29.884
2024-02-01,40Y,1.898,1,JGB16(40),39.129,39.129
2024-02-02,2Y,0.084,1,JGB457(2),1.999,1.999
2024-02-02,5Y,0.2705,4,JGB107(20)|JGB108(20)|JGB164(5)|JGB353(10),4.882,4.882
2024-02-02,10Y,0.6863,3,JGB13(30)|JGB147(20)|JGB373(10),9.881,9.881
2024-02-02,20Y,1.4675,2,JGB187(20)|JGB41(30),19.88,19.88
2024-02-02,30Y,1.755,2,JGB WI(30)-02|JGB81(30),29.881,29.881
2024-02-02,40Y,1.872,1,JGB16(40),39.127,39.127
2024-02-05,2Y,0.1,1,JGB457(2),1.99,1.99
2024-02-05,5Y,0.2687,3,JGB109(20)|JGB110(20)|JGB354(10),5.12,5.12
2024-02-05,10Y,0.677,2,JGB14(30)|JGB148(20),10.119,10.119
2024-02-05,20Y,1.443,1,JGB42(30),20.12,20.12
2024-02-05,30Y,1.724,1,JGB7(40),30.119,30.119
2024-02-05,40Y,1.835,1,JGB16(40),39.118,39.118
2024-02-06,2Y,0.11,1,JGB457(2),1.988,1.988
2024-02-06,5Y,0.314,3,JGB109(20)|JGB110(20)|JGB354(10),5.117,5.117
2024-02-06,10Y,0.738,2,JGB14(30)|JGB148(20),10.116,10.116
2024-02-06,20Y,1.493,1,JGB42(30),20.118,20.118
2024-02-06,30Y,1.762,1,JGB7(40),30.116,30.116
2024-02-06,40Y,1.872,1,JGB16(40),39.116,39.116
2024-02-07,2Y,0.105,1,JGB457(2),1.985,1.985
2024-02-07,5Y,0.3133,3,JGB109(20)|JGB110(20)|JGB354(10),5.114,5.114
2024-02-07,10Y,0.7335,2,JGB14(30)|JGB148(20),10.114,10.114
2024-02-07,20Y,1.489,1,JGB42(30),20.115,20.115
2024-02-07,30Y,1.754,1,JGB7(40),30.114,30.114
2024-02-07,40Y,1.872,1,JGB16(40),39.113,39.113
2024-02-08,2Y,0.1,1,JGB457(2),1.982,1.982
2024-02-08,5Y,0.31,3,JGB109(20)|JGB110(20)|JGB354(10),5.112,5.112
2024-02-08,10Y,0.727,2,JGB14(30)|JGB148(20),10.111,10.111
2024-02-08,20Y,1.471,1,JGB42(30),20.112,20.112
2024-02-08,30Y,1.741,1,JGB7(40),30.111,30.111
2024-02-08,40Y,1.854,1,JGB16(40),39.11,39.11
2024-02-09,2Y,0.1,1,JGB457(2),1.979,1.979
2024-02-09,5Y,0.3003,3,JGB109(20)|JGB110(20)|JGB354(10),5.109,5.109
2024-02-09,10Y,0.7175,2,JGB14(30)|JGB148(20),10.108,10.108
2024-02-09,20Y,1.462,1,JGB42(30),20.11,20.11
2024-02-09,30Y,1.74,1,JGB7(40),30.108,30.108
2024-02-09,40Y,1.846,1,JGB16(40),39.107,39.107
2024-02-13,2Y,0.115,1,JGB457(2),1.969,1.969
2024-02-13,5Y,0.3183,3,JGB109(20)|JGB110(20)|JGB354(10),5.098,5.098
2024-02-13,10Y,0.7435,2,JGB14(30)|JGB148(20),10.097,10.097
2024-02-13,20Y,1.494,1,JGB42(30),20.099,20.099
2024-02-13,30Y,1.759,1,JGB7(40),30.097,30.097
2024-02-13,40Y,1.857,1,JGB16(40),39.097,39.097
2024-02-14,2Y,0.125,1,JGB457(2),1.966,1.966
2024-02-14,5Y,0.3277,3,JGB109(20)|JGB110(20)|JGB354(10),5.095,5.095
2024-02-14,10Y,0.743,2,JGB14(30)|JGB148(20),10.094,10.094
2024-02-14,20Y,1.494,1,JGB42(30),20.096,20.096
2024-02-14,30Y,1.759,1,JGB7(40),30.094,30.094
2024-02-14,40Y,1.861,1,JGB16(40),39.094,39.094
2024-02-15,2Y,0.14,1,JGB457(2),1.963,1.963
2024-02-15,5Y,0.3573,3,JGB109(20)|JGB110(20)|JGB354(10),5.092,5.092
2024-02-15,10Y,0.7725,2,JGB14(30)|JGB148(20),10.092,10.092
2024-02-15,20Y,1.512,1,JGB42(30),20.093,20.093
2024-02-15,30Y,1.775,1,JGB7(40),30.092,30.092
2024-02-15,40Y,1.876,1,JGB16(40),39.091,39.091
2024-02-16,2Y,0.135,1,JGB457(2),1.96,1.96
2024-02-16,5Y,0.3263,3,JGB109(20)|JGB110(20)|JGB354(10),5.09,5.09
2024-02-16,10Y,0.7435,2,JGB14(30)|JGB148(20),10.089,10.089
2024-02-16,20Y,1.507,1,JGB42(30),20.09,20.09
2024-02-16,30Y,1.77,1,JGB7(40),30.089,30.089
2024-02-16,40Y,1.876,1,JGB16(40),39.088,39.088
2024-02-19,2Y,0.1248,6,JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.952,2.081
2024-02-19,5Y,0.3417,3,JGB109(20)|JGB110(20)|JGB354(10),5.081,5.081
2024-02-19,10Y,0.7435,2,JGB14(30)|JGB148(20),10.081,10.081
2024-02-19,20Y,1.494,1,JGB42(30),20.082,20.082
2024-02-19,30Y,1.751,1,JGB7(40),30.081,30.081
2024-02-19,40Y,1.85,1,JGB16(40),39.08,39.08
2024-02-20,2Y,0.1305,6,JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.949,2.078
2024-02-20,5Y,0.3423,3,JGB109(20)|JGB110(20)|JGB354(10),5.079,5.079
2024-02-20,10Y,0.743,2,JGB14(30)|JGB148(20),10.078,10.078
2024-02-20,20Y,1.494,1,JGB42(30),20.079,20.079
2024-02-20,30Y,1.746,1,JGB7(40),30.078,30.078
2024-02-20,40Y,1.843,1,JGB16(40),39.077,39.077
2024-02-21,2Y,0.1308,6,JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.947,2.075
2024-02-21,5Y,0.347,3,JGB109(20)|JGB110(20)|JGB354(10),5.076,5.076
2024-02-21,10Y,0.7435,2,JGB14(30)|JGB148(20),10.075,10.075
2024-02-21,20Y,1.475,1,JGB42(30),20.077,20.077
2024-02-21,30Y,1.721,1,JGB7(40),30.075,30.075
2024-02-21,40Y,1.817,1,JGB16(40),39.075,39.075
2024-02-22,2Y,0.1377,6,JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.944,2.073
2024-02-22,5Y,0.3563,3,JGB109(20)|JGB110(20)|JGB354(10),5.073,5.073
2024-02-22,10Y,0.737,2,JGB14(30)|JGB148(20),10.073,10.073
2024-02-22,20Y,1.461,1,JGB42(30),20.074,20.074
2024-02-22,30Y,1.7,1,JGB7(40),30.073,30.073
2024-02-22,40Y,1.798,1,JGB16(40),39.072,39.072
2024-02-26,2Y,0.1513,7,JGB WI(2)-03|JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.933,2.062
2024-02-26,5Y,0.3577,3,JGB109(20)|JGB110(20)|JGB354(10),5.062,5.062
2024-02-26,10Y,0.731,2,JGB14(30)|JGB148(20),10.062,10.062
2024-02-26,20Y,1.443,1,JGB42(30),20.063,20.063
2024-02-26,30Y,1.695,1,JGB7(40),30.062,30.062
2024-02-26,40Y,1.797,1,JGB16(40),39.061,39.061
2024-02-27,2Y,0.1517,7,JGB WI(2)-03|JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.93,2.059
2024-02-27,5Y,0.3413,3,JGB109(20)|JGB110(20)|JGB354(10),5.06,5.06
2024-02-27,10Y,0.7025,2,JGB14(30)|JGB148(20),10.059,10.059
2024-02-27,20Y,1.411,1,JGB42(30),20.06,20.06
2024-02-27,30Y,1.661,1,JGB7(40),30.059,30.059
2024-02-27,40Y,1.768,1,JGB16(40),39.058,39.058
2024-02-28,2Y,0.1643,7,JGB WI(2)-03|JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.927,2.056
2024-02-28,5Y,0.3437,3,JGB109(20)|JGB110(20)|JGB354(10),5.057,5.057
2024-02-28,10Y,0.7065,2,JGB14(30)|JGB148(20),10.056,10.056
2024-02-28,20Y,1.42,1,JGB42(30),20.057,20.057
2024-02-28,30Y,1.67,1,JGB7(40),30.056,30.056
2024-02-28,40Y,1.775,1,JGB16(40),39.055,39.055
2024-02-29,2Y,0.1633,7,JGB WI(2)-03|JGB147(5)|JGB342(10)|JGB457(2)|JGB85(20)|JGB86(20)|JGB87(20),1.925,2.053
2024-02-29,5Y,0.3423,3,JGB109(20)|JGB110(20)|JGB354(10),5.054,5.054
2024-02-29,10Y,0.7175,2,JGB14(30)|JGB148(20),10.053,10.053
2024-02-29,20Y,1.439,1,JGB42(30),20.055,20.055
2024-02-29,30Y,1.703,1,JGB7(40),30.053,30.053
2024-02-29,40Y,1.805,1,JGB16(40),39.053,39.053
2024-03-01,2Y,0.1794,7,JGB147(5)|JGB342(10)|JGB457(2)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.922,2.051
2024-03-01,5Y,0.3677,3,JGB109(20)|JGB110(20)|JGB354(10),5.051,5.051
2024-03-01,10Y,0.733,2,JGB14(30)|JGB148(20),10.051,10.051
2024-03-01,20Y,1.453,1,JGB42(30),20.052,20.052
2024-03-01,30Y,1.729,1,JGB7(40),30.051,30.051
2024-03-01,40Y,1.835,1,JGB16(40),39.05,39.05
2024-03-04,2Y,0.1743,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.99,2.042
2024-03-04,5Y,0.372,3,JGB109(20)|JGB110(20)|JGB354(10),5.043,5.043
2024-03-04,10Y,0.732,2,JGB14(30)|JGB148(20),10.042,10.042
2024-03-04,20Y,1.443,1,JGB42(30),20.044,20.044
2024-03-04,30Y,1.717,1,JGB7(40),30.042,30.042
2024-03-04,40Y,1.824,1,JGB16(40),39.042,39.042
2024-03-05,2Y,0.1695,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.988,2.04
2024-03-05,5Y,0.3647,3,JGB109(20)|JGB110(20)|JGB354(10),5.04,5.04
2024-03-05,10Y,0.728,2,JGB14(30)|JGB148(20),10.04,10.04
2024-03-05,20Y,1.457,1,JGB42(30),20.041,20.041
2024-03-05,30Y,1.737,1,JGB7(40),30.04,30.04
2024-03-05,40Y,1.847,1,JGB16(40),39.039,39.039
2024-03-06,2Y,0.17,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.985,2.037
2024-03-06,5Y,0.3527,3,JGB109(20)|JGB110(20)|JGB354(10),5.038,5.038
2024-03-06,10Y,0.7175,2,JGB14(30)|JGB148(20),10.037,10.037
2024-03-06,20Y,1.448,1,JGB42(30),20.038,20.038
2024-03-06,30Y,1.733,1,JGB7(40),30.037,30.037
2024-03-06,40Y,1.847,1,JGB16(40),39.036,39.036
2024-03-07,2Y,0.18,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.982,2.034
2024-03-07,5Y,0.3683,3,JGB109(20)|JGB110(20)|JGB354(10),5.035,5.035
2024-03-07,10Y,0.7275,2,JGB14(30)|JGB148(20),10.034,10.034
2024-03-07,20Y,1.448,1,JGB42(30),20.036,20.036
2024-03-07,30Y,1.725,1,JGB7(40),30.034,30.034
2024-03-07,40Y,1.843,1,JGB16(40),39.034,39.034
2024-03-08,2Y,0.1852,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.979,2.031
2024-03-08,5Y,0.378,3,JGB109(20)|JGB110(20)|JGB354(10),5.032,5.032
2024-03-08,10Y,0.743,2,JGB14(30)|JGB148(20),10.031,10.031
2024-03-08,20Y,1.466,1,JGB42(30),20.033,20.033
2024-03-08,30Y,1.733,1,JGB7(40),30.031,30.031
2024-03-08,40Y,1.856,1,JGB16(40),39.031,39.031
2024-03-11,2Y,0.1922,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.971,2.023
2024-03-11,5Y,0.3787,3,JGB109(20)|JGB110(20)|JGB354(10),5.024,5.024
2024-03-11,10Y,0.7485,2,JGB14(30)|JGB148(20),10.023,10.023
2024-03-11,20Y,1.485,1,JGB42(30),20.025,20.025
2024-03-11,30Y,1.754,1,JGB7(40),30.023,30.023
2024-03-11,40Y,1.872,1,JGB16(40),39.023,39.023
2024-03-12,2Y,0.1915,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.969,2.021
2024-03-12,5Y,0.378,3,JGB109(20)|JGB110(20)|JGB354(10),5.021,5.021
2024-03-12,10Y,0.779,2,JGB14(30)|JGB148(20),10.021,10.021
2024-03-12,20Y,1.52,1,JGB42(30),20.022,20.022
2024-03-12,30Y,1.78,1,JGB7(40),30.021,30.021
2024-03-12,40Y,1.898,1,JGB16(40),39.02,39.02
2024-03-13,2Y,0.1912,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.966,2.018
2024-03-13,5Y,0.378,3,JGB109(20)|JGB110(20)|JGB354(10),5.018,5.018
2024-03-13,10Y,0.7835,2,JGB14(30)|JGB148(20),10.018,10.018
2024-03-13,20Y,1.517,1,JGB42(30),20.019,20.019
2024-03-13,30Y,1.784,1,JGB7(40),30.018,30.018
2024-03-13,40Y,1.906,1,JGB16(40),39.017,39.017
2024-03-14,2Y,0.1838,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.963,2.015
2024-03-14,5Y,0.373,3,JGB109(20)|JGB110(20)|JGB354(10),5.016,5.016
2024-03-14,10Y,0.7735,2,JGB14(30)|JGB148(20),10.015,10.015
2024-03-14,20Y,1.503,1,JGB42(30),20.016,20.016
2024-03-14,30Y,1.771,1,JGB7(40),30.015,30.015
2024-03-14,40Y,1.891,1,JGB16(40),39.014,39.014
2024-03-15,2Y,0.1842,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.96,2.012
2024-03-15,5Y,0.3777,3,JGB109(20)|JGB110(20)|JGB354(10),5.013,5.013
2024-03-15,10Y,0.794,2,JGB14(30)|JGB148(20),10.012,10.012
2024-03-15,20Y,1.53,1,JGB42(30),20.014,20.014
2024-03-15,30Y,1.796,1,JGB7(40),30.012,30.012
2024-03-15,40Y,1.913,1,JGB16(40),39.012,39.012
2024-03-18,2Y,0.178,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.952,2.004
2024-03-18,5Y,0.3887,3,JGB109(20)|JGB110(20)|JGB354(10),5.005,5.005
2024-03-18,10Y,0.804,2,JGB14(30)|JGB148(20),10.004,10.004
2024-03-18,20Y,1.539,1,JGB42(30),20.005,20.005
2024-03-18,30Y,1.809,1,JGB7(40),30.004,30.004
2024-03-18,40Y,1.927,1,JGB16(40),39.003,39.003
2024-03-19,2Y,0.1725,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.949,2.001
2024-03-19,5Y,0.3733,3,JGB109(20)|JGB110(20)|JGB354(10),5.002,5.002
2024-03-19,10Y,0.7735,2,JGB14(30)|JGB148(20),10.001,10.001
2024-03-19,20Y,1.512,1,JGB42(30),20.003,20.003
2024-03-19,30Y,1.775,1,JGB7(40),30.001,30.001
2024-03-19,40Y,1.898,1,JGB16(40),39.001,39.001
2024-03-21,2Y,0.1613,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.944,1.996
2024-03-21,5Y,0.3587,3,JGB109(20)|JGB110(20)|JGB354(10),4.997,4.997
2024-03-21,10Y,0.7435,2,JGB14(30)|JGB148(20),9.996,9.996
2024-03-21,20Y,1.488,1,JGB42(30),19.997,19.997
2024-03-21,30Y,1.766,1,JGB7(40),29.996,29.996
2024-03-21,40Y,1.894,2,JGB WI(40)-03|JGB16(40),38.995,38.995
2024-03-22,2Y,0.187,6,JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.941,1.993
2024-03-22,5Y,0.388,3,JGB109(20)|JGB110(20)|JGB354(10),4.994,4.994
2024-03-22,10Y,0.7585,2,JGB14(30)|JGB148(20),9.993,9.993
2024-03-22,20Y,1.493,1,JGB42(30),19.995,19.995
2024-03-22,30Y,1.767,1,JGB7(40),29.993,29.993
2024-03-22,40Y,1.8945,2,JGB WI(40)-03|JGB16(40),38.992,38.992
2024-03-25,2Y,0.1974,7,JGB WI(2)-04|JGB147(5)|JGB342(10)|JGB458(2)|JGB85(20)|JGB86(20)|JGB87(20),1.933,2.018
2024-03-25,5Y,0.398,3,JGB109(20)|JGB110(20)|JGB354(10),4.986,4.986
2024-03-25,10Y,0.758,2,JGB14(30)|JGB148(20),9.985,9.985
2024-03-25,20Y,1.493,1,JGB42(30),19.986,19.986
2024-03-25,30Y,1.775,1,JGB7(40),29.985,29.985
2024-03-25,40Y,1.9045,2,JGB WI(40)-03|JGB16(40),38.984,38.984
