date,tenor,yield
2023-02-07,20Y,3.87
2023-02-07,30Y,3.72
2023-02-08,1Y,4.87
2023-02-08,2Y,4.45
2023-02-08,5Y,3.82
2023-02-08,10Y,3.63
2023-02-08,20Y,3.86
2023-02-08,30Y,3.7
2023-02-09,1Y,4.88
2023-02-09,2Y,4.48
2023-02-09,5Y,3.87
2023-02-09,10Y,3.67
2023-02-09,20Y,3.9
2023-02-09,30Y,3.75
2023-02-10,1Y,4.89
2023-02-10,2Y,4.5
2023-02-10,5Y,3.93
2023-02-10,10Y,3.74
2023-02-10,20Y,3.96
2023-02-10,30Y,3.83
2023-02-13,1Y,4.91
2023-02-13,2Y,4.52
2023-02-13,5Y,3.93
2023-02-13,10Y,3.72
2023-02-13,20Y,3.92
2023-02-13,30Y,3.79
2023-02-14,1Y,4.99
2023-02-14,2Y,4.6
2023-02-14,5Y,4.0
2023-02-14,10Y,3.77
2023-02-14,20Y,3.94
2023-02-14,30Y,3.81
2023-02-15,1Y,4.96
2023-02-15,2Y,4.62
2023-02-15,5Y,4.04
2023-02-15,10Y,3.81
2023-02-15,20Y,3.97
2023-02-15,30Y,3.85
2023-02-16,1Y,4.99
2023-02-16,2Y,4.62
2023-02-16,5Y,4.06
2023-02-16,10Y,3.86
2023-02-16,20Y,4.05
2023-02-16,30Y,3.92
2023-02-17,1Y,5.0
2023-02-17,2Y,4.6
2023-02-17,5Y,4.03
2023-02-17,10Y,3.82
2023-02-17,20Y,4.01
2023-02-17,30Y,3.88
2023-02-21,1Y,5.07
2023-02-21,2Y,4.67
2023-02-21,5Y,4.16
2023-02-21,10Y,3.95
2023-02-21,20Y,4.12
2023-02-21,30Y,3.98
2023-02-22,1Y,5.07
2023-02-22,2Y,4.66
2023-02-22,5Y,4.13
2023-02-22,10Y,3.93
2023-02-22,20Y,4.09
2023-02-22,30Y,3.94
2023-02-23,1Y,5.03
2023-02-23,2Y,4.66
2023-02-23,5Y,4.09
2023-02-23,10Y,3.88
2023-02-23,20Y,4.04
2023-02-23,30Y,3.88
2023-02-24,1Y,5.05
2023-02-24,2Y,4.78
2023-02-24,5Y,4.19
2023-02-24,10Y,3.95
2023-02-24,20Y,4.11
2023-02-24,30Y,3.93
2023-02-27,1Y,5.03
2023-02-27,2Y,4.78
2023-02-27,5Y,4.17
2023-02-27,10Y,3.92
2023-02-27,20Y,4.11
2023-02-27,30Y,3.93
2023-02-28,1Y,5.02
2023-02-28,2Y,4.81
2023-02-28,5Y,4.18
2023-02-28,10Y,3.92
2023-02-28,20Y,4.1
2023-02-28,30Y,3.93
2023-03-01,1Y,5.06
2023-03-01,2Y,4.89
2023-03-01,5Y,4.27
2023-03-01,10Y,4.01
2023-03-01,20Y,4.17
2023-03-01,30Y,3.97
2023-03-02,1Y,5.04
2023-03-02,2Y,4.89
2023-03-02,5Y,4.32
2023-03-02,10Y,4.08
2023-03-02,20Y,4.24
2023-03-02,30Y,4.03
2023-03-03,1Y,5.03
2023-03-03,2Y,4.86
2023-03-03,5Y,4.26
2023-03-03,10Y,3.97
2023-03-03,20Y,4.12
2023-03-03,30Y,3.9
2023-03-06,1Y,5.05
2023-03-06,2Y,4.89
2023-03-06,5Y,4.27
2023-03-06,10Y,3.98
2023-03-06,20Y,4.14
2023-03-06,30Y,3.92
2023-03-07,1Y,5.22
2023-03-07,2Y,5.0
2023-03-07,5Y,4.31
2023-03-07,10Y,3.97
2023-03-07,20Y,4.11
2023-03-07,30Y,3.88
2023-03-08,1Y,5.25
2023-03-08,2Y,5.05
2023-03-08,5Y,4.34
2023-03-08,10Y,3.98
2023-03-08,20Y,4.11
2023-03-08,30Y,3.88
2023-03-09,1Y,5.18
2023-03-09,2Y,4.9
2023-03-09,5Y,4.22
2023-03-09,10Y,3.93
2023-03-09,20Y,4.09
2023-03-09,30Y,3.88
2023-03-10,1Y,4.9
2023-03-10,2Y,4.6
2023-03-10,5Y,3.96
2023-03-10,10Y,3.7
2023-03-10,20Y,3.9
2023-03-10,30Y,3.7
2023-03-13,1Y,4.3
2023-03-13,2Y,4.03
2023-03-13,5Y,3.68
2023-03-13,10Y,3.55
2023-03-13,20Y,3.85
2023-03-13,30Y,3.7
2023-03-14,1Y,4.45
2023-03-14,2Y,4.2
2023-03-14,5Y,3.78
2023-03-14,10Y,3.64
2023-03-14,20Y,3.91
2023-03-14,30Y,3.77
2023-03-15,1Y,4.19
2023-03-15,2Y,3.93
2023-03-15,5Y,3.59
2023-03-15,10Y,3.51
2023-03-15,20Y,3.82
2023-03-15,30Y,3.7
2023-03-16,1Y,4.49
2023-03-16,2Y,4.14
2023-03-16,5Y,3.72
2023-03-16,10Y,3.56
2023-03-16,20Y,3.87
2023-03-16,30Y,3.71
2023-03-17,1Y,4.26
2023-03-17,2Y,3.81
2023-03-17,5Y,3.44
2023-03-17,10Y,3.39
2023-03-17,20Y,3.76
2023-03-17,30Y,3.6
2023-03-20,1Y,4.34
2023-03-20,2Y,3.92
2023-03-20,5Y,3.56
2023-03-20,10Y,3.47
2023-03-20,20Y,3.83
2023-03-20,30Y,3.65
2023-03-21,1Y,4.68
2023-03-21,2Y,4.17
2023-03-21,5Y,3.73
2023-03-21,10Y,3.59
2023-03-21,20Y,3.9
2023-03-21,30Y,3.73
2023-03-22,1Y,4.56
2023-03-22,2Y,3.96
2023-03-22,5Y,3.54
2023-03-22,10Y,3.48
2023-03-22,20Y,3.83
2023-03-22,30Y,3.68
2023-03-23,1Y,4.38
2023-03-23,2Y,3.76
2023-03-23,5Y,3.39
2023-03-23,10Y,3.38
2023-03-23,20Y,3.78
2023-03-23,30Y,3.66
2023-03-24,1Y,4.32
2023-03-24,2Y,3.76
2023-03-24,5Y,3.41
2023-03-24,10Y,3.38
2023-03-24,20Y,3.77
2023-03-24,30Y,3.64
2023-03-27,1Y,4.51
2023-03-27,2Y,3.94
2023-03-27,5Y,3.59
2023-03-27,10Y,3.53
2023-03-27,20Y,3.9
2023-03-27,30Y,3.77
2023-03-28,1Y,4.55
2023-03-28,2Y,4.02
2023-03-28,5Y,3.63
2023-03-28,10Y,3.55
2023-03-28,20Y,3.9
2023-03-28,30Y,3.77
2023-03-29,1Y,4.59
2023-03-29,2Y,4.08
2023-03-29,5Y,3.67
2023-03-29,10Y,3.57
2023-03-29,20Y,3.91
2023-03-29,30Y,3.78
2023-03-30,1Y,4.63
2023-03-30,2Y,4.1
2023-03-30,5Y,3.66
2023-03-30,10Y,3.55
2023-03-30,20Y,3.88
2023-03-30,30Y,3.74
2023-03-31,1Y,4.64
2023-03-31,2Y,4.06
2023-03-31,5Y,3.6
2023-03-31,10Y,3.48
2023-03-31,20Y,3.81
2023-03-31,30Y,3.67
2023-04-03,1Y,4.6
2023-04-03,2Y,3.97
2023-04-03,5Y,3.52
2023-04-03,10Y,3.43
2023-04-03,20Y,3.78
2023-04-03,30Y,3.64
2023-04-04,1Y,4.5
2023-04-04,2Y,3.84
2023-04-04,5Y,3.39
2023-04-04,10Y,3.35
2023-04-04,20Y,3.72
2023-04-04,30Y,3.6
2023-04-05,1Y,4.43
2023-04-05,2Y,3.79
2023-04-05,5Y,3.36
2023-04-05,10Y,3.3
2023-04-05,20Y,3.67
2023-04-05,30Y,3.56
2023-04-06,1Y,4.51
2023-04-06,2Y,3.82
2023-04-06,5Y,3.37
2023-04-06,10Y,3.3
2023-04-06,20Y,3.66
2023-04-06,30Y,3.54
2023-04-07,1Y,4.61
2023-04-07,2Y,3.97
2023-04-07,5Y,3.49
2023-04-07,10Y,3.39
2023-04-07,20Y,3.73
2023-04-07,30Y,3.61
2023-04-10,1Y,4.65
2023-04-10,2Y,4.0
2023-04-10,5Y,3.52
2023-04-10,10Y,3.41
2023-04-10,20Y,3.74
2023-04-10,30Y,3.62
2023-04-11,1Y,4.67
2023-04-11,2Y,4.03
2023-04-11,5Y,3.54
2023-04-11,10Y,3.43
2023-04-11,20Y,3.75
2023-04-11,30Y,3.62
2023-04-12,1Y,4.64
2023-04-12,2Y,3.95
2023-04-12,5Y,3.46
2023-04-12,10Y,3.41
2023-04-12,20Y,3.75
2023-04-12,30Y,3.64
2023-04-13,1Y,4.66
2023-04-13,2Y,3.96
2023-04-13,5Y,3.51
2023-04-13,10Y,3.45
2023-04-13,20Y,3.8
2023-04-13,30Y,3.69
2023-04-14,1Y,4.77
2023-04-14,2Y,4.08
2023-04-14,5Y,3.6
2023-04-14,10Y,3.52
2023-04-14,20Y,3.85
2023-04-14,30Y,3.74
2023-04-17,1Y,4.8
2023-04-17,2Y,4.18
2023-04-17,5Y,3.69
2023-04-17,10Y,3.6
2023-04-17,20Y,3.92
2023-04-17,30Y,3.81
2023-04-18,1Y,4.81
2023-04-18,2Y,4.19
2023-04-18,5Y,3.69
2023-04-18,10Y,3.58
2023-04-18,20Y,3.91
2023-04-18,30Y,3.79
2023-04-19,1Y,4.84
2023-04-19,2Y,4.24
2023-04-19,5Y,3.71
2023-04-19,10Y,3.6
2023-04-19,20Y,3.9
2023-04-19,30Y,3.79
2023-04-20,1Y,4.77
2023-04-20,2Y,4.14
2023-04-20,5Y,3.63
2023-04-20,10Y,3.54
2023-04-20,20Y,3.87
2023-04-20,30Y,3.75
2023-04-21,1Y,4.78
2023-04-21,2Y,4.17
2023-04-21,5Y,3.66
2023-04-21,10Y,3.57
2023-04-21,20Y,3.9
2023-04-21,30Y,3.78
2023-04-24,1Y,4.76
2023-04-24,2Y,4.12
2023-04-24,5Y,3.6
2023-04-24,10Y,3.52
2023-04-24,20Y,3.85
2023-04-24,30Y,3.73
2023-04-25,1Y,4.6
2023-04-25,2Y,3.86
2023-04-25,5Y,3.43
2023-04-25,10Y,3.4
2023-04-25,20Y,3.77
2023-04-25,30Y,3.65
2023-04-26,1Y,4.64
2023-04-26,2Y,3.9
2023-04-26,5Y,3.46
2023-04-26,10Y,3.43
2023-04-26,20Y,3.81
2023-04-26,30Y,3.7
2023-04-27,1Y,4.78
2023-04-27,2Y,4.07
2023-04-27,5Y,3.6
2023-04-27,10Y,3.53
2023-04-27,20Y,3.88
2023-04-27,30Y,3.76
2023-04-28,1Y,4.8
2023-04-28,2Y,4.04
2023-04-28,5Y,3.51
2023-04-28,10Y,3.44
2023-04-28,20Y,3.8
2023-04-28,30Y,3.67
2023-05-01,1Y,4.86
2023-05-01,2Y,4.14
2023-05-01,5Y,3.64
2023-05-01,10Y,3.59
2023-05-01,20Y,3.95
2023-05-01,30Y,3.84
2023-05-02,1Y,4.74
2023-05-02,2Y,3.97
2023-05-02,5Y,3.46
2023-05-02,10Y,3.44
2023-05-02,20Y,3.82
2023-05-02,30Y,3.72
2023-05-03,1Y,4.7
2023-05-03,2Y,3.89
2023-05-03,5Y,3.37
2023-05-03,10Y,3.38
2023-05-03,20Y,3.79
2023-05-03,30Y,3.7
2023-05-04,1Y,4.59
2023-05-04,2Y,3.75
2023-05-04,5Y,3.29
2023-05-04,10Y,3.37
2023-05-04,20Y,3.8
2023-05-04,30Y,3.73
2023-05-05,1Y,4.73
2023-05-05,2Y,3.92
2023-05-05,5Y,3.41
2023-05-05,10Y,3.44
2023-05-05,20Y,3.85
2023-05-05,30Y,3.76
2023-05-08,1Y,4.79
2023-05-08,2Y,4.0
2023-05-08,5Y,3.49
2023-05-08,10Y,3.52
2023-05-08,20Y,3.92
2023-05-08,30Y,3.84
2023-05-09,1Y,4.81
2023-05-09,2Y,4.01
2023-05-09,5Y,3.51
2023-05-09,10Y,3.53
2023-05-09,20Y,3.94
2023-05-09,30Y,3.85
2023-05-10,1Y,4.7
2023-05-10,2Y,3.9
2023-05-10,5Y,3.37
2023-05-10,10Y,3.43
2023-05-10,20Y,3.88
2023-05-10,30Y,3.8
2023-05-11,1Y,4.7
2023-05-11,2Y,3.89
2023-05-11,5Y,3.36
2023-05-11,10Y,3.39
2023-05-11,20Y,3.82
2023-05-11,30Y,3.73
2023-05-12,1Y,4.75
2023-05-12,2Y,3.98
2023-05-12,5Y,3.45
2023-05-12,10Y,3.46
2023-05-12,20Y,3.87
2023-05-12,30Y,3.78
2023-05-15,1Y,4.73
2023-05-15,2Y,3.99
2023-05-15,5Y,3.46
2023-05-15,10Y,3.5
2023-05-15,20Y,3.92
2023-05-15,30Y,3.84
2023-05-16,1Y,4.88
2023-05-16,2Y,4.06
2023-05-16,5Y,3.52
2023-05-16,10Y,3.54
2023-05-16,20Y,3.96
2023-05-16,30Y,3.87
2023-05-17,1Y,4.92
2023-05-17,2Y,4.12
2023-05-17,5Y,3.58
2023-05-17,10Y,3.57
2023-05-17,20Y,3.96
2023-05-17,30Y,3.88
2023-05-18,1Y,5.02
2023-05-18,2Y,4.24
2023-05-18,5Y,3.69
2023-05-18,10Y,3.65
2023-05-18,20Y,4.02
2023-05-18,30Y,3.91
2023-05-19,1Y,5.02
2023-05-19,2Y,4.28
2023-05-19,5Y,3.76
2023-05-19,10Y,3.7
2023-05-19,20Y,4.07
2023-05-19,30Y,3.95
2023-05-22,1Y,5.07
2023-05-22,2Y,4.29
2023-05-22,5Y,3.77
2023-05-22,10Y,3.72
2023-05-22,20Y,4.09
2023-05-22,30Y,3.97
2023-05-23,1Y,5.06
2023-05-23,2Y,4.26
2023-05-23,5Y,3.76
2023-05-23,10Y,3.7
2023-05-23,20Y,4.08
2023-05-23,30Y,3.96
2023-05-24,1Y,5.12
2023-05-24,2Y,4.31
2023-05-24,5Y,3.75
2023-05-24,10Y,3.73
2023-05-24,20Y,4.1
2023-05-24,30Y,3.97
2023-05-25,1Y,5.24
2023-05-25,2Y,4.5
2023-05-25,5Y,3.9
2023-05-25,10Y,3.83
2023-05-25,20Y,4.16
2023-05-25,30Y,4.01
2023-05-26,1Y,5.25
2023-05-26,2Y,4.54
2023-05-26,5Y,3.92
2023-05-26,10Y,3.8
2023-05-26,20Y,4.13
2023-05-26,30Y,3.96
2023-05-30,1Y,5.22
2023-05-30,2Y,4.46
2023-05-30,5Y,3.81
2023-05-30,10Y,3.69
2023-05-30,20Y,4.06
2023-05-30,30Y,3.9
2023-05-31,1Y,5.18
2023-05-31,2Y,4.4
2023-05-31,5Y,3.74
2023-05-31,10Y,3.64
2023-05-31,20Y,4.01
2023-05-31,30Y,3.85
2023-06-01,1Y,5.11
2023-06-01,2Y,4.33
2023-06-01,5Y,3.7
2023-06-01,10Y,3.61
2023-06-01,20Y,3.98
2023-06-01,30Y,3.84
2023-06-02,1Y,5.22
2023-06-02,2Y,4.5
2023-06-02,5Y,3.84
2023-06-02,10Y,3.69
2023-06-02,20Y,4.03
2023-06-02,30Y,3.88
2023-06-05,1Y,5.17
2023-06-05,2Y,4.46
2023-06-05,5Y,3.82
2023-06-05,10Y,3.69
2023-06-05,20Y,4.03
2023-06-05,30Y,3.89
2023-06-06,1Y,5.2
2023-06-06,2Y,4.51
2023-06-06,5Y,3.85
2023-06-06,10Y,3.7
2023-06-06,20Y,4.02
2023-06-06,30Y,3.87
2023-06-07,1Y,5.16
2023-06-07,2Y,4.56
2023-06-07,5Y,3.93
2023-06-07,10Y,3.79
2023-06-07,20Y,4.12
2023-06-07,30Y,3.95
2023-06-08,1Y,5.12
2023-06-08,2Y,4.52
2023-06-08,5Y,3.87
2023-06-08,10Y,3.73
2023-06-08,20Y,4.05
2023-06-08,30Y,3.89
2023-06-09,1Y,5.17
2023-06-09,2Y,4.59
2023-06-09,5Y,3.92
2023-06-09,10Y,3.75
2023-06-09,20Y,4.05
2023-06-09,30Y,3.89
2023-06-12,1Y,5.18
2023-06-12,2Y,4.55
2023-06-12,5Y,3.89
2023-06-12,10Y,3.73
2023-06-12,20Y,4.04
2023-06-12,30Y,3.87
2023-06-13,1Y,5.26
2023-06-13,2Y,4.67
2023-06-13,5Y,4.01
2023-06-13,10Y,3.84
2023-06-13,20Y,4.12
2023-06-13,30Y,3.94
2023-06-14,1Y,5.27
2023-06-14,2Y,4.74
2023-06-14,5Y,4.06
2023-06-14,10Y,3.83
2023-06-14,20Y,4.09
2023-06-14,30Y,3.9
2023-06-15,1Y,5.21
2023-06-15,2Y,4.62
2023-06-15,5Y,3.91
2023-06-15,10Y,3.72
2023-06-15,20Y,4.02
2023-06-15,30Y,3.85
2023-06-16,1Y,5.24
2023-06-16,2Y,4.7
2023-06-16,5Y,3.99
2023-06-16,10Y,3.77
2023-06-16,20Y,4.05
2023-06-16,30Y,3.86
2023-06-20,1Y,5.24
2023-06-20,2Y,4.68
2023-06-20,5Y,3.96
2023-06-20,10Y,3.74
2023-06-20,20Y,4.01
2023-06-20,30Y,3.83
2023-06-21,1Y,5.25
2023-06-21,2Y,4.68
2023-06-21,5Y,3.95
2023-06-21,10Y,3.72
2023-06-21,20Y,3.99
2023-06-21,30Y,3.81
2023-06-22,1Y,5.29
2023-06-22,2Y,4.77
2023-06-22,5Y,4.03
2023-06-22,10Y,3.8
2023-06-22,20Y,4.06
2023-06-22,30Y,3.88
2023-06-23,1Y,5.25
2023-06-23,2Y,4.71
2023-06-23,5Y,3.99
2023-06-23,10Y,3.74
2023-06-23,20Y,4.01
2023-06-23,30Y,3.82
2023-06-26,1Y,5.27
2023-06-26,2Y,4.65
2023-06-26,5Y,3.96
2023-06-26,10Y,3.72
2023-06-26,20Y,4.01
2023-06-26,30Y,3.83
2023-06-27,1Y,5.33
2023-06-27,2Y,4.74
2023-06-27,5Y,4.02
2023-06-27,10Y,3.77
2023-06-27,20Y,4.03
2023-06-27,30Y,3.84
2023-06-28,1Y,5.32
2023-06-28,2Y,4.71
2023-06-28,5Y,3.97
2023-06-28,10Y,3.71
2023-06-28,20Y,4.0
2023-06-28,30Y,3.81
2023-06-29,1Y,5.41
2023-06-29,2Y,4.87
2023-06-29,5Y,4.14
2023-06-29,10Y,3.85
2023-06-29,20Y,4.11
2023-06-29,30Y,3.92
2023-06-30,1Y,5.4
2023-06-30,2Y,4.87
2023-06-30,5Y,4.13
2023-06-30,10Y,3.81
2023-06-30,20Y,4.06
2023-06-30,30Y,3.85
2023-07-03,1Y,5.43
2023-07-03,2Y,4.94
2023-07-03,5Y,4.19
2023-07-03,10Y,3.86
2023-07-03,20Y,4.08
2023-07-03,30Y,3.87
2023-07-05,1Y,5.4
2023-07-05,2Y,4.94
2023-07-05,5Y,4.25
2023-07-05,10Y,3.95
2023-07-05,20Y,4.17
2023-07-05,30Y,3.95
2023-07-06,1Y,5.44
2023-07-06,2Y,4.99
2023-07-06,5Y,4.37
2023-07-06,10Y,4.05
2023-07-06,20Y,4.23
2023-07-06,30Y,4.01
2023-07-07,1Y,5.41
2023-07-07,2Y,4.94
2023-07-07,5Y,4.35
2023-07-07,10Y,4.06
2023-07-07,20Y,4.27
2023-07-07,30Y,4.05
2023-07-10,1Y,5.38
2023-07-10,2Y,4.85
2023-07-10,5Y,4.25
2023-07-10,10Y,4.01
2023-07-10,20Y,4.24
2023-07-10,30Y,4.05
2023-07-11,1Y,5.44
2023-07-11,2Y,4.88
2023-07-11,5Y,4.24
2023-07-11,10Y,3.99
2023-07-11,20Y,4.22
2023-07-11,30Y,4.03
2023-07-12,1Y,5.35
2023-07-12,2Y,4.72
2023-07-12,5Y,4.07
2023-07-12,10Y,3.86
2023-07-12,20Y,4.14
2023-07-12,30Y,3.96
2023-07-13,1Y,5.27
2023-07-13,2Y,4.59
2023-07-13,5Y,3.93
2023-07-13,10Y,3.76
2023-07-13,20Y,4.07
2023-07-13,30Y,3.9
2023-07-14,1Y,5.34
2023-07-14,2Y,4.74
2023-07-14,5Y,4.04
2023-07-14,10Y,3.83
2023-07-14,20Y,4.11
2023-07-14,30Y,3.93
2023-07-17,1Y,5.33
2023-07-17,2Y,4.74
2023-07-17,5Y,4.02
2023-07-17,10Y,3.81
2023-07-17,20Y,4.1
2023-07-17,30Y,3.94
2023-07-18,1Y,5.32
2023-07-18,2Y,4.74
2023-07-18,5Y,4.0
2023-07-18,10Y,3.8
2023-07-18,20Y,4.08
2023-07-18,30Y,3.91
2023-07-19,1Y,5.32
2023-07-19,2Y,4.74
2023-07-19,5Y,3.98
2023-07-19,10Y,3.75
2023-07-19,20Y,4.01
2023-07-19,30Y,3.84
2023-07-20,1Y,5.35
2023-07-20,2Y,4.8
2023-07-20,5Y,4.08
2023-07-20,10Y,3.85
2023-07-20,20Y,4.1
2023-07-20,30Y,3.91
2023-07-21,1Y,5.35
2023-07-21,2Y,4.82
2023-07-21,5Y,4.09
2023-07-21,10Y,3.84
2023-07-21,20Y,4.1
2023-07-21,30Y,3.91
2023-07-24,1Y,5.38
2023-07-24,2Y,4.81
2023-07-24,5Y,4.13
2023-07-24,10Y,3.86
2023-07-24,20Y,4.11
2023-07-24,30Y,3.92
2023-07-25,1Y,5.38
2023-07-25,2Y,4.85
2023-07-25,5Y,4.15
2023-07-25,10Y,3.91
2023-07-25,20Y,4.14
2023-07-25,30Y,3.95
2023-07-26,1Y,5.37
2023-07-26,2Y,4.82
2023-07-26,5Y,4.09
2023-07-26,10Y,3.86
2023-07-26,20Y,4.12
2023-07-26,30Y,3.94
2023-07-27,1Y,5.4
2023-07-27,2Y,4.91
2023-07-27,5Y,4.24
2023-07-27,10Y,4.01
2023-07-27,20Y,4.26
2023-07-27,30Y,4.06
2023-07-28,1Y,5.37
2023-07-28,2Y,4.87
2023-07-28,5Y,4.18
2023-07-28,10Y,3.96
2023-07-28,20Y,4.22
2023-07-28,30Y,4.03
2023-07-31,1Y,5.37
2023-07-31,2Y,4.88
2023-07-31,5Y,4.18
2023-07-31,10Y,3.97
2023-07-31,20Y,4.22
2023-07-31,30Y,4.02
2023-08-01,1Y,5.38
2023-08-01,2Y,4.92
2023-08-01,5Y,4.24
2023-08-01,10Y,4.05
2023-08-01,20Y,4.3
2023-08-01,30Y,4.11
2023-08-02,1Y,5.36
2023-08-02,2Y,4.88
2023-08-02,5Y,4.24
2023-08-02,10Y,4.08
2023-08-02,20Y,4.35
2023-08-02,30Y,4.17
2023-08-03,1Y,5.37
2023-08-03,2Y,4.9
2023-08-03,5Y,4.3
2023-08-03,10Y,4.2
2023-08-03,20Y,4.49
2023-08-03,30Y,4.32
2023-08-04,1Y,5.33
2023-08-04,2Y,4.78
2023-08-04,5Y,4.15
2023-08-04,10Y,4.05
2023-08-04,20Y,4.36
2023-08-04,30Y,4.21
2023-08-07,1Y,5.3
2023-08-07,2Y,4.76
2023-08-07,5Y,4.16
2023-08-07,10Y,4.09
2023-08-07,20Y,4.42
2023-08-07,30Y,4.27
2023-08-08,1Y,5.35
2023-08-08,2Y,4.74
2023-08-08,5Y,4.1
2023-08-08,10Y,4.02
2023-08-08,20Y,4.35
2023-08-08,30Y,4.2
2023-08-09,1Y,5.35
2023-08-09,2Y,4.79
2023-08-09,5Y,4.12
2023-08-09,10Y,4.0
2023-08-09,20Y,4.33
2023-08-09,30Y,4.18
2023-08-10,1Y,5.33
2023-08-10,2Y,4.82
2023-08-10,5Y,4.21
2023-08-10,10Y,4.09
2023-08-10,20Y,4.41
2023-08-10,30Y,4.24
2023-08-11,1Y,5.36
2023-08-11,2Y,4.89
2023-08-11,5Y,4.31
2023-08-11,10Y,4.16
2023-08-11,20Y,4.45
2023-08-11,30Y,4.27
2023-08-14,1Y,5.37
2023-08-14,2Y,4.96
2023-08-14,5Y,4.36
2023-08-14,10Y,4.19
2023-08-14,20Y,4.46
2023-08-14,30Y,4.29
2023-08-15,1Y,5.36
2023-08-15,2Y,4.92
