date,tenor,yield
2022-02-03,1Y,0.78
2022-02-03,2Y,1.19
2022-02-03,5Y,1.66
2022-02-03,10Y,1.82
2022-02-03,20Y,2.2
2022-02-03,30Y,2.14
2022-02-04,1Y,0.89
2022-02-04,2Y,1.31
2022-02-04,5Y,1.78
2022-02-04,10Y,1.93
2022-02-04,20Y,2.29
2022-02-04,30Y,2.23
2022-02-07,1Y,0.88
2022-02-07,2Y,1.3
2022-02-07,5Y,1.76
2022-02-07,10Y,1.92
2022-02-07,20Y,2.28
2022-02-07,30Y,2.22
2022-02-08,1Y,0.91
2022-02-08,2Y,1.35
2022-02-08,5Y,1.81
2022-02-08,10Y,1.96
2022-02-08,20Y,2.31
2022-02-08,30Y,2.25
2022-02-09,1Y,0.91
2022-02-09,2Y,1.36
2022-02-09,5Y,1.82
2022-02-09,10Y,1.94
2022-02-09,20Y,2.31
2022-02-09,30Y,2.25
2022-02-10,1Y,1.14
2022-02-10,2Y,1.61
2022-02-10,5Y,1.96
2022-02-10,10Y,2.03
2022-02-10,20Y,2.37
2022-02-10,30Y,2.3
2022-02-11,1Y,1.07
2022-02-11,2Y,1.5
2022-02-11,5Y,1.84
2022-02-11,10Y,1.92
2022-02-11,20Y,2.3
2022-02-11,30Y,2.24
2022-02-14,1Y,1.13
2022-02-14,2Y,1.58
2022-02-14,5Y,1.9
2022-02-14,10Y,1.98
2022-02-14,20Y,2.35
2022-02-14,30Y,2.29
2022-02-15,1Y,1.11
2022-02-15,2Y,1.58
2022-02-15,5Y,1.94
2022-02-15,10Y,2.05
2022-02-15,20Y,2.42
2022-02-15,30Y,2.37
2022-02-16,1Y,1.09
2022-02-16,2Y,1.52
2022-02-16,5Y,1.9
2022-02-16,10Y,2.03
2022-02-16,20Y,2.39
2022-02-16,30Y,2.34
2022-02-17,1Y,1.05
2022-02-17,2Y,1.49
2022-02-17,5Y,1.85
2022-02-17,10Y,1.97
2022-02-17,20Y,2.35
2022-02-17,30Y,2.31
2022-02-18,1Y,1.03
2022-02-18,2Y,1.47
2022-02-18,5Y,1.82
2022-02-18,10Y,1.92
2022-02-18,20Y,2.3
2022-02-18,30Y,2.24
2022-02-22,1Y,1.17
2022-02-22,2Y,1.56
2022-02-22,5Y,1.85
2022-02-22,10Y,1.94
2022-02-22,20Y,2.31
2022-02-22,30Y,2.24
2022-02-23,1Y,1.16
2022-02-23,2Y,1.58
2022-02-23,5Y,1.89
2022-02-23,10Y,1.99
2022-02-23,20Y,2.36
2022-02-23,30Y,2.29
2022-02-24,1Y,1.08
2022-02-24,2Y,1.54
2022-02-24,5Y,1.84
2022-02-24,10Y,1.96
2022-02-24,20Y,2.36
2022-02-24,30Y,2.28
2022-02-25,1Y,1.13
2022-02-25,2Y,1.55
2022-02-25,5Y,1.86
2022-02-25,10Y,1.97
2022-02-25,20Y,2.37
2022-02-25,30Y,2.29
2022-02-28,1Y,1.01
2022-02-28,2Y,1.44
2022-02-28,5Y,1.71
2022-02-28,10Y,1.83
2022-02-28,20Y,2.25
2022-02-28,30Y,2.17
2022-03-01,1Y,0.91
2022-03-01,2Y,1.31
2022-03-01,5Y,1.56
2022-03-01,10Y,1.72
2022-03-01,20Y,2.19
2022-03-01,30Y,2.11
2022-03-02,1Y,1.06
2022-03-02,2Y,1.5
2022-03-02,5Y,1.74
2022-03-02,10Y,1.86
2022-03-02,20Y,2.32
2022-03-02,30Y,2.24
2022-03-03,1Y,1.08
2022-03-03,2Y,1.53
2022-03-03,5Y,1.74
2022-03-03,10Y,1.86
2022-03-03,20Y,2.32
2022-03-03,30Y,2.24
2022-03-04,1Y,1.05
2022-03-04,2Y,1.5
2022-03-04,5Y,1.65
2022-03-04,10Y,1.74
2022-03-04,20Y,2.23
2022-03-04,30Y,2.16
2022-03-07,1Y,1.07
2022-03-07,2Y,1.55
2022-03-07,5Y,1.71
2022-03-07,10Y,1.78
2022-03-07,20Y,2.29
2022-03-07,30Y,2.19
2022-03-08,1Y,1.12
2022-03-08,2Y,1.63
2022-03-08,5Y,1.8
2022-03-08,10Y,1.86
2022-03-08,20Y,2.34
2022-03-08,30Y,2.24
2022-03-09,1Y,1.15
2022-03-09,2Y,1.68
2022-03-09,5Y,1.87
2022-03-09,10Y,1.94
2022-03-09,20Y,2.38
2022-03-09,30Y,2.29
2022-03-10,1Y,1.19
2022-03-10,2Y,1.72
2022-03-10,5Y,1.92
2022-03-10,10Y,1.98
2022-03-10,20Y,2.45
2022-03-10,30Y,2.38
2022-03-11,1Y,1.22
2022-03-11,2Y,1.75
2022-03-11,5Y,1.96
2022-03-11,10Y,2.0
2022-03-11,20Y,2.45
2022-03-11,30Y,2.36
2022-03-14,1Y,1.28
2022-03-14,2Y,1.87
2022-03-14,5Y,2.1
2022-03-14,10Y,2.14
2022-03-14,20Y,2.56
2022-03-14,30Y,2.47
2022-03-15,1Y,1.28
2022-03-15,2Y,1.85
2022-03-15,5Y,2.1
2022-03-15,10Y,2.15
2022-03-15,20Y,2.57
2022-03-15,30Y,2.49
2022-03-16,1Y,1.35
2022-03-16,2Y,1.95
2022-03-16,5Y,2.18
2022-03-16,10Y,2.19
2022-03-16,20Y,2.56
2022-03-16,30Y,2.46
2022-03-17,1Y,1.3
2022-03-17,2Y,1.94
2022-03-17,5Y,2.17
2022-03-17,10Y,2.2
2022-03-17,20Y,2.6
2022-03-17,30Y,2.5
2022-03-18,1Y,1.29
2022-03-18,2Y,1.97
2022-03-18,5Y,2.14
2022-03-18,10Y,2.14
2022-03-18,20Y,2.53
2022-03-18,30Y,2.42
2022-03-21,1Y,1.4
2022-03-21,2Y,2.14
2022-03-21,5Y,2.33
2022-03-21,10Y,2.32
2022-03-21,20Y,2.67
2022-03-21,30Y,2.55
2022-03-22,1Y,1.59
2022-03-22,2Y,2.18
2022-03-22,5Y,2.39
2022-03-22,10Y,2.38
2022-03-22,20Y,2.71
2022-03-22,30Y,2.6
2022-03-23,1Y,1.52
2022-03-23,2Y,2.13
2022-03-23,5Y,2.34
2022-03-23,10Y,2.32
2022-03-23,20Y,2.65
2022-03-23,30Y,2.52
2022-03-24,1Y,1.55
2022-03-24,2Y,2.13
2022-03-24,5Y,2.37
2022-03-24,10Y,2.34
2022-03-24,20Y,2.63
2022-03-24,30Y,2.51
2022-03-25,1Y,1.67
2022-03-25,2Y,2.3
2022-03-25,5Y,2.55
2022-03-25,10Y,2.48
2022-03-25,20Y,2.74
2022-03-25,30Y,2.6
2022-03-28,1Y,1.69
2022-03-28,2Y,2.35
2022-03-28,5Y,2.54
2022-03-28,10Y,2.46
2022-03-28,20Y,2.72
2022-03-28,30Y,2.57
2022-03-29,1Y,1.67
2022-03-29,2Y,2.35
2022-03-29,5Y,2.49
2022-03-29,10Y,2.41
2022-03-29,20Y,2.68
2022-03-29,30Y,2.53
2022-03-30,1Y,1.64
2022-03-30,2Y,2.31
2022-03-30,5Y,2.44
2022-03-30,10Y,2.35
2022-03-30,20Y,2.63
2022-03-30,30Y,2.48
2022-03-31,1Y,1.63
2022-03-31,2Y,2.28
2022-03-31,5Y,2.42
2022-03-31,10Y,2.32
2022-03-31,20Y,2.59
2022-03-31,30Y,2.44
2022-04-01,1Y,1.72
2022-04-01,2Y,2.44
2022-04-01,5Y,2.55
2022-04-01,10Y,2.39
2022-04-01,20Y,2.6
2022-04-01,30Y,2.44
2022-04-04,1Y,1.72
2022-04-04,2Y,2.43
2022-04-04,5Y,2.56
2022-04-04,10Y,2.42
2022-04-04,20Y,2.64
2022-04-04,30Y,2.48
2022-04-05,1Y,1.77
2022-04-05,2Y,2.51
2022-04-05,5Y,2.69
2022-04-05,10Y,2.54
2022-04-05,20Y,2.74
2022-04-05,30Y,2.57
2022-04-06,1Y,1.79
2022-04-06,2Y,2.5
2022-04-06,5Y,2.7
2022-04-06,10Y,2.61
2022-04-06,20Y,2.81
2022-04-06,30Y,2.63
2022-04-07,1Y,1.78
2022-04-07,2Y,2.47
2022-04-07,5Y,2.7
2022-04-07,10Y,2.66
2022-04-07,20Y,2.87
2022-04-07,30Y,2.69
2022-04-08,1Y,1.81
2022-04-08,2Y,2.53
2022-04-08,5Y,2.76
2022-04-08,10Y,2.72
2022-04-08,20Y,2.94
2022-04-08,30Y,2.76
2022-04-11,1Y,1.85
2022-04-11,2Y,2.5
2022-04-11,5Y,2.79
2022-04-11,10Y,2.79
2022-04-11,20Y,3.02
2022-04-11,30Y,2.84
2022-04-12,1Y,1.77
2022-04-12,2Y,2.39
2022-04-12,5Y,2.66
2022-04-12,10Y,2.72
2022-04-12,20Y,2.99
2022-04-12,30Y,2.82
2022-04-13,1Y,1.78
2022-04-13,2Y,2.37
2022-04-13,5Y,2.66
2022-04-13,10Y,2.7
2022-04-13,20Y,2.97
2022-04-13,30Y,2.81
2022-04-14,1Y,1.84
2022-04-14,2Y,2.47
2022-04-14,5Y,2.79
2022-04-14,10Y,2.83
2022-04-14,20Y,3.09
2022-04-14,30Y,2.92
2022-04-18,1Y,1.84
2022-04-18,2Y,2.46
2022-04-18,5Y,2.79
2022-04-18,10Y,2.85
2022-04-18,20Y,3.12
2022-04-18,30Y,2.95
2022-04-19,1Y,1.94
2022-04-19,2Y,2.61
2022-04-19,5Y,2.91
2022-04-19,10Y,2.93
2022-04-19,20Y,3.19
2022-04-19,30Y,3.01
2022-04-20,1Y,1.93
2022-04-20,2Y,2.6
2022-04-20,5Y,2.87
2022-04-20,10Y,2.85
2022-04-20,20Y,3.08
2022-04-20,30Y,2.9
2022-04-21,1Y,2.01
2022-04-21,2Y,2.68
2022-04-21,5Y,2.96
2022-04-21,10Y,2.9
2022-04-21,20Y,3.12
2022-04-21,30Y,2.94
2022-04-22,1Y,2.06
2022-04-22,2Y,2.72
2022-04-22,5Y,2.94
2022-04-22,10Y,2.9
2022-04-22,20Y,3.14
2022-04-22,30Y,2.95
2022-04-25,1Y,2.03
2022-04-25,2Y,2.63
2022-04-25,5Y,2.84
2022-04-25,10Y,2.81
2022-04-25,20Y,3.06
2022-04-25,30Y,2.88
2022-04-26,1Y,1.99
2022-04-26,2Y,2.54
2022-04-26,5Y,2.79
2022-04-26,10Y,2.77
2022-04-26,20Y,3.03
2022-04-26,30Y,2.86
2022-04-27,1Y,1.97
2022-04-27,2Y,2.58
2022-04-27,5Y,2.81
2022-04-27,10Y,2.82
2022-04-27,20Y,3.08
2022-04-27,30Y,2.91
2022-04-28,1Y,2.04
2022-04-28,2Y,2.63
2022-04-28,5Y,2.86
2022-04-28,10Y,2.85
2022-04-28,20Y,3.1
2022-04-28,30Y,2.92
2022-04-29,1Y,2.1
2022-04-29,2Y,2.7
2022-04-29,5Y,2.92
2022-04-29,10Y,2.89
2022-04-29,20Y,3.14
2022-04-29,30Y,2.96
2022-05-02,1Y,2.1
2022-05-02,2Y,2.73
2022-05-02,5Y,3.01
2022-05-02,10Y,2.99
2022-05-02,20Y,3.26
2022-05-02,30Y,3.07
2022-05-03,1Y,2.16
2022-05-03,2Y,2.78
2022-05-03,5Y,3.01
2022-05-03,10Y,2.97
2022-05-03,20Y,3.21
2022-05-03,30Y,3.03
2022-05-04,1Y,2.07
2022-05-04,2Y,2.66
2022-05-04,5Y,2.93
2022-05-04,10Y,2.93
2022-05-04,20Y,3.21
2022-05-04,30Y,3.01
2022-05-05,1Y,2.08
2022-05-05,2Y,2.71
2022-05-05,5Y,3.01
2022-05-05,10Y,3.05
2022-05-05,20Y,3.35
2022-05-05,30Y,3.15
2022-05-06,1Y,2.08
2022-05-06,2Y,2.72
2022-05-06,5Y,3.06
2022-05-06,10Y,3.12
2022-05-06,20Y,3.43
2022-05-06,30Y,3.23
2022-05-09,1Y,1.99
2022-05-09,2Y,2.61
2022-05-09,5Y,2.95
2022-05-09,10Y,3.05
2022-05-09,20Y,3.38
2022-05-09,30Y,3.19
2022-05-10,1Y,2.01
2022-05-10,2Y,2.62
2022-05-10,5Y,2.91
2022-05-10,10Y,2.99
2022-05-10,20Y,3.31
2022-05-10,30Y,3.12
2022-05-11,1Y,1.99
2022-05-11,2Y,2.66
2022-05-11,5Y,2.89
2022-05-11,10Y,2.91
2022-05-11,20Y,3.25
2022-05-11,30Y,3.05
2022-05-12,1Y,1.96
2022-05-12,2Y,2.56
2022-05-12,5Y,2.81
2022-05-12,10Y,2.84
2022-05-12,20Y,3.22
2022-05-12,30Y,3.0
2022-05-13,1Y,2.04
2022-05-13,2Y,2.61
2022-05-13,5Y,2.89
2022-05-13,10Y,2.93
2022-05-13,20Y,3.32
2022-05-13,30Y,3.1
2022-05-16,1Y,2.07
2022-05-16,2Y,2.58
2022-05-16,5Y,2.83
2022-05-16,10Y,2.88
2022-05-16,20Y,3.3
2022-05-16,30Y,3.09
2022-05-17,1Y,2.16
2022-05-17,2Y,2.71
2022-05-17,5Y,2.96
2022-05-17,10Y,2.98
2022-05-17,20Y,3.36
2022-05-17,30Y,3.17
2022-05-18,1Y,2.16
2022-05-18,2Y,2.68
2022-05-18,5Y,2.89
2022-05-18,10Y,2.89
2022-05-18,20Y,3.24
2022-05-18,30Y,3.07
2022-05-19,1Y,2.11
2022-05-19,2Y,2.63
2022-05-19,5Y,2.84
2022-05-19,10Y,2.84
2022-05-19,20Y,3.24
2022-05-19,30Y,3.05
2022-05-20,1Y,2.07
2022-05-20,2Y,2.6
2022-05-20,5Y,2.8
2022-05-20,10Y,2.78
2022-05-20,20Y,3.17
2022-05-20,30Y,2.99
2022-05-23,1Y,2.09
2022-05-23,2Y,2.65
2022-05-23,5Y,2.88
2022-05-23,10Y,2.86
2022-05-23,20Y,3.26
2022-05-23,30Y,3.08
2022-05-24,1Y,2.02
2022-05-24,2Y,2.5
2022-05-24,5Y,2.76
2022-05-24,10Y,2.76
2022-05-24,20Y,3.16
2022-05-24,30Y,2.98
2022-05-25,1Y,2.01
2022-05-25,2Y,2.48
2022-05-25,5Y,2.71
2022-05-25,10Y,2.75
2022-05-25,20Y,3.14
2022-05-25,30Y,2.97
2022-05-26,1Y,1.99
2022-05-26,2Y,2.46
2022-05-26,5Y,2.7
2022-05-26,10Y,2.75
2022-05-26,20Y,3.18
2022-05-26,30Y,2.99
2022-05-27,1Y,2.01
2022-05-27,2Y,2.47
2022-05-27,5Y,2.71
2022-05-27,10Y,2.74
2022-05-27,20Y,3.16
2022-05-27,30Y,2.97
2022-05-31,1Y,2.08
2022-05-31,2Y,2.53
2022-05-31,5Y,2.81
2022-05-31,10Y,2.85
2022-05-31,20Y,3.28
2022-05-31,30Y,3.07
2022-06-01,1Y,2.16
2022-06-01,2Y,2.66
2022-06-01,5Y,2.94
2022-06-01,10Y,2.94
2022-06-01,20Y,3.31
2022-06-01,30Y,3.09
2022-06-02,1Y,2.15
2022-06-02,2Y,2.65
2022-06-02,5Y,2.92
2022-06-02,10Y,2.92
2022-06-02,20Y,3.3
2022-06-02,30Y,3.09
2022-06-03,1Y,2.18
2022-06-03,2Y,2.66
2022-06-03,5Y,2.95
2022-06-03,10Y,2.96
2022-06-03,20Y,3.33
2022-06-03,30Y,3.11
2022-06-06,1Y,2.23
2022-06-06,2Y,2.73
2022-06-06,5Y,3.03
2022-06-06,10Y,3.04
2022-06-06,20Y,3.41
2022-06-06,30Y,3.19
2022-06-07,1Y,2.26
2022-06-07,2Y,2.75
2022-06-07,5Y,2.99
2022-06-07,10Y,2.98
2022-06-07,20Y,3.35
2022-06-07,30Y,3.13
2022-06-08,1Y,2.29
2022-06-08,2Y,2.78
2022-06-08,5Y,3.03
2022-06-08,10Y,3.03
2022-06-08,20Y,3.4
2022-06-08,30Y,3.18
2022-06-09,1Y,2.35
2022-06-09,2Y,2.83
2022-06-09,5Y,3.07
2022-06-09,10Y,3.04
2022-06-09,20Y,3.4
2022-06-09,30Y,3.18
2022-06-10,1Y,2.58
2022-06-10,2Y,3.06
2022-06-10,5Y,3.25
2022-06-10,10Y,3.15
2022-06-10,20Y,3.45
2022-06-10,30Y,3.2
2022-06-13,1Y,2.89
2022-06-13,2Y,3.4
2022-06-13,5Y,3.56
2022-06-13,10Y,3.43
2022-06-13,20Y,3.68
2022-06-13,30Y,3.42
2022-06-14,1Y,3.15
2022-06-14,2Y,3.45
2022-06-14,5Y,3.61
2022-06-14,10Y,3.49
2022-06-14,20Y,3.72
2022-06-14,30Y,3.45
2022-06-15,1Y,2.93
2022-06-15,2Y,3.2
2022-06-15,5Y,3.38
2022-06-15,10Y,3.33
2022-06-15,20Y,3.64
2022-06-15,30Y,3.39
2022-06-16,1Y,2.88
2022-06-16,2Y,3.14
2022-06-16,5Y,3.35
2022-06-16,10Y,3.28
2022-06-16,20Y,3.59
2022-06-16,30Y,3.35
2022-06-17,1Y,2.86
2022-06-17,2Y,3.17
2022-06-17,5Y,3.34
2022-06-17,10Y,3.25
2022-06-17,20Y,3.55
2022-06-17,30Y,3.3
2022-06-21,1Y,2.92
2022-06-21,2Y,3.21
2022-06-21,5Y,3.38
2022-06-21,10Y,3.31
2022-06-21,20Y,3.63
2022-06-21,30Y,3.39
2022-06-22,1Y,2.79
2022-06-22,2Y,3.06
2022-06-22,5Y,3.22
2022-06-22,10Y,3.16
2022-06-22,20Y,3.49
2022-06-22,30Y,3.25
2022-06-23,1Y,2.78
2022-06-23,2Y,3.01
2022-06-23,5Y,3.14
2022-06-23,10Y,3.09
2022-06-23,20Y,3.45
2022-06-23,30Y,3.21
2022-06-24,1Y,2.83
2022-06-24,2Y,3.04
2022-06-24,5Y,3.18
2022-06-24,10Y,3.13
2022-06-24,20Y,3.51
2022-06-24,30Y,3.26
2022-06-27,1Y,2.89
2022-06-27,2Y,3.08
2022-06-27,5Y,3.24
2022-06-27,10Y,3.2
2022-06-27,20Y,3.56
2022-06-27,30Y,3.31
2022-06-28,1Y,2.88
2022-06-28,2Y,3.1
2022-06-28,5Y,3.25
2022-06-28,10Y,3.2
2022-06-28,20Y,3.55
2022-06-28,30Y,3.3
2022-06-29,1Y,2.88
2022-06-29,2Y,3.06
2022-06-29,5Y,3.15
2022-06-29,10Y,3.1
2022-06-29,20Y,3.46
2022-06-29,30Y,3.22
2022-06-30,1Y,2.8
2022-06-30,2Y,2.92
2022-06-30,5Y,3.01
2022-06-30,10Y,2.98
2022-06-30,20Y,3.38
2022-06-30,30Y,3.14
2022-07-01,1Y,2.79
2022-07-01,2Y,2.84
2022-07-01,5Y,2.88
2022-07-01,10Y,2.88
2022-07-01,20Y,3.35
2022-07-01,30Y,3.11
2022-07-05,1Y,2.77
2022-07-05,2Y,2.82
2022-07-05,5Y,2.82
2022-07-05,10Y,2.82
2022-07-05,20Y,3.31
2022-07-05,30Y,3.05
2022-07-06,1Y,2.82
2022-07-06,2Y,2.97
2022-07-06,5Y,2.96
2022-07-06,10Y,2.93
2022-07-06,20Y,3.42
2022-07-06,30Y,3.14
2022-07-07,1Y,2.87
2022-07-07,2Y,3.03
2022-07-07,5Y,3.05
2022-07-07,10Y,3.01
2022-07-07,20Y,3.45
2022-07-07,30Y,3.2
2022-07-08,1Y,2.96
2022-07-08,2Y,3.12
2022-07-08,5Y,3.13
2022-07-08,10Y,3.09
2022-07-08,20Y,3.53
2022-07-08,30Y,3.27
2022-07-11,1Y,2.97
2022-07-11,2Y,3.07
2022-07-11,5Y,3.05
2022-07-11,10Y,2.99
2022-07-11,20Y,3.43
2022-07-11,30Y,3.18
2022-07-12,1Y,3.07
2022-07-12,2Y,3.03
2022-07-12,5Y,3.01
2022-07-12,10Y,2.96
2022-07-12,20Y,3.37
2022-07-12,30Y,3.13
2022-07-13,1Y,3.21
2022-07-13,2Y,3.13
2022-07-13,5Y,3.02
2022-07-13,10Y,2.91
2022-07-13,20Y,3.35
2022-07-13,30Y,3.08
2022-07-14,1Y,3.16
2022-07-14,2Y,3.15
2022-07-14,5Y,3.06
2022-07-14,10Y,2.96
2022-07-14,20Y,3.36
2022-07-14,30Y,3.11
2022-07-15,1Y,3.12
2022-07-15,2Y,3.13
2022-07-15,5Y,3.05
2022-07-15,10Y,2.93
2022-07-15,20Y,3.34
2022-07-15,30Y,3.1
2022-07-18,1Y,3.13
2022-07-18,2Y,3.15
2022-07-18,5Y,3.06
2022-07-18,10Y,2.96
2022-07-18,20Y,3.39
2022-07-18,30Y,3.14
2022-07-19,1Y,3.18
2022-07-19,2Y,3.23
2022-07-19,5Y,3.14
2022-07-19,10Y,3.01
2022-07-19,20Y,3.42
2022-07-19,30Y,3.17
2022-07-20,1Y,3.18
2022-07-20,2Y,3.25
2022-07-20,5Y,3.18
2022-07-20,10Y,3.04
2022-07-20,20Y,3.43
2022-07-20,30Y,3.17
2022-07-21,1Y,3.11
2022-07-21,2Y,3.1
2022-07-21,5Y,3.0
2022-07-21,10Y,2.91
2022-07-21,20Y,3.33
2022-07-21,30Y,3.08
2022-07-22,1Y,3.01
2022-07-22,2Y,2.98
2022-07-22,5Y,2.87
2022-07-22,10Y,2.77
2022-07-22,20Y,3.23
2022-07-22,30Y,3.0
2022-07-25,1Y,3.07
2022-07-25,2Y,3.0
2022-07-25,5Y,2.89
2022-07-25,10Y,2.81
2022-07-25,20Y,3.28
2022-07-25,30Y,3.04
2022-07-26,1Y,3.06
2022-07-26,2Y,3.02
2022-07-26,5Y,2.89
2022-07-26,10Y,2.81
2022-07-26,20Y,3.27
2022-07-26,30Y,3.03
2022-07-27,1Y,3.0
2022-07-27,2Y,2.96
2022-07-27,5Y,2.82
2022-07-27,10Y,2.78
2022-07-27,20Y,3.26
2022-07-27,30Y,3.03
2022-07-28,1Y,2.93
2022-07-28,2Y,2.85
2022-07-28,5Y,2.69
2022-07-28,10Y,2.68
2022-07-28,20Y,3.23
2022-07-28,30Y,3.02
2022-07-29,1Y,2.98
2022-07-29,2Y,2.89
2022-07-29,5Y,2.7
2022-07-29,10Y,2.67
2022-07-29,20Y,3.2
2022-07-29,30Y,3.0
2022-08-01,1Y,2.98
2022-08-01,2Y,2.9
2022-08-01,5Y,2.66
2022-08-01,10Y,2.6
2022-08-01,20Y,3.12
2022-08-01,30Y,2.92
2022-08-02,1Y,3.09
2022-08-02,2Y,3.06
2022-08-02,5Y,2.85
2022-08-02,10Y,2.75
2022-08-02,20Y,3.22
2022-08-02,30Y,3.0
2022-08-03,1Y,3.14
2022-08-03,2Y,3.1
2022-08-03,5Y,2.86
2022-08-03,10Y,2.73
2022-08-03,20Y,3.17
2022-08-03,30Y,2.96
2022-08-04,1Y,3.11
2022-08-04,2Y,3.03
2022-08-04,5Y,2.76
2022-08-04,10Y,2.68
2022-08-04,20Y,3.15
2022-08-04,30Y,2.97
2022-08-05,1Y,3.29
2022-08-05,2Y,3.24
2022-08-05,5Y,2.97
2022-08-05,10Y,2.83
2022-08-05,20Y,3.27
2022-08-05,30Y,3.06
2022-08-08,1Y,3.3
2022-08-08,2Y,3.21
2022-08-08,5Y,2.91
2022-08-08,10Y,2.77
2022-08-08,20Y,3.22
2022-08-08,30Y,3.0
2022-08-09,1Y,3.33
2022-08-09,2Y,3.28
2022-08-09,5Y,2.97
2022-08-09,10Y,2.8
2022-08-09,20Y,3.24
2022-08-09,30Y,3.01
2022-08-10,1Y,3.26
2022-08-10,2Y,3.23
2022-08-10,5Y,2.93
2022-08-10,10Y,2.78
2022-08-10,20Y,3.27
2022-08-10,30Y,3.04
2022-08-11,1Y,3.25
2022-08-11,2Y,3.23
2022-08-11,5Y,2.98
2022-08-11,10Y,2.87
2022-08-11,20Y,3.38
2022-08-11,30Y,3.15
2022-08-12,1Y,3.26
2022-08-12,2Y,3.25
2022-08-12,5Y,2.97
2022-08-12,10Y,2.84
2022-08-12,20Y,3.34
2022-08-12,30Y,3.12
2022-08-15,1Y,3.23
2022-08-15,2Y,3.2
2022-08-15,5Y,2.91
2022-08-15,10Y,2.79
2022-08-15,20Y,3.31
2022-08-15,30Y,3.1
2022-08-16,1Y,3.26
2022-08-16,2Y,3.25
