date,tenor,yield
2022-08-16,5Y,2.95
2022-08-16,10Y,2.82
2022-08-16,20Y,3.31
2022-08-16,30Y,3.11
2022-08-17,1Y,3.27
2022-08-17,2Y,3.28
2022-08-17,5Y,3.04
2022-08-17,10Y,2.89
2022-08-17,20Y,3.37
2022-08-17,30Y,3.15
2022-08-18,1Y,3.24
2022-08-18,2Y,3.22
2022-08-18,5Y,3.02
2022-08-18,10Y,2.88
2022-08-18,20Y,3.35
2022-08-18,30Y,3.14
2022-08-19,1Y,3.26
2022-08-19,2Y,3.25
2022-08-19,5Y,3.11
2022-08-19,10Y,2.98
2022-08-19,20Y,3.44
2022-08-19,30Y,3.22
2022-08-22,1Y,3.32
2022-08-22,2Y,3.32
2022-08-22,5Y,3.17
2022-08-22,10Y,3.03
2022-08-22,20Y,3.48
2022-08-22,30Y,3.24
2022-08-23,1Y,3.29
2022-08-23,2Y,3.29
2022-08-23,5Y,3.18
2022-08-23,10Y,3.05
2022-08-23,20Y,3.49
2022-08-23,30Y,3.26
2022-08-24,1Y,3.35
2022-08-24,2Y,3.36
2022-08-24,5Y,3.2
2022-08-24,10Y,3.11
2022-08-24,20Y,3.55
2022-08-24,30Y,3.32
2022-08-25,1Y,3.33
2022-08-25,2Y,3.35
2022-08-25,5Y,3.15
2022-08-25,10Y,3.03
2022-08-25,20Y,3.47
2022-08-25,30Y,3.25
2022-08-26,1Y,3.36
2022-08-26,2Y,3.37
2022-08-26,5Y,3.2
2022-08-26,10Y,3.04
2022-08-26,20Y,3.44
2022-08-26,30Y,3.21
2022-08-29,1Y,3.43
2022-08-29,2Y,3.42
2022-08-29,5Y,3.27
2022-08-29,10Y,3.12
2022-08-29,20Y,3.5
2022-08-29,30Y,3.25
2022-08-30,1Y,3.48
2022-08-30,2Y,3.46
2022-08-30,5Y,3.27
2022-08-30,10Y,3.11
2022-08-30,20Y,3.49
2022-08-30,30Y,3.23
2022-08-31,1Y,3.5
2022-08-31,2Y,3.45
2022-08-31,5Y,3.3
2022-08-31,10Y,3.15
2022-08-31,20Y,3.53
2022-08-31,30Y,3.27
2022-09-01,1Y,3.51
2022-09-01,2Y,3.51
2022-09-01,5Y,3.39
2022-09-01,10Y,3.26
2022-09-01,20Y,3.64
2022-09-01,30Y,3.37
2022-09-02,1Y,3.47
2022-09-02,2Y,3.4
2022-09-02,5Y,3.3
2022-09-02,10Y,3.2
2022-09-02,20Y,3.61
2022-09-02,30Y,3.35
2022-09-06,1Y,3.61
2022-09-06,2Y,3.5
2022-09-06,5Y,3.43
2022-09-06,10Y,3.33
2022-09-06,20Y,3.74
2022-09-06,30Y,3.49
2022-09-07,1Y,3.6
2022-09-07,2Y,3.45
2022-09-07,5Y,3.37
2022-09-07,10Y,3.27
2022-09-07,20Y,3.67
2022-09-07,30Y,3.42
2022-09-08,1Y,3.6
2022-09-08,2Y,3.48
2022-09-08,5Y,3.39
2022-09-08,10Y,3.29
2022-09-08,20Y,3.69
2022-09-08,30Y,3.45
2022-09-09,1Y,3.67
2022-09-09,2Y,3.56
2022-09-09,5Y,3.45
2022-09-09,10Y,3.33
2022-09-09,20Y,3.71
2022-09-09,30Y,3.47
2022-09-12,1Y,3.7
2022-09-12,2Y,3.58
2022-09-12,5Y,3.47
2022-09-12,10Y,3.37
2022-09-12,20Y,3.76
2022-09-12,30Y,3.53
2022-09-13,1Y,3.92
2022-09-13,2Y,3.75
2022-09-13,5Y,3.58
2022-09-13,10Y,3.42
2022-09-13,20Y,3.75
2022-09-13,30Y,3.51
2022-09-14,1Y,3.95
2022-09-14,2Y,3.78
2022-09-14,5Y,3.6
2022-09-14,10Y,3.41
2022-09-14,20Y,3.73
2022-09-14,30Y,3.47
2022-09-15,1Y,4.0
2022-09-15,2Y,3.87
2022-09-15,5Y,3.66
2022-09-15,10Y,3.45
2022-09-15,20Y,3.75
2022-09-15,30Y,3.48
2022-09-16,1Y,3.96
2022-09-16,2Y,3.85
2022-09-16,5Y,3.62
2022-09-16,10Y,3.45
2022-09-16,20Y,3.79
2022-09-16,30Y,3.52
2022-09-19,1Y,4.05
2022-09-19,2Y,3.95
2022-09-19,5Y,3.69
2022-09-19,10Y,3.49
2022-09-19,20Y,3.77
2022-09-19,30Y,3.52
2022-09-20,1Y,4.03
2022-09-20,2Y,3.96
2022-09-20,5Y,3.75
2022-09-20,10Y,3.57
2022-09-20,20Y,3.83
2022-09-20,30Y,3.59
2022-09-21,1Y,4.08
2022-09-21,2Y,4.02
2022-09-21,5Y,3.74
2022-09-21,10Y,3.51
2022-09-21,20Y,3.73
2022-09-21,30Y,3.5
2022-09-22,1Y,4.08
2022-09-22,2Y,4.11
2022-09-22,5Y,3.91
2022-09-22,10Y,3.7
2022-09-22,20Y,3.9
2022-09-22,30Y,3.65
2022-09-23,1Y,4.15
2022-09-23,2Y,4.2
2022-09-23,5Y,3.96
2022-09-23,10Y,3.69
2022-09-23,20Y,3.87
2022-09-23,30Y,3.61
2022-09-26,1Y,4.17
2022-09-26,2Y,4.27
2022-09-26,5Y,4.15
2022-09-26,10Y,3.88
2022-09-26,20Y,4.01
2022-09-26,30Y,3.72
2022-09-27,1Y,4.16
2022-09-27,2Y,4.3
2022-09-27,5Y,4.21
2022-09-27,10Y,3.97
2022-09-27,20Y,4.15
2022-09-27,30Y,3.87
2022-09-28,1Y,3.99
2022-09-28,2Y,4.07
2022-09-28,5Y,3.92
2022-09-28,10Y,3.72
2022-09-28,20Y,3.98
2022-09-28,30Y,3.7
2022-09-29,1Y,3.98
2022-09-29,2Y,4.16
2022-09-29,5Y,3.98
2022-09-29,10Y,3.76
2022-09-29,20Y,4.0
2022-09-29,30Y,3.71
2022-09-30,1Y,4.05
2022-09-30,2Y,4.22
2022-09-30,5Y,4.06
2022-09-30,10Y,3.83
2022-09-30,20Y,4.08
2022-09-30,30Y,3.79
2022-10-03,1Y,4.01
2022-10-03,2Y,4.12
2022-10-03,5Y,3.9
2022-10-03,10Y,3.67
2022-10-03,20Y,4.0
2022-10-03,30Y,3.73
2022-10-04,1Y,4.15
2022-10-04,2Y,4.1
2022-10-04,5Y,3.84
2022-10-04,10Y,3.62
2022-10-04,20Y,3.95
2022-10-04,30Y,3.7
2022-10-05,1Y,4.14
2022-10-05,2Y,4.15
2022-10-05,5Y,3.96
2022-10-05,10Y,3.76
2022-10-05,20Y,4.05
2022-10-05,30Y,3.78
2022-10-06,1Y,4.19
2022-10-06,2Y,4.23
2022-10-06,5Y,4.05
2022-10-06,10Y,3.83
2022-10-06,20Y,4.08
2022-10-06,30Y,3.81
2022-10-07,1Y,4.24
2022-10-07,2Y,4.3
2022-10-07,5Y,4.14
2022-10-07,10Y,3.89
2022-10-07,20Y,4.13
2022-10-07,30Y,3.86
2022-10-11,1Y,4.28
2022-10-11,2Y,4.3
2022-10-11,5Y,4.14
2022-10-11,10Y,3.93
2022-10-11,20Y,4.19
2022-10-11,30Y,3.92
2022-10-12,1Y,4.28
2022-10-12,2Y,4.28
2022-10-12,5Y,4.12
2022-10-12,10Y,3.91
2022-10-12,20Y,4.18
2022-10-12,30Y,3.9
2022-10-13,1Y,4.46
2022-10-13,2Y,4.47
2022-10-13,5Y,4.21
2022-10-13,10Y,3.97
2022-10-13,20Y,4.25
2022-10-13,30Y,3.97
2022-10-14,1Y,4.5
2022-10-14,2Y,4.48
2022-10-14,5Y,4.25
2022-10-14,10Y,4.0
2022-10-14,20Y,4.26
2022-10-14,30Y,3.99
2022-10-17,1Y,4.5
2022-10-17,2Y,4.45
2022-10-17,5Y,4.24
2022-10-17,10Y,4.02
2022-10-17,20Y,4.29
2022-10-17,30Y,4.04
2022-10-18,1Y,4.5
2022-10-18,2Y,4.43
2022-10-18,5Y,4.21
2022-10-18,10Y,4.01
2022-10-18,20Y,4.27
2022-10-18,30Y,4.04
2022-10-19,1Y,4.6
2022-10-19,2Y,4.55
2022-10-19,5Y,4.35
2022-10-19,10Y,4.14
2022-10-19,20Y,4.38
2022-10-19,30Y,4.15
2022-10-20,1Y,4.66
2022-10-20,2Y,4.62
2022-10-20,5Y,4.45
2022-10-20,10Y,4.24
2022-10-20,20Y,4.47
2022-10-20,30Y,4.24
2022-10-21,1Y,4.58
2022-10-21,2Y,4.49
2022-10-21,5Y,4.34
2022-10-21,10Y,4.21
2022-10-21,20Y,4.54
2022-10-21,30Y,4.33
2022-10-24,1Y,4.61
2022-10-24,2Y,4.5
2022-10-24,5Y,4.36
2022-10-24,10Y,4.25
2022-10-24,20Y,4.59
2022-10-24,30Y,4.4
2022-10-25,1Y,4.6
2022-10-25,2Y,4.42
2022-10-25,5Y,4.25
2022-10-25,10Y,4.1
2022-10-25,20Y,4.45
2022-10-25,30Y,4.26
2022-10-26,1Y,4.54
2022-10-26,2Y,4.39
2022-10-26,5Y,4.2
2022-10-26,10Y,4.04
2022-10-26,20Y,4.38
2022-10-26,30Y,4.19
2022-10-27,1Y,4.5
2022-10-27,2Y,4.3
2022-10-27,5Y,4.09
2022-10-27,10Y,3.96
2022-10-27,20Y,4.32
2022-10-27,30Y,4.12
2022-10-28,1Y,4.55
2022-10-28,2Y,4.41
2022-10-28,5Y,4.19
2022-10-28,10Y,4.02
2022-10-28,20Y,4.38
2022-10-28,30Y,4.15
2022-10-31,1Y,4.66
2022-10-31,2Y,4.51
2022-10-31,5Y,4.27
2022-10-31,10Y,4.1
2022-10-31,20Y,4.44
2022-10-31,30Y,4.22
2022-11-01,1Y,4.75
2022-11-01,2Y,4.54
2022-11-01,5Y,4.27
2022-11-01,10Y,4.07
2022-11-01,20Y,4.37
2022-11-01,30Y,4.14
2022-11-02,1Y,4.76
2022-11-02,2Y,4.61
2022-11-02,5Y,4.3
2022-11-02,10Y,4.1
2022-11-02,20Y,4.41
2022-11-02,30Y,4.15
2022-11-03,1Y,4.78
2022-11-03,2Y,4.71
2022-11-03,5Y,4.36
2022-11-03,10Y,4.14
2022-11-03,20Y,4.42
2022-11-03,30Y,4.18
2022-11-04,1Y,4.76
2022-11-04,2Y,4.66
2022-11-04,5Y,4.33
2022-11-04,10Y,4.17
2022-11-04,20Y,4.49
2022-11-04,30Y,4.27
2022-11-07,1Y,4.8
2022-11-07,2Y,4.72
2022-11-07,5Y,4.39
2022-11-07,10Y,4.22
2022-11-07,20Y,4.55
2022-11-07,30Y,4.34
2022-11-08,1Y,4.77
2022-11-08,2Y,4.67
2022-11-08,5Y,4.31
2022-11-08,10Y,4.14
2022-11-08,20Y,4.47
2022-11-08,30Y,4.28
2022-11-09,1Y,4.75
2022-11-09,2Y,4.61
2022-11-09,5Y,4.27
2022-11-09,10Y,4.12
2022-11-09,20Y,4.5
2022-11-09,30Y,4.31
2022-11-10,1Y,4.59
2022-11-10,2Y,4.34
2022-11-10,5Y,3.95
2022-11-10,10Y,3.82
2022-11-10,20Y,4.24
2022-11-10,30Y,4.03
2022-11-14,1Y,4.63
2022-11-14,2Y,4.4
2022-11-14,5Y,4.0
2022-11-14,10Y,3.88
2022-11-14,20Y,4.28
2022-11-14,30Y,4.07
2022-11-15,1Y,4.6
2022-11-15,2Y,4.37
2022-11-15,5Y,3.93
2022-11-15,10Y,3.8
2022-11-15,20Y,4.2
2022-11-15,30Y,3.98
2022-11-16,1Y,4.62
2022-11-16,2Y,4.35
2022-11-16,5Y,3.83
2022-11-16,10Y,3.67
2022-11-16,20Y,4.03
2022-11-16,30Y,3.85
2022-11-17,1Y,4.68
2022-11-17,2Y,4.43
2022-11-17,5Y,3.93
2022-11-17,10Y,3.77
2022-11-17,20Y,4.1
2022-11-17,30Y,3.89
2022-11-18,1Y,4.74
2022-11-18,2Y,4.51
2022-11-18,5Y,3.99
2022-11-18,10Y,3.82
2022-11-18,20Y,4.13
2022-11-18,30Y,3.92
2022-11-21,1Y,4.75
2022-11-21,2Y,4.48
2022-11-21,5Y,3.97
2022-11-21,10Y,3.83
2022-11-21,20Y,4.14
2022-11-21,30Y,3.91
2022-11-22,1Y,4.79
2022-11-22,2Y,4.47
2022-11-22,5Y,3.93
2022-11-22,10Y,3.76
2022-11-22,20Y,4.05
2022-11-22,30Y,3.83
2022-11-23,1Y,4.75
2022-11-23,2Y,4.46
2022-11-23,5Y,3.88
2022-11-23,10Y,3.71
2022-11-23,20Y,3.97
2022-11-23,30Y,3.74
2022-11-25,1Y,4.76
2022-11-25,2Y,4.42
2022-11-25,5Y,3.85
2022-11-25,10Y,3.68
2022-11-25,20Y,3.97
2022-11-25,30Y,3.74
2022-11-28,1Y,4.76
2022-11-28,2Y,4.46
2022-11-28,5Y,3.88
2022-11-28,10Y,3.69
2022-11-28,20Y,3.97
2022-11-28,30Y,3.74
2022-11-29,1Y,4.78
2022-11-29,2Y,4.48
2022-11-29,5Y,3.92
2022-11-29,10Y,3.75
2022-11-29,20Y,4.02
2022-11-29,30Y,3.81
2022-11-30,1Y,4.74
2022-11-30,2Y,4.38
2022-11-30,5Y,3.82
2022-11-30,10Y,3.68
2022-11-30,20Y,4.0
2022-11-30,30Y,3.8
2022-12-01,1Y,4.66
2022-12-01,2Y,4.25
2022-12-01,5Y,3.68
2022-12-01,10Y,3.53
2022-12-01,20Y,3.85
2022-12-01,30Y,3.64
2022-12-02,1Y,4.69
2022-12-02,2Y,4.28
2022-12-02,5Y,3.67
2022-12-02,10Y,3.51
2022-12-02,20Y,3.79
2022-12-02,30Y,3.56
2022-12-05,1Y,4.77
2022-12-05,2Y,4.41
2022-12-05,5Y,3.8
2022-12-05,10Y,3.6
2022-12-05,20Y,3.84
2022-12-05,30Y,3.62
2022-12-06,1Y,4.73
2022-12-06,2Y,4.34
2022-12-06,5Y,3.73
2022-12-06,10Y,3.51
2022-12-06,20Y,3.77
2022-12-06,30Y,3.52
2022-12-07,1Y,4.67
2022-12-07,2Y,4.26
2022-12-07,5Y,3.62
2022-12-07,10Y,3.42
2022-12-07,20Y,3.66
2022-12-07,30Y,3.42
2022-12-08,1Y,4.71
2022-12-08,2Y,4.31
2022-12-08,5Y,3.71
2022-12-08,10Y,3.48
2022-12-08,20Y,3.71
2022-12-08,30Y,3.44
2022-12-09,1Y,4.72
2022-12-09,2Y,4.33
2022-12-09,5Y,3.75
2022-12-09,10Y,3.57
2022-12-09,20Y,3.82
2022-12-09,30Y,3.56
2022-12-12,1Y,4.75
2022-12-12,2Y,4.39
2022-12-12,5Y,3.8
2022-12-12,10Y,3.61
2022-12-12,20Y,3.84
2022-12-12,30Y,3.57
2022-12-13,1Y,4.64
2022-12-13,2Y,4.22
2022-12-13,5Y,3.66
2022-12-13,10Y,3.51
2022-12-13,20Y,3.74
2022-12-13,30Y,3.53
2022-12-14,1Y,4.64
2022-12-14,2Y,4.23
2022-12-14,5Y,3.64
2022-12-14,10Y,3.49
2022-12-14,20Y,3.74
2022-12-14,30Y,3.52
2022-12-15,1Y,4.65
2022-12-15,2Y,4.23
2022-12-15,5Y,3.62
2022-12-15,10Y,3.44
2022-12-15,20Y,3.69
2022-12-15,30Y,3.48
2022-12-16,1Y,4.61
2022-12-16,2Y,4.17
2022-12-16,5Y,3.61
2022-12-16,10Y,3.48
2022-12-16,20Y,3.73
2022-12-16,30Y,3.53
2022-12-19,1Y,4.64
2022-12-19,2Y,4.25
2022-12-19,5Y,3.7
2022-12-19,10Y,3.57
2022-12-19,20Y,3.82
2022-12-19,30Y,3.62
2022-12-20,1Y,4.64
2022-12-20,2Y,4.25
2022-12-20,5Y,3.79
2022-12-20,10Y,3.69
2022-12-20,20Y,3.94
2022-12-20,30Y,3.74
2022-12-21,1Y,4.6
2022-12-21,2Y,4.21
2022-12-21,5Y,3.78
2022-12-21,10Y,3.68
2022-12-21,20Y,3.93
2022-12-21,30Y,3.74
2022-12-22,1Y,4.64
2022-12-22,2Y,4.24
2022-12-22,5Y,3.79
2022-12-22,10Y,3.67
2022-12-22,20Y,3.91
2022-12-22,30Y,3.73
2022-12-23,1Y,4.66
2022-12-23,2Y,4.31
2022-12-23,5Y,3.86
2022-12-23,10Y,3.75
2022-12-23,20Y,3.99
2022-12-23,30Y,3.82
2022-12-27,1Y,4.75
2022-12-27,2Y,4.32
2022-12-27,5Y,3.94
2022-12-27,10Y,3.84
2022-12-27,20Y,4.1
2022-12-27,30Y,3.93
2022-12-28,1Y,4.71
2022-12-28,2Y,4.31
2022-12-28,5Y,3.97
2022-12-28,10Y,3.88
2022-12-28,20Y,4.13
2022-12-28,30Y,3.98
2022-12-29,1Y,4.71
2022-12-29,2Y,4.34
2022-12-29,5Y,3.94
2022-12-29,10Y,3.83
2022-12-29,20Y,4.09
2022-12-29,30Y,3.92
2022-12-30,1Y,4.73
2022-12-30,2Y,4.41
2022-12-30,5Y,3.99
2022-12-30,10Y,3.88
2022-12-30,20Y,4.14
2022-12-30,30Y,3.97
