date,tenor,yield
2026-01-21,1Y,3.53
2026-01-21,2Y,3.6
2026-01-21,5Y,3.83
2026-01-21,10Y,4.26
2026-01-21,20Y,4.82
2026-01-21,30Y,4.87
2026-01-22,1Y,3.53
2026-01-22,2Y,3.61
2026-01-22,5Y,3.85
2026-01-22,10Y,4.26
2026-01-22,20Y,4.79
2026-01-22,30Y,4.84
2026-01-23,1Y,3.53
2026-01-23,2Y,3.6
2026-01-23,5Y,3.84
2026-01-23,10Y,4.24
2026-01-23,20Y,4.78
2026-01-23,30Y,4.82
2026-01-26,1Y,3.52
2026-01-26,2Y,3.56
2026-01-26,5Y,3.82
2026-01-26,10Y,4.22
2026-01-26,20Y,4.75
2026-01-26,30Y,4.8
2026-01-27,1Y,3.5
2026-01-27,2Y,3.53
2026-01-27,5Y,3.81
2026-01-27,10Y,4.24
2026-01-27,20Y,4.79
2026-01-27,30Y,4.83
2026-01-28,1Y,3.52
2026-01-28,2Y,3.56
2026-01-28,5Y,3.83
2026-01-28,10Y,4.26
2026-01-28,20Y,4.81
2026-01-28,30Y,4.85
2026-01-29,1Y,3.5
2026-01-29,2Y,3.53
2026-01-29,5Y,3.8
2026-01-29,10Y,4.24
2026-01-29,20Y,4.8
2026-01-29,30Y,4.85
2026-01-30,1Y,3.48
2026-01-30,2Y,3.52
2026-01-30,5Y,3.79
2026-01-30,10Y,4.26
2026-01-30,20Y,4.82
2026-01-30,30Y,4.87
2026-02-02,1Y,3.49
2026-02-02,2Y,3.57
2026-02-02,5Y,3.83
2026-02-02,10Y,4.29
2026-02-02,20Y,4.85
2026-02-02,30Y,4.9
2026-02-03,1Y,3.49
2026-02-03,2Y,3.57
2026-02-03,5Y,3.83
2026-02-03,10Y,4.28
2026-02-03,20Y,4.85
2026-02-03,30Y,4.9
2026-02-04,1Y,3.49
2026-02-04,2Y,3.57
2026-02-04,5Y,3.83
2026-02-04,10Y,4.29
2026-02-04,20Y,4.86
2026-02-04,30Y,4.91
2026-02-05,1Y,3.44
2026-02-05,2Y,3.47
2026-02-05,5Y,3.74
2026-02-05,10Y,4.21
2026-02-05,20Y,4.79
2026-02-05,30Y,4.85
2026-02-06,1Y,3.45
2026-02-06,2Y,3.5
2026-02-06,5Y,3.76
2026-02-06,10Y,4.22
2026-02-06,20Y,4.8
2026-02-06,30Y,4.85
2026-02-09,1Y,3.43
2026-02-09,2Y,3.48
2026-02-09,5Y,3.75
2026-02-09,10Y,4.22
2026-02-09,20Y,4.79
2026-02-09,30Y,4.85
2026-02-10,1Y,3.4
2026-02-10,2Y,3.45
2026-02-10,5Y,3.7
2026-02-10,10Y,4.16
2026-02-10,20Y,4.73
2026-02-10,30Y,4.78
2026-02-11,1Y,3.47
2026-02-11,2Y,3.52
2026-02-11,5Y,3.75
2026-02-11,10Y,4.18
2026-02-11,20Y,4.76
2026-02-11,30Y,4.82
2026-02-12,1Y,3.45
2026-02-12,2Y,3.47
2026-02-12,5Y,3.67
2026-02-12,10Y,4.09
2026-02-12,20Y,4.68
2026-02-12,30Y,4.72
2026-02-13,1Y,3.42
2026-02-13,2Y,3.4
2026-02-13,5Y,3.61
2026-02-13,10Y,4.04
2026-02-13,20Y,4.64
2026-02-13,30Y,4.69
2026-02-17,1Y,3.48
2026-02-17,2Y,3.43
2026-02-17,5Y,3.63
2026-02-17,10Y,4.05
2026-02-17,20Y,4.63
2026-02-17,30Y,4.68
2026-02-18,1Y,3.49
2026-02-18,2Y,3.47
2026-02-18,5Y,3.66
2026-02-18,10Y,4.09
2026-02-18,20Y,4.65
2026-02-18,30Y,4.71
2026-02-19,1Y,3.5
2026-02-19,2Y,3.47
2026-02-19,5Y,3.65
2026-02-19,10Y,4.08
2026-02-19,20Y,4.64
2026-02-19,30Y,4.7
2026-02-20,1Y,3.51
2026-02-20,2Y,3.48
2026-02-20,5Y,3.65
2026-02-20,10Y,4.08
2026-02-20,20Y,4.66
2026-02-20,30Y,4.72
2026-02-23,1Y,3.5
2026-02-23,2Y,3.43
2026-02-23,5Y,3.59
2026-02-23,10Y,4.03
2026-02-23,20Y,4.63
2026-02-23,30Y,4.7
2026-02-24,1Y,3.52
2026-02-24,2Y,3.43
2026-02-24,5Y,3.61
2026-02-24,10Y,4.04
2026-02-24,20Y,4.63
2026-02-24,30Y,4.7
2026-02-25,1Y,3.53
2026-02-25,2Y,3.45
2026-02-25,5Y,3.61
2026-02-25,10Y,4.05
2026-02-25,20Y,4.63
2026-02-25,30Y,4.7
2026-02-26,1Y,3.52
2026-02-26,2Y,3.42
2026-02-26,5Y,3.57
2026-02-26,10Y,4.02
2026-02-26,20Y,4.6
2026-02-26,30Y,4.67
2026-02-27,1Y,3.48
2026-02-27,2Y,3.38
2026-02-27,5Y,3.51
2026-02-27,10Y,3.97
2026-02-27,20Y,4.57
2026-02-27,30Y,4.64
2026-03-02,1Y,3.54
2026-03-02,2Y,3.47
2026-03-02,5Y,3.62
2026-03-02,10Y,4.05
2026-03-02,20Y,4.64
2026-03-02,30Y,4.7
2026-03-03,1Y,3.55
2026-03-03,2Y,3.51
2026-03-03,5Y,3.63
2026-03-03,10Y,4.06
2026-03-03,20Y,4.65
2026-03-03,30Y,4.7
2026-03-04,1Y,3.58
2026-03-04,2Y,3.54
2026-03-04,5Y,3.67
2026-03-04,10Y,4.09
2026-03-04,20Y,4.67
2026-03-04,30Y,4.72
2026-03-05,1Y,3.59
2026-03-05,2Y,3.57
2026-03-05,5Y,3.72
2026-03-05,10Y,4.13
2026-03-05,20Y,4.71
2026-03-05,30Y,4.74
2026-03-06,1Y,3.55
2026-03-06,2Y,3.56
2026-03-06,5Y,3.72
2026-03-06,10Y,4.15
2026-03-06,20Y,4.74
2026-03-06,30Y,4.77
2026-03-09,1Y,3.56
2026-03-09,2Y,3.56
2026-03-09,5Y,3.71
2026-03-09,10Y,4.12
2026-03-09,20Y,4.7
2026-03-09,30Y,4.72
2026-03-10,1Y,3.56
2026-03-10,2Y,3.57
2026-03-10,5Y,3.73
2026-03-10,10Y,4.15
2026-03-10,20Y,4.74
2026-03-10,30Y,4.78
2026-03-11,1Y,3.6
2026-03-11,2Y,3.64
2026-03-11,5Y,3.79
2026-03-11,10Y,4.21
2026-03-11,20Y,4.82
2026-03-11,30Y,4.86
2026-03-12,1Y,3.66
2026-03-12,2Y,3.76
2026-03-12,5Y,3.88
2026-03-12,10Y,4.27
2026-03-12,20Y,4.86
2026-03-12,30Y,4.88
2026-03-13,1Y,3.66
2026-03-13,2Y,3.73
2026-03-13,5Y,3.87
2026-03-13,10Y,4.28
2026-03-13,20Y,4.89
2026-03-13,30Y,4.9
2026-03-16,1Y,3.64
2026-03-16,2Y,3.68
2026-03-16,5Y,3.8
2026-03-16,10Y,4.23
2026-03-16,20Y,4.83
2026-03-16,30Y,4.86
2026-03-17,1Y,3.63
2026-03-17,2Y,3.68
2026-03-17,5Y,3.79
2026-03-17,10Y,4.2
2026-03-17,20Y,4.81
2026-03-17,30Y,4.85
2026-03-18,1Y,3.68
2026-03-18,2Y,3.76
2026-03-18,5Y,3.87
2026-03-18,10Y,4.26
2026-03-18,20Y,4.84
2026-03-18,30Y,4.88
2026-03-19,1Y,3.73
2026-03-19,2Y,3.79
2026-03-19,5Y,3.88
2026-03-19,10Y,4.25
2026-03-19,20Y,4.82
2026-03-19,30Y,4.83
2026-03-20,1Y,3.8
2026-03-20,2Y,3.88
2026-03-20,5Y,4.01
2026-03-20,10Y,4.39
2026-03-20,20Y,4.97
2026-03-20,30Y,4.96
2026-03-23,1Y,3.76
2026-03-23,2Y,3.83
2026-03-23,5Y,3.95
2026-03-23,10Y,4.34
2026-03-23,20Y,4.93
2026-03-23,30Y,4.91
2026-03-24,1Y,3.81
2026-03-24,2Y,3.9
2026-03-24,5Y,4.03
2026-03-24,10Y,4.39
2026-03-24,20Y,4.95
2026-03-24,30Y,4.94
2026-03-25,1Y,3.77
2026-03-25,2Y,3.84
2026-03-25,5Y,3.96
2026-03-25,10Y,4.33
2026-03-25,20Y,4.9
2026-03-25,30Y,4.89
2026-03-26,1Y,3.83
2026-03-26,2Y,3.96
2026-03-26,5Y,4.08
2026-03-26,10Y,4.42
2026-03-26,20Y,4.96
2026-03-26,30Y,4.93
2026-03-27,1Y,3.77
2026-03-27,2Y,3.88
2026-03-27,5Y,4.06
2026-03-27,10Y,4.44
2026-03-27,20Y,4.99
2026-03-27,30Y,4.98
2026-03-30,1Y,3.71
2026-03-30,2Y,3.82
2026-03-30,5Y,3.97
2026-03-30,10Y,4.35
2026-03-30,20Y,4.92
2026-03-30,30Y,4.91
2026-03-31,1Y,3.68
2026-03-31,2Y,3.79
2026-03-31,5Y,3.92
2026-03-31,10Y,4.3
2026-03-31,20Y,4.88
2026-03-31,30Y,4.88
2026-04-01,1Y,3.68
2026-04-01,2Y,3.81
2026-04-01,5Y,3.97
2026-04-01,10Y,4.33
2026-04-01,20Y,4.91
2026-04-01,30Y,4.91
2026-04-02,1Y,3.68
2026-04-02,2Y,3.79
2026-04-02,5Y,3.94
2026-04-02,10Y,4.31
2026-04-02,20Y,4.88
2026-04-02,30Y,4.88
2026-04-03,1Y,3.72
2026-04-03,2Y,3.84
2026-04-03,5Y,3.99
2026-04-03,10Y,4.35
2026-04-03,20Y,4.91
2026-04-03,30Y,4.91
2026-04-06,1Y,3.72
2026-04-06,2Y,3.84
2026-04-06,5Y,3.98
2026-04-06,10Y,4.34
2026-04-06,20Y,4.89
2026-04-06,30Y,4.89
2026-04-07,1Y,3.68
2026-04-07,2Y,3.81
2026-04-07,5Y,3.95
2026-04-07,10Y,4.33
2026-04-07,20Y,4.9
2026-04-07,30Y,4.9
2026-04-08,1Y,3.69
2026-04-08,2Y,3.79
2026-04-08,5Y,3.92
2026-04-08,10Y,4.29
2026-04-08,20Y,4.87
2026-04-08,30Y,4.89
2026-04-09,1Y,3.68
2026-04-09,2Y,3.78
2026-04-09,5Y,3.91
2026-04-09,10Y,4.29
2026-04-09,20Y,4.88
2026-04-09,30Y,4.9
2026-04-10,1Y,3.7
2026-04-10,2Y,3.81
2026-04-10,5Y,3.94
2026-04-10,10Y,4.31
2026-04-10,20Y,4.89
2026-04-10,30Y,4.91
2026-04-13,1Y,3.7
2026-04-13,2Y,3.78
2026-04-13,5Y,3.92
2026-04-13,10Y,4.3
2026-04-13,20Y,4.88
2026-04-13,30Y,4.9
2026-04-14,1Y,3.71
2026-04-14,2Y,3.76
2026-04-14,5Y,3.87
2026-04-14,10Y,4.26
2026-04-14,20Y,4.84
2026-04-14,30Y,4.87
2026-04-15,1Y,3.7
2026-04-15,2Y,3.76
2026-04-15,5Y,3.9
2026-04-15,10Y,4.29
2026-04-15,20Y,4.87
2026-04-15,30Y,4.89
2026-04-16,1Y,3.69
2026-04-16,2Y,3.78
2026-04-16,5Y,3.91
2026-04-16,10Y,4.32
2026-04-16,20Y,4.9
2026-04-16,30Y,4.93
2026-04-17,1Y,3.64
2026-04-17,2Y,3.71
2026-04-17,5Y,3.84
2026-04-17,10Y,4.26
2026-04-17,20Y,4.85
2026-04-17,30Y,4.88
2026-04-20,1Y,3.65
2026-04-20,2Y,3.72
2026-04-20,5Y,3.86
2026-04-20,10Y,4.26
2026-04-20,20Y,4.85
2026-04-20,30Y,4.88
2026-04-21,1Y,3.69
2026-04-21,2Y,3.78
2026-04-21,5Y,3.91
2026-04-21,10Y,4.3
2026-04-21,20Y,4.87
2026-04-21,30Y,4.89
2026-04-22,1Y,3.69
2026-04-22,2Y,3.79
2026-04-22,5Y,3.91
2026-04-22,10Y,4.3
2026-04-22,20Y,4.87
2026-04-22,30Y,4.9
2026-04-23,1Y,3.7
2026-04-23,2Y,3.83
2026-04-23,5Y,3.96
2026-04-23,10Y,4.34
2026-04-23,20Y,4.9
2026-04-23,30Y,4.92
2026-04-24,1Y,3.67
2026-04-24,2Y,3.78
2026-04-24,5Y,3.92
2026-04-24,10Y,4.31
2026-04-24,20Y,4.88
2026-04-24,30Y,4.91
2026-04-27,1Y,3.69
2026-04-27,2Y,3.78
2026-04-27,5Y,3.94
2026-04-27,10Y,4.35
2026-04-27,20Y,4.92
2026-04-27,30Y,4.94
2026-04-28,1Y,3.71
2026-04-28,2Y,3.84
2026-04-28,5Y,3.97
2026-04-28,10Y,4.36
2026-04-28,20Y,4.92
2026-04-28,30Y,4.94
2026-04-29,1Y,3.75
2026-04-29,2Y,3.92
2026-04-29,5Y,4.05
2026-04-29,10Y,4.42
2026-04-29,20Y,4.97
2026-04-29,30Y,4.98
2026-04-30,1Y,3.72
2026-04-30,2Y,3.88
2026-04-30,5Y,4.02
2026-04-30,10Y,4.4
2026-04-30,20Y,4.97
2026-04-30,30Y,4.98
2026-05-01,1Y,3.73
2026-05-01,2Y,3.88
2026-05-01,5Y,4.02
2026-05-01,10Y,4.39
2026-05-01,20Y,4.96
2026-05-01,30Y,4.97
2026-05-04,1Y,3.78
2026-05-04,2Y,3.95
2026-05-04,5Y,4.08
2026-05-04,10Y,4.45
2026-05-04,20Y,5.01
2026-05-04,30Y,5.02
2026-05-05,1Y,3.77
2026-05-05,2Y,3.93
2026-05-05,5Y,4.08
2026-05-05,10Y,4.43
2026-05-05,20Y,4.98
2026-05-05,30Y,4.98
2026-05-06,1Y,3.73
2026-05-06,2Y,3.87
2026-05-06,5Y,3.99
2026-05-06,10Y,4.36
2026-05-06,20Y,4.92
2026-05-06,30Y,4.94
2026-05-07,1Y,3.76
2026-05-07,2Y,3.92
2026-05-07,5Y,4.04
2026-05-07,10Y,4.41
2026-05-07,20Y,4.96
2026-05-07,30Y,4.97
2026-05-08,1Y,3.75
2026-05-08,2Y,3.9
2026-05-08,5Y,4.02
2026-05-08,10Y,4.38
2026-05-08,20Y,4.93
2026-05-08,30Y,4.95
2026-05-11,1Y,3.79
2026-05-11,2Y,3.95
2026-05-11,5Y,4.07
2026-05-11,10Y,4.42
2026-05-11,20Y,4.97
2026-05-11,30Y,4.98
2026-05-12,1Y,3.8
2026-05-12,2Y,4.0
2026-05-12,5Y,4.12
2026-05-12,10Y,4.46
2026-05-12,20Y,5.02
2026-05-12,30Y,5.03
2026-05-13,1Y,3.79
2026-05-13,2Y,3.98
2026-05-13,5Y,4.12
2026-05-13,10Y,4.46
2026-05-13,20Y,5.03
2026-05-13,30Y,5.03
2026-05-14,1Y,3.79
2026-05-14,2Y,4.0
2026-05-14,5Y,4.13
2026-05-14,10Y,4.47
2026-05-14,20Y,5.01
2026-05-14,30Y,5.02
2026-05-15,1Y,3.82
2026-05-15,2Y,4.09
2026-05-15,5Y,4.26
2026-05-15,10Y,4.59
2026-05-15,20Y,5.14
2026-05-15,30Y,5.12
2026-05-18,1Y,3.81
2026-05-18,2Y,4.07
2026-05-18,5Y,4.27
2026-05-18,10Y,4.61
2026-05-18,20Y,5.14
2026-05-18,30Y,5.14
2026-05-19,1Y,3.83
2026-05-19,2Y,4.13
2026-05-19,5Y,4.32
2026-05-19,10Y,4.67
2026-05-19,20Y,5.19
2026-05-19,30Y,5.18
2026-05-20,1Y,3.79
2026-05-20,2Y,4.04
2026-05-20,5Y,4.22
2026-05-20,10Y,4.57
2026-05-20,20Y,5.1
2026-05-20,30Y,5.11
2026-05-21,1Y,3.83
2026-05-21,2Y,4.08
2026-05-21,5Y,4.25
2026-05-21,10Y,4.57
2026-05-21,20Y,5.09
2026-05-21,30Y,5.1
2026-05-22,1Y,3.86
2026-05-22,2Y,4.13
2026-05-22,5Y,4.27
2026-05-22,10Y,4.56
2026-05-22,20Y,5.06
2026-05-22,30Y,5.07
2026-05-26,1Y,3.82
2026-05-26,2Y,4.01
2026-05-26,5Y,4.19
2026-05-26,10Y,4.5
2026-05-26,20Y,5.03
2026-05-26,30Y,5.03
2026-05-27,1Y,3.8
2026-05-27,2Y,4.0
2026-05-27,5Y,4.17
2026-05-27,10Y,4.48
2026-05-27,20Y,5.01
2026-05-27,30Y,5.01
2026-05-28,1Y,3.8
2026-05-28,2Y,3.99
2026-05-28,5Y,4.15
2026-05-28,10Y,4.45
2026-05-28,20Y,4.98
2026-05-28,30Y,4.98
2026-05-29,1Y,3.79
2026-05-29,2Y,3.98
2026-05-29,5Y,4.13
2026-05-29,10Y,4.45
2026-05-29,20Y,4.98
2026-05-29,30Y,4.99
2026-06-01,1Y,3.83
2026-06-01,2Y,4.05
2026-06-01,5Y,4.18
2026-06-01,10Y,4.47
2026-06-01,20Y,4.99
2026-06-01,30Y,4.99
2026-06-02,1Y,3.82
2026-06-02,2Y,4.05
2026-06-02,5Y,4.17
2026-06-02,10Y,4.46
2026-06-02,20Y,4.97
2026-06-02,30Y,4.97
2026-06-03,1Y,3.84
2026-06-03,2Y,4.08
2026-06-03,5Y,4.21
2026-06-03,10Y,4.49
2026-06-03,20Y,5.0
2026-06-03,30Y,4.99
2026-06-04,1Y,3.82
2026-06-04,2Y,4.05
2026-06-04,5Y,4.18
2026-06-04,10Y,4.47
2026-06-04,20Y,4.98
2026-06-04,30Y,4.97
2026-06-05,1Y,3.88
2026-06-05,2Y,4.17
2026-06-05,5Y,4.29
2026-06-05,10Y,4.55
2026-06-05,20Y,5.03
2026-06-05,30Y,5.01
2026-06-08,1Y,3.85
2026-06-08,2Y,4.15
2026-06-08,5Y,4.29
2026-06-08,10Y,4.56
2026-06-08,20Y,5.05
2026-06-08,30Y,5.03
2026-06-09,1Y,3.9
2026-06-09,2Y,4.13
2026-06-09,5Y,4.26
2026-06-09,10Y,4.53
2026-06-09,20Y,5.02
2026-06-09,30Y,5.01
2026-06-10,1Y,3.9
2026-06-10,2Y,4.13
2026-06-10,5Y,4.27
2026-06-10,10Y,4.55
2026-06-10,20Y,5.04
2026-06-10,30Y,5.03
2026-06-11,1Y,3.85
2026-06-11,2Y,4.05
2026-06-11,5Y,4.18
2026-06-11,10Y,4.45
2026-06-11,20Y,4.96
2026-06-11,30Y,4.95
2026-06-12,1Y,3.86
2026-06-12,2Y,4.09
2026-06-12,5Y,4.21
2026-06-12,10Y,4.48
2026-06-12,20Y,4.98
2026-06-12,30Y,4.97
2026-06-15,1Y,3.84
2026-06-15,2Y,4.07
2026-06-15,5Y,4.18
2026-06-15,10Y,4.47
2026-06-15,20Y,4.97
2026-06-15,30Y,4.97
2026-06-16,1Y,3.84
2026-06-16,2Y,4.05
2026-06-16,5Y,4.16
2026-06-16,10Y,4.43
2026-06-16,20Y,4.92
2026-06-16,30Y,4.93
2026-06-17,1Y,3.98
2026-06-17,2Y,4.2
2026-06-17,5Y,4.27
2026-06-17,10Y,4.49
2026-06-17,20Y,4.95
2026-06-17,30Y,4.93
2026-06-18,1Y,4.0
2026-06-18,2Y,4.19
2026-06-18,5Y,4.23
2026-06-18,10Y,4.46
2026-06-18,20Y,4.91
2026-06-18,30Y,4.9
2026-06-22,1Y,4.04
2026-06-22,2Y,4.24
2026-06-22,5Y,4.29
2026-06-22,10Y,4.51
2026-06-22,20Y,4.97
2026-06-22,30Y,4.95
2026-06-23,1Y,4.01
2026-06-23,2Y,4.16
2026-06-23,5Y,4.27
2026-06-23,10Y,4.5
2026-06-23,20Y,4.96
2026-06-23,30Y,4.94
2026-06-24,1Y,3.99
2026-06-24,2Y,4.11
2026-06-24,5Y,4.17
2026-06-24,10Y,4.41
2026-06-24,20Y,4.87
2026-06-24,30Y,4.86
2026-06-25,1Y,3.96
2026-06-25,2Y,4.09
2026-06-25,5Y,4.15
2026-06-25,10Y,4.4
2026-06-25,20Y,4.87
2026-06-25,30Y,4.86
2026-06-26,1Y,3.94
2026-06-26,2Y,4.07
2026-06-26,5Y,4.12
2026-06-26,10Y,4.38
2026-06-26,20Y,4.87
2026-06-26,30Y,4.87
2026-06-29,1Y,3.97
2026-06-29,2Y,4.1
2026-06-29,5Y,4.14
2026-06-29,10Y,4.38
2026-06-29,20Y,4.86
2026-06-29,30Y,4.86
2026-06-30,1Y,3.98
2026-06-30,2Y,4.14
2026-06-30,5Y,4.19
2026-06-30,10Y,4.44
2026-06-30,20Y,4.93
2026-06-30,30Y,4.91
2026-07-01,1Y,4.0
2026-07-01,2Y,4.17
2026-07-01,5Y,4.24
2026-07-01,10Y,4.48
2026-07-01,20Y,4.97
2026-07-01,30Y,4.97
2026-07-02,1Y,3.96
2026-07-02,2Y,4.14
2026-07-02,5Y,4.23
2026-07-02,10Y,4.49
2026-07-02,20Y,4.99
2026-07-02,30Y,4.98
2026-07-06,1Y,3.95
2026-07-06,2Y,4.13
2026-07-06,5Y,4.21
2026-07-06,10Y,4.48
2026-07-06,20Y,4.99
2026-07-06,30Y,4.99
2026-07-07,1Y,4.06
2026-07-07,2Y,4.19
2026-07-07,5Y,4.27
2026-07-07,10Y,4.55
2026-07-07,20Y,5.05
2026-07-07,30Y,5.05
2026-07-08,1Y,4.06
2026-07-08,2Y,4.21
2026-07-08,5Y,4.31
2026-07-08,10Y,4.56
2026-07-08,20Y,5.07
2026-07-08,30Y,5.06
2026-07-09,1Y,4.02
2026-07-09,2Y,4.16
2026-07-09,5Y,4.27
2026-07-09,10Y,4.54
2026-07-09,20Y,5.06
2026-07-09,30Y,5.05
2026-07-10,1Y,4.06
2026-07-10,2Y,4.21
2026-07-10,5Y,4.3
2026-07-10,10Y,4.56
2026-07-10,20Y,5.08
2026-07-10,30Y,5.06
2026-07-13,1Y,4.12
2026-07-13,2Y,4.26
2026-07-13,5Y,4.37
2026-07-13,10Y,4.62
2026-07-13,20Y,5.11
2026-07-13,30Y,5.1
2026-07-14,1Y,4.02
2026-07-14,2Y,4.18
2026-07-14,5Y,4.31
2026-07-14,10Y,4.58
2026-07-14,20Y,5.09
2026-07-14,30Y,5.08
2026-07-15,1Y,3.97
2026-07-15,2Y,4.13
2026-07-15,5Y,4.26
2026-07-15,10Y,4.55
2026-07-15,20Y,5.07
2026-07-15,30Y,5.08
2026-07-16,1Y,3.99
2026-07-16,2Y,4.16
2026-07-16,5Y,4.28
2026-07-16,10Y,4.57
2026-07-16,20Y,5.09
2026-07-16,30Y,5.09
2026-07-17,1Y,4.01
2026-07-17,2Y,4.18
2026-07-17,5Y,4.28
2026-07-17,10Y,4.55
2026-07-17,20Y,5.07
2026-07-17,30Y,5.06
2026-07-20,1Y,4.03
2026-07-20,2Y,4.21
2026-07-20,5Y,4.33
2026-07-20,10Y,4.6
2026-07-20,20Y,5.12
2026-07-20,30Y,5.11
2026-07-21,1Y,4.08
2026-07-21,2Y,4.26
2026-07-21,5Y,4.37
2026-07-21,10Y,4.63
2026-07-21,20Y,5.14
2026-07-21,30Y,5.13
2026-07-22,1Y,4.11
2026-07-22,2Y,4.31
2026-07-22,5Y,4.41
2026-07-22,10Y,4.67
2026-07-22,20Y,5.17
2026-07-22,30Y,5.15
2026-07-23,1Y,4.15
2026-07-23,2Y,4.37
2026-07-23,5Y,4.46
2026-07-23,10Y,4.71
2026-07-23,20Y,5.2
2026-07-23,30Y,5.17
2026-07-24,1Y,4.14
2026-07-24,2Y,4.33
2026-07-24,5Y,4.43
2026-07-24,10Y,4.69
2026-07-24,20Y,5.18
2026-07-24,30Y,5.16
2026-07-27,1Y,4.14
2026-07-27,2Y,4.31
2026-07-27,5Y,4.4
2026-07-27,10Y,4.65
2026-07-27,20Y,5.15
2026-07-27,30Y,5.12
2026-07-28,1Y,4.09
2026-07-28,2Y,4.26
2026-07-28,5Y,4.35
2026-07-28,10Y,4.61
2026-07-28,20Y,5.11
2026-07-28,30Y,5.09
2026-07-29,1Y,4.04
2026-07-29,2Y,4.22
2026-07-29,5Y,4.37
2026-07-29,10Y,4.67
2026-07-29,20Y,5.21
2026-07-29,30Y,5.2
2026-07-30,1Y,4.04
2026-07-30,2Y,4.23
2026-07-30,5Y,4.38
2026-07-30,10Y,4.68
2026-07-30,20Y,5.22
2026-07-30,30Y,5.21
2026-07-31,1Y,4.08
2026-07-31,2Y,4.28
2026-07-31,5Y,4.45
2026-07-31,10Y,4.75
2026-07-31,20Y,5.28
2026-07-31,30Y,5.27
2026-08-03,1Y,4.07
2026-08-03,2Y,4.25
2026-08-03,5Y,4.4
2026-08-03,10Y,4.7
2026-08-03,20Y,5.23
2026-08-03,30Y,5.23
2026-08-04,1Y,4.04
2026-08-04,2Y,4.2
2026-08-04,5Y,4.33
2026-08-04,10Y,4.63
2026-08-04,20Y,5.18
2026-08-04,30Y,5.18
2026-08-05,1Y,4.03
2026-08-05,2Y,4.18
2026-08-05,5Y,4.33
2026-08-05,10Y,4.63
2026-08-05,20Y,5.18
2026-08-05,30Y,5.17
2026-08-06,1Y,4.06
2026-08-06,2Y,4.25
2026-08-06,5Y,4.4
2026-08-06,10Y,4.69
2026-08-06,20Y,5.22
2026-08-06,30Y,5.22
2026-08-07,1Y,4.01
2026-08-07,2Y,4.19
2026-08-07,5Y,4.35
2026-08-07,10Y,4.65
2026-08-07,20Y,5.2
2026-08-07,30Y,5.19
2026-08-10,1Y,4.04
2026-08-10,2Y,4.25
2026-08-10,5Y,4.41
2026-08-10,10Y,4.72
2026-08-10,20Y,5.25
2026-08-10,30Y,5.25
2026-08-11,1Y,4.03
2026-08-11,2Y,4.22
2026-08-11,5Y,4.39
2026-08-11,10Y,4.7
2026-08-11,20Y,5.25
2026-08-11,30Y,5.24
2026-08-12,1Y,4.0
2026-08-12,2Y,4.2
2026-08-12,5Y,4.38
2026-08-12,10Y,4.68
2026-08-12,20Y,5.24
2026-08-12,30Y,5.24
2026-08-13,1Y,3.97
2026-08-13,2Y,4.15
2026-08-13,5Y,4.32
2026-08-13,10Y,4.63
2026-08-13,20Y,5.2
2026-08-13,30Y,5.21
2026-08-14,1Y,3.98
2026-08-14,2Y,4.17
