date,tenor,yield
2021-08-13,5Y,0.79
2021-08-13,10Y,1.29
2021-08-13,20Y,1.85
2021-08-13,30Y,1.94
2021-08-16,1Y,0.08
2021-08-16,2Y,0.21
2021-08-16,5Y,0.75
2021-08-16,10Y,1.26
2021-08-16,20Y,1.82
2021-08-16,30Y,1.92
2021-08-17,1Y,0.07
2021-08-17,2Y,0.23
2021-08-17,5Y,0.77
2021-08-17,10Y,1.26
2021-08-17,20Y,1.82
2021-08-17,30Y,1.92
2021-08-18,1Y,0.07
2021-08-18,2Y,0.23
2021-08-18,5Y,0.79
2021-08-18,10Y,1.27
2021-08-18,20Y,1.84
2021-08-18,30Y,1.91
2021-08-19,1Y,0.06
2021-08-19,2Y,0.22
2021-08-19,5Y,0.78
2021-08-19,10Y,1.24
2021-08-19,20Y,1.8
2021-08-19,30Y,1.88
2021-08-20,1Y,0.06
2021-08-20,2Y,0.23
2021-08-20,5Y,0.8
2021-08-20,10Y,1.26
2021-08-20,20Y,1.79
2021-08-20,30Y,1.87
2021-08-23,1Y,0.07
2021-08-23,2Y,0.23
2021-08-23,5Y,0.78
2021-08-23,10Y,1.25
2021-08-23,20Y,1.79
2021-08-23,30Y,1.87
2021-08-24,1Y,0.06
2021-08-24,2Y,0.24
2021-08-24,5Y,0.8
2021-08-24,10Y,1.29
2021-08-24,20Y,1.83
2021-08-24,30Y,1.91
2021-08-25,1Y,0.07
2021-08-25,2Y,0.23
2021-08-25,5Y,0.84
2021-08-25,10Y,1.35
2021-08-25,20Y,1.88
2021-08-25,30Y,1.96
2021-08-26,1Y,0.07
2021-08-26,2Y,0.25
2021-08-26,5Y,0.84
2021-08-26,10Y,1.34
2021-08-26,20Y,1.87
2021-08-26,30Y,1.94
2021-08-27,1Y,0.07
2021-08-27,2Y,0.22
2021-08-27,5Y,0.79
2021-08-27,10Y,1.31
2021-08-27,20Y,1.84
2021-08-27,30Y,1.91
2021-08-30,1Y,0.08
2021-08-30,2Y,0.2
2021-08-30,5Y,0.77
2021-08-30,10Y,1.29
2021-08-30,20Y,1.82
2021-08-30,30Y,1.9
2021-08-31,1Y,0.07
2021-08-31,2Y,0.2
2021-08-31,5Y,0.77
2021-08-31,10Y,1.3
2021-08-31,20Y,1.85
2021-08-31,30Y,1.92
2021-09-01,1Y,0.07
2021-09-01,2Y,0.2
2021-09-01,5Y,0.78
2021-09-01,10Y,1.31
2021-09-01,20Y,1.84
2021-09-01,30Y,1.92
2021-09-02,1Y,0.07
2021-09-02,2Y,0.2
2021-09-02,5Y,0.78
2021-09-02,10Y,1.29
2021-09-02,20Y,1.83
2021-09-02,30Y,1.9
2021-09-03,1Y,0.08
2021-09-03,2Y,0.21
2021-09-03,5Y,0.78
2021-09-03,10Y,1.33
2021-09-03,20Y,1.87
2021-09-03,30Y,1.94
2021-09-07,1Y,0.08
2021-09-07,2Y,0.22
2021-09-07,5Y,0.82
2021-09-07,10Y,1.38
2021-09-07,20Y,1.91
2021-09-07,30Y,1.99
2021-09-08,1Y,0.08
2021-09-08,2Y,0.22
2021-09-08,5Y,0.81
2021-09-08,10Y,1.35
2021-09-08,20Y,1.88
2021-09-08,30Y,1.95
2021-09-09,1Y,0.07
2021-09-09,2Y,0.23
2021-09-09,5Y,0.79
2021-09-09,10Y,1.3
2021-09-09,20Y,1.83
2021-09-09,30Y,1.9
2021-09-10,1Y,0.08
2021-09-10,2Y,0.23
2021-09-10,5Y,0.82
2021-09-10,10Y,1.35
2021-09-10,20Y,1.86
2021-09-10,30Y,1.94
2021-09-13,1Y,0.07
2021-09-13,2Y,0.21
2021-09-13,5Y,0.81
2021-09-13,10Y,1.33
2021-09-13,20Y,1.83
2021-09-13,30Y,1.91
2021-09-14,1Y,0.07
2021-09-14,2Y,0.21
2021-09-14,5Y,0.79
2021-09-14,10Y,1.28
2021-09-14,20Y,1.78
2021-09-14,30Y,1.85
2021-09-15,1Y,0.07
2021-09-15,2Y,0.21
2021-09-15,5Y,0.81
2021-09-15,10Y,1.31
2021-09-15,20Y,1.8
2021-09-15,30Y,1.87
2021-09-16,1Y,0.07
2021-09-16,2Y,0.23
2021-09-16,5Y,0.84
2021-09-16,10Y,1.34
2021-09-16,20Y,1.83
2021-09-16,30Y,1.88
2021-09-17,1Y,0.07
2021-09-17,2Y,0.23
2021-09-17,5Y,0.88
2021-09-17,10Y,1.37
2021-09-17,20Y,1.85
2021-09-17,30Y,1.91
2021-09-20,1Y,0.07
2021-09-20,2Y,0.23
2021-09-20,5Y,0.83
2021-09-20,10Y,1.31
2021-09-20,20Y,1.79
2021-09-20,30Y,1.85
2021-09-21,1Y,0.07
2021-09-21,2Y,0.22
2021-09-21,5Y,0.84
2021-09-21,10Y,1.33
2021-09-21,20Y,1.81
2021-09-21,30Y,1.86
2021-09-22,1Y,0.08
2021-09-22,2Y,0.25
2021-09-22,5Y,0.86
2021-09-22,10Y,1.32
2021-09-22,20Y,1.78
2021-09-22,30Y,1.84
2021-09-23,1Y,0.08
2021-09-23,2Y,0.27
2021-09-23,5Y,0.94
2021-09-23,10Y,1.41
2021-09-23,20Y,1.87
2021-09-23,30Y,1.92
2021-09-24,1Y,0.08
2021-09-24,2Y,0.29
2021-09-24,5Y,0.97
2021-09-24,10Y,1.47
2021-09-24,20Y,1.94
2021-09-24,30Y,1.99
2021-09-27,1Y,0.09
2021-09-27,2Y,0.31
2021-09-27,5Y,0.98
2021-09-27,10Y,1.48
2021-09-27,20Y,1.95
2021-09-27,30Y,1.99
2021-09-28,1Y,0.09
2021-09-28,2Y,0.31
2021-09-28,5Y,1.02
2021-09-28,10Y,1.54
2021-09-28,20Y,2.02
2021-09-28,30Y,2.07
2021-09-29,1Y,0.09
2021-09-29,2Y,0.3
2021-09-29,5Y,1.01
2021-09-29,10Y,1.55
2021-09-29,20Y,2.04
2021-09-29,30Y,2.09
2021-09-30,1Y,0.09
2021-09-30,2Y,0.28
2021-09-30,5Y,0.98
2021-09-30,10Y,1.52
2021-09-30,20Y,2.02
2021-09-30,30Y,2.08
2021-10-01,1Y,0.09
2021-10-01,2Y,0.27
2021-10-01,5Y,0.93
2021-10-01,10Y,1.48
2021-10-01,20Y,1.99
2021-10-01,30Y,2.04
2021-10-04,1Y,0.09
2021-10-04,2Y,0.27
2021-10-04,5Y,0.95
2021-10-04,10Y,1.49
2021-10-04,20Y,1.99
2021-10-04,30Y,2.05
2021-10-05,1Y,0.09
2021-10-05,2Y,0.28
2021-10-05,5Y,0.98
2021-10-05,10Y,1.54
2021-10-05,20Y,2.04
2021-10-05,30Y,2.1
2021-10-06,1Y,0.1
2021-10-06,2Y,0.3
2021-10-06,5Y,0.99
2021-10-06,10Y,1.53
2021-10-06,20Y,2.02
2021-10-06,30Y,2.08
2021-10-07,1Y,0.1
2021-10-07,2Y,0.32
2021-10-07,5Y,1.02
2021-10-07,10Y,1.58
2021-10-07,20Y,2.08
2021-10-07,30Y,2.13
2021-10-08,1Y,0.09
2021-10-08,2Y,0.32
2021-10-08,5Y,1.05
2021-10-08,10Y,1.61
2021-10-08,20Y,2.11
2021-10-08,30Y,2.16
2021-10-12,1Y,0.1
2021-10-12,2Y,0.35
2021-10-12,5Y,1.08
2021-10-12,10Y,1.59
2021-10-12,20Y,2.05
2021-10-12,30Y,2.1
2021-10-13,1Y,0.11
2021-10-13,2Y,0.37
2021-10-13,5Y,1.09
2021-10-13,10Y,1.56
2021-10-13,20Y,2.0
2021-10-13,30Y,2.05
2021-10-14,1Y,0.1
2021-10-14,2Y,0.36
2021-10-14,5Y,1.05
2021-10-14,10Y,1.52
2021-10-14,20Y,1.97
2021-10-14,30Y,2.02
2021-10-15,1Y,0.12
2021-10-15,2Y,0.41
2021-10-15,5Y,1.13
2021-10-15,10Y,1.59
2021-10-15,20Y,2.02
2021-10-15,30Y,2.05
2021-10-18,1Y,0.11
2021-10-18,2Y,0.44
2021-10-18,5Y,1.16
2021-10-18,10Y,1.59
2021-10-18,20Y,1.99
2021-10-18,30Y,2.01
2021-10-19,1Y,0.11
2021-10-19,2Y,0.41
2021-10-19,5Y,1.17
2021-10-19,10Y,1.65
2021-10-19,20Y,2.07
2021-10-19,30Y,2.09
2021-10-20,1Y,0.1
2021-10-20,2Y,0.4
2021-10-20,5Y,1.16
2021-10-20,10Y,1.65
2021-10-20,20Y,2.09
2021-10-20,30Y,2.12
2021-10-21,1Y,0.12
2021-10-21,2Y,0.45
2021-10-21,5Y,1.23
2021-10-21,10Y,1.68
2021-10-21,20Y,2.1
2021-10-21,30Y,2.13
2021-10-22,1Y,0.13
2021-10-22,2Y,0.48
2021-10-22,5Y,1.22
2021-10-22,10Y,1.66
2021-10-22,20Y,2.06
2021-10-22,30Y,2.08
2021-10-25,1Y,0.14
2021-10-25,2Y,0.47
2021-10-25,5Y,1.19
2021-10-25,10Y,1.64
2021-10-25,20Y,2.07
2021-10-25,30Y,2.09
2021-10-26,1Y,0.14
2021-10-26,2Y,0.47
2021-10-26,5Y,1.2
2021-10-26,10Y,1.63
2021-10-26,20Y,2.03
2021-10-26,30Y,2.05
2021-10-27,1Y,0.12
2021-10-27,2Y,0.5
2021-10-27,5Y,1.16
2021-10-27,10Y,1.54
2021-10-27,20Y,1.93
2021-10-27,30Y,1.95
2021-10-28,1Y,0.15
2021-10-28,2Y,0.5
2021-10-28,5Y,1.18
2021-10-28,10Y,1.57
2021-10-28,20Y,1.98
2021-10-28,30Y,1.96
2021-10-29,1Y,0.15
2021-10-29,2Y,0.48
2021-10-29,5Y,1.18
2021-10-29,10Y,1.55
2021-10-29,20Y,1.98
2021-10-29,30Y,1.93
2021-11-01,1Y,0.15
2021-11-01,2Y,0.5
2021-11-01,5Y,1.2
2021-11-01,10Y,1.58
2021-11-01,20Y,2.01
2021-11-01,30Y,1.98
2021-11-02,1Y,0.15
2021-11-02,2Y,0.46
2021-11-02,5Y,1.15
2021-11-02,10Y,1.56
2021-11-02,20Y,1.97
2021-11-02,30Y,1.96
2021-11-03,1Y,0.17
2021-11-03,2Y,0.47
2021-11-03,5Y,1.19
2021-11-03,10Y,1.6
2021-11-03,20Y,2.01
2021-11-03,30Y,2.0
2021-11-04,1Y,0.14
2021-11-04,2Y,0.41
2021-11-04,5Y,1.1
2021-11-04,10Y,1.53
2021-11-04,20Y,1.96
2021-11-04,30Y,1.96
2021-11-05,1Y,0.14
2021-11-05,2Y,0.39
2021-11-05,5Y,1.04
2021-11-05,10Y,1.45
2021-11-05,20Y,1.88
2021-11-05,30Y,1.87
2021-11-08,1Y,0.16
2021-11-08,2Y,0.45
2021-11-08,5Y,1.13
2021-11-08,10Y,1.51
2021-11-08,20Y,1.91
2021-11-08,30Y,1.89
2021-11-09,1Y,0.14
2021-11-09,2Y,0.41
2021-11-09,5Y,1.08
2021-11-09,10Y,1.46
2021-11-09,20Y,1.86
2021-11-09,30Y,1.83
2021-11-10,1Y,0.17
2021-11-10,2Y,0.51
2021-11-10,5Y,1.23
2021-11-10,10Y,1.56
2021-11-10,20Y,1.96
2021-11-10,30Y,1.92
2021-11-12,1Y,0.17
2021-11-12,2Y,0.53
2021-11-12,5Y,1.24
2021-11-12,10Y,1.58
2021-11-12,20Y,1.99
2021-11-12,30Y,1.95
2021-11-15,1Y,0.18
2021-11-15,2Y,0.53
2021-11-15,5Y,1.26
2021-11-15,10Y,1.63
2021-11-15,20Y,2.05
2021-11-15,30Y,2.01
2021-11-16,1Y,0.17
2021-11-16,2Y,0.54
2021-11-16,5Y,1.27
2021-11-16,10Y,1.63
2021-11-16,20Y,2.06
2021-11-16,30Y,2.02
2021-11-17,1Y,0.18
2021-11-17,2Y,0.52
2021-11-17,5Y,1.24
2021-11-17,10Y,1.6
2021-11-17,20Y,2.04
2021-11-17,30Y,2.0
2021-11-18,1Y,0.18
2021-11-18,2Y,0.52
2021-11-18,5Y,1.22
2021-11-18,10Y,1.59
2021-11-18,20Y,2.01
2021-11-18,30Y,1.97
2021-11-19,1Y,0.18
2021-11-19,2Y,0.52
2021-11-19,5Y,1.22
2021-11-19,10Y,1.54
2021-11-19,20Y,1.95
2021-11-19,30Y,1.91
2021-11-22,1Y,0.2
2021-11-22,2Y,0.63
2021-11-22,5Y,1.33
2021-11-22,10Y,1.63
2021-11-22,20Y,2.03
2021-11-22,30Y,1.98
2021-11-23,1Y,0.21
2021-11-23,2Y,0.6
2021-11-23,5Y,1.33
2021-11-23,10Y,1.67
2021-11-23,20Y,2.08
2021-11-23,30Y,2.02
2021-11-24,1Y,0.24
2021-11-24,2Y,0.64
2021-11-24,5Y,1.34
2021-11-24,10Y,1.64
2021-11-24,20Y,2.03
2021-11-24,30Y,1.96
2021-11-26,1Y,0.2
2021-11-26,2Y,0.5
2021-11-26,5Y,1.16
2021-11-26,10Y,1.48
2021-11-26,20Y,1.89
2021-11-26,30Y,1.83
2021-11-29,1Y,0.21
2021-11-29,2Y,0.51
2021-11-29,5Y,1.18
2021-11-29,10Y,1.52
2021-11-29,20Y,1.93
2021-11-29,30Y,1.87
2021-11-30,1Y,0.24
2021-11-30,2Y,0.52
2021-11-30,5Y,1.14
2021-11-30,10Y,1.43
2021-11-30,20Y,1.85
2021-11-30,30Y,1.78
2021-12-01,1Y,0.25
2021-12-01,2Y,0.56
2021-12-01,5Y,1.15
2021-12-01,10Y,1.43
2021-12-01,20Y,1.84
2021-12-01,30Y,1.77
2021-12-02,1Y,0.27
2021-12-02,2Y,0.63
2021-12-02,5Y,1.21
2021-12-02,10Y,1.44
2021-12-02,20Y,1.87
2021-12-02,30Y,1.76
2021-12-03,1Y,0.26
2021-12-03,2Y,0.6
2021-12-03,5Y,1.13
2021-12-03,10Y,1.35
2021-12-03,20Y,1.77
2021-12-03,30Y,1.69
2021-12-06,1Y,0.28
2021-12-06,2Y,0.65
2021-12-06,5Y,1.21
2021-12-06,10Y,1.43
2021-12-06,20Y,1.84
2021-12-06,30Y,1.75
2021-12-07,1Y,0.31
2021-12-07,2Y,0.7
2021-12-07,5Y,1.26
2021-12-07,10Y,1.48
2021-12-07,20Y,1.88
2021-12-07,30Y,1.8
2021-12-08,1Y,0.29
2021-12-08,2Y,0.68
2021-12-08,5Y,1.27
2021-12-08,10Y,1.52
2021-12-08,20Y,1.93
2021-12-08,30Y,1.87
2021-12-09,1Y,0.28
2021-12-09,2Y,0.7
2021-12-09,5Y,1.26
2021-12-09,10Y,1.49
2021-12-09,20Y,1.91
2021-12-09,30Y,1.87
2021-12-10,1Y,0.27
2021-12-10,2Y,0.67
2021-12-10,5Y,1.25
2021-12-10,10Y,1.48
2021-12-10,20Y,1.91
2021-12-10,30Y,1.88
2021-12-13,1Y,0.27
2021-12-13,2Y,0.66
2021-12-13,5Y,1.21
2021-12-13,10Y,1.42
2021-12-13,20Y,1.86
2021-12-13,30Y,1.81
2021-12-14,1Y,0.26
2021-12-14,2Y,0.67
2021-12-14,5Y,1.23
2021-12-14,10Y,1.44
2021-12-14,20Y,1.87
2021-12-14,30Y,1.82
2021-12-15,1Y,0.29
2021-12-15,2Y,0.69
2021-12-15,5Y,1.26
2021-12-15,10Y,1.47
2021-12-15,20Y,1.91
2021-12-15,30Y,1.86
2021-12-16,1Y,0.26
2021-12-16,2Y,0.64
2021-12-16,5Y,1.19
2021-12-16,10Y,1.44
2021-12-16,20Y,1.91
2021-12-16,30Y,1.87
2021-12-17,1Y,0.27
2021-12-17,2Y,0.66
2021-12-17,5Y,1.18
2021-12-17,10Y,1.41
2021-12-17,20Y,1.87
2021-12-17,30Y,1.82
2021-12-20,1Y,0.27
2021-12-20,2Y,0.65
2021-12-20,5Y,1.17
2021-12-20,10Y,1.43
2021-12-20,20Y,1.9
2021-12-20,30Y,1.85
2021-12-21,1Y,0.29
2021-12-21,2Y,0.7
2021-12-21,5Y,1.24
2021-12-21,10Y,1.48
2021-12-21,20Y,1.92
2021-12-21,30Y,1.89
2021-12-22,1Y,0.28
2021-12-22,2Y,0.68
2021-12-22,5Y,1.23
2021-12-22,10Y,1.46
2021-12-22,20Y,1.89
2021-12-22,30Y,1.86
2021-12-23,1Y,0.31
2021-12-23,2Y,0.71
2021-12-23,5Y,1.25
2021-12-23,10Y,1.5
2021-12-23,20Y,1.94
2021-12-23,30Y,1.91
2021-12-27,1Y,0.33
2021-12-27,2Y,0.76
2021-12-27,5Y,1.26
2021-12-27,10Y,1.48
2021-12-27,20Y,1.92
2021-12-27,30Y,1.88
2021-12-28,1Y,0.39
2021-12-28,2Y,0.74
2021-12-28,5Y,1.27
2021-12-28,10Y,1.49
2021-12-28,20Y,1.94
2021-12-28,30Y,1.9
2021-12-29,1Y,0.38
2021-12-29,2Y,0.75
2021-12-29,5Y,1.29
2021-12-29,10Y,1.55
2021-12-29,20Y,2.0
2021-12-29,30Y,1.96
2021-12-30,1Y,0.38
2021-12-30,2Y,0.73
2021-12-30,5Y,1.27
2021-12-30,10Y,1.52
2021-12-30,20Y,1.97
2021-12-30,30Y,1.93
2021-12-31,1Y,0.39
2021-12-31,2Y,0.73
2021-12-31,5Y,1.26
2021-12-31,10Y,1.52
2021-12-31,20Y,1.94
2021-12-31,30Y,1.9
