date,tenor,yield
2021-03-18,10Y,1.71
2021-03-18,20Y,2.36
2021-03-18,30Y,2.45
2021-03-19,1Y,0.07
2021-03-19,2Y,0.16
2021-03-19,5Y,0.9
2021-03-19,10Y,1.74
2021-03-19,20Y,2.36
2021-03-19,30Y,2.45
2021-03-22,1Y,0.06
2021-03-22,2Y,0.15
2021-03-22,5Y,0.87
2021-03-22,10Y,1.69
2021-03-22,20Y,2.29
2021-03-22,30Y,2.38
2021-03-23,1Y,0.08
2021-03-23,2Y,0.15
2021-03-23,5Y,0.83
2021-03-23,10Y,1.63
2021-03-23,20Y,2.24
2021-03-23,30Y,2.34
2021-03-24,1Y,0.07
2021-03-24,2Y,0.14
2021-03-24,5Y,0.83
2021-03-24,10Y,1.62
2021-03-24,20Y,2.21
2021-03-24,30Y,2.31
2021-03-25,1Y,0.07
2021-03-25,2Y,0.14
2021-03-25,5Y,0.82
2021-03-25,10Y,1.63
2021-03-25,20Y,2.24
2021-03-25,30Y,2.34
2021-03-26,1Y,0.06
2021-03-26,2Y,0.14
2021-03-26,5Y,0.85
2021-03-26,10Y,1.67
2021-03-26,20Y,2.27
2021-03-26,30Y,2.37
2021-03-29,1Y,0.06
2021-03-29,2Y,0.14
2021-03-29,5Y,0.89
2021-03-29,10Y,1.73
2021-03-29,20Y,2.32
2021-03-29,30Y,2.43
2021-03-30,1Y,0.06
2021-03-30,2Y,0.16
2021-03-30,5Y,0.9
2021-03-30,10Y,1.73
2021-03-30,20Y,2.29
2021-03-30,30Y,2.38
2021-03-31,1Y,0.07
2021-03-31,2Y,0.16
2021-03-31,5Y,0.92
2021-03-31,10Y,1.74
2021-03-31,20Y,2.31
2021-03-31,30Y,2.41
2021-04-01,1Y,0.06
2021-04-01,2Y,0.17
2021-04-01,5Y,0.9
2021-04-01,10Y,1.69
2021-04-01,20Y,2.24
2021-04-01,30Y,2.34
2021-04-02,1Y,0.07
2021-04-02,2Y,0.19
2021-04-02,5Y,0.97
2021-04-02,10Y,1.72
2021-04-02,20Y,2.27
2021-04-02,30Y,2.35
2021-04-05,1Y,0.06
2021-04-05,2Y,0.17
2021-04-05,5Y,0.94
2021-04-05,10Y,1.73
2021-04-05,20Y,2.28
2021-04-05,30Y,2.36
2021-04-06,1Y,0.06
2021-04-06,2Y,0.16
2021-04-06,5Y,0.88
2021-04-06,10Y,1.67
2021-04-06,20Y,2.24
2021-04-06,30Y,2.32
2021-04-07,1Y,0.06
2021-04-07,2Y,0.16
2021-04-07,5Y,0.87
2021-04-07,10Y,1.68
2021-04-07,20Y,2.26
2021-04-07,30Y,2.35
2021-04-08,1Y,0.05
2021-04-08,2Y,0.14
2021-04-08,5Y,0.85
2021-04-08,10Y,1.64
2021-04-08,20Y,2.22
2021-04-08,30Y,2.32
2021-04-09,1Y,0.06
2021-04-09,2Y,0.16
2021-04-09,5Y,0.87
2021-04-09,10Y,1.67
2021-04-09,20Y,2.23
2021-04-09,30Y,2.34
2021-04-12,1Y,0.06
2021-04-12,2Y,0.18
2021-04-12,5Y,0.89
2021-04-12,10Y,1.69
2021-04-12,20Y,2.24
2021-04-12,30Y,2.34
2021-04-13,1Y,0.06
2021-04-13,2Y,0.16
2021-04-13,5Y,0.85
2021-04-13,10Y,1.64
2021-04-13,20Y,2.21
2021-04-13,30Y,2.32
2021-04-14,1Y,0.06
2021-04-14,2Y,0.16
2021-04-14,5Y,0.87
2021-04-14,10Y,1.64
2021-04-14,20Y,2.22
2021-04-14,30Y,2.32
2021-04-15,1Y,0.06
2021-04-15,2Y,0.16
2021-04-15,5Y,0.81
2021-04-15,10Y,1.56
2021-04-15,20Y,2.13
2021-04-15,30Y,2.23
2021-04-16,1Y,0.06
2021-04-16,2Y,0.16
2021-04-16,5Y,0.84
2021-04-16,10Y,1.59
2021-04-16,20Y,2.15
2021-04-16,30Y,2.26
2021-04-19,1Y,0.08
2021-04-19,2Y,0.16
2021-04-19,5Y,0.85
2021-04-19,10Y,1.61
2021-04-19,20Y,2.18
2021-04-19,30Y,2.29
2021-04-20,1Y,0.07
2021-04-20,2Y,0.15
2021-04-20,5Y,0.81
2021-04-20,10Y,1.58
2021-04-20,20Y,2.16
2021-04-20,30Y,2.27
2021-04-21,1Y,0.07
2021-04-21,2Y,0.15
2021-04-21,5Y,0.81
2021-04-21,10Y,1.57
2021-04-21,20Y,2.16
2021-04-21,30Y,2.26
2021-04-22,1Y,0.06
2021-04-22,2Y,0.16
2021-04-22,5Y,0.81
2021-04-22,10Y,1.57
2021-04-22,20Y,2.13
2021-04-22,30Y,2.24
2021-04-23,1Y,0.07
2021-04-23,2Y,0.16
2021-04-23,5Y,0.83
2021-04-23,10Y,1.58
2021-04-23,20Y,2.14
2021-04-23,30Y,2.25
2021-04-26,1Y,0.06
2021-04-26,2Y,0.18
2021-04-26,5Y,0.85
2021-04-26,10Y,1.58
2021-04-26,20Y,2.13
2021-04-26,30Y,2.24
2021-04-27,1Y,0.06
2021-04-27,2Y,0.17
2021-04-27,5Y,0.88
2021-04-27,10Y,1.63
2021-04-27,20Y,2.18
2021-04-27,30Y,2.29
2021-04-28,1Y,0.05
2021-04-28,2Y,0.17
2021-04-28,5Y,0.86
2021-04-28,10Y,1.63
2021-04-28,20Y,2.19
2021-04-28,30Y,2.29
2021-04-29,1Y,0.05
2021-04-29,2Y,0.16
2021-04-29,5Y,0.86
2021-04-29,10Y,1.65
2021-04-29,20Y,2.2
2021-04-29,30Y,2.31
2021-04-30,1Y,0.05
2021-04-30,2Y,0.16
2021-04-30,5Y,0.86
2021-04-30,10Y,1.65
2021-04-30,20Y,2.19
2021-04-30,30Y,2.3
2021-05-03,1Y,0.06
2021-05-03,2Y,0.16
2021-05-03,5Y,0.84
2021-05-03,10Y,1.63
2021-05-03,20Y,2.18
2021-05-03,30Y,2.3
2021-05-04,1Y,0.06
2021-05-04,2Y,0.16
2021-05-04,5Y,0.82
2021-05-04,10Y,1.61
2021-05-04,20Y,2.16
2021-05-04,30Y,2.27
2021-05-05,1Y,0.06
2021-05-05,2Y,0.16
2021-05-05,5Y,0.8
2021-05-05,10Y,1.59
2021-05-05,20Y,2.14
2021-05-05,30Y,2.25
2021-05-06,1Y,0.05
2021-05-06,2Y,0.16
2021-05-06,5Y,0.81
2021-05-06,10Y,1.58
2021-05-06,20Y,2.14
2021-05-06,30Y,2.24
2021-05-07,1Y,0.05
2021-05-07,2Y,0.14
2021-05-07,5Y,0.77
2021-05-07,10Y,1.6
2021-05-07,20Y,2.17
2021-05-07,30Y,2.28
2021-05-10,1Y,0.05
2021-05-10,2Y,0.16
2021-05-10,5Y,0.8
2021-05-10,10Y,1.63
2021-05-10,20Y,2.2
2021-05-10,30Y,2.32
2021-05-11,1Y,0.05
2021-05-11,2Y,0.16
2021-05-11,5Y,0.8
2021-05-11,10Y,1.64
2021-05-11,20Y,2.23
2021-05-11,30Y,2.35
2021-05-12,1Y,0.05
2021-05-12,2Y,0.16
2021-05-12,5Y,0.87
2021-05-12,10Y,1.69
2021-05-12,20Y,2.29
2021-05-12,30Y,2.4
2021-05-13,1Y,0.05
2021-05-13,2Y,0.16
2021-05-13,5Y,0.84
2021-05-13,10Y,1.66
2021-05-13,20Y,2.28
2021-05-13,30Y,2.39
2021-05-14,1Y,0.06
2021-05-14,2Y,0.16
2021-05-14,5Y,0.82
2021-05-14,10Y,1.63
2021-05-14,20Y,2.25
2021-05-14,30Y,2.35
2021-05-17,1Y,0.06
2021-05-17,2Y,0.16
2021-05-17,5Y,0.84
2021-05-17,10Y,1.64
2021-05-17,20Y,2.27
2021-05-17,30Y,2.36
2021-05-18,1Y,0.06
2021-05-18,2Y,0.16
2021-05-18,5Y,0.83
2021-05-18,10Y,1.64
2021-05-18,20Y,2.27
2021-05-18,30Y,2.37
2021-05-19,1Y,0.05
2021-05-19,2Y,0.16
2021-05-19,5Y,0.87
2021-05-19,10Y,1.68
2021-05-19,20Y,2.3
2021-05-19,30Y,2.38
2021-05-20,1Y,0.05
2021-05-20,2Y,0.15
2021-05-20,5Y,0.83
2021-05-20,10Y,1.63
2021-05-20,20Y,2.25
2021-05-20,30Y,2.34
2021-05-21,1Y,0.04
2021-05-21,2Y,0.17
2021-05-21,5Y,0.84
2021-05-21,10Y,1.63
2021-05-21,20Y,2.24
2021-05-21,30Y,2.33
2021-05-24,1Y,0.04
2021-05-24,2Y,0.15
2021-05-24,5Y,0.82
2021-05-24,10Y,1.61
2021-05-24,20Y,2.22
2021-05-24,30Y,2.31
2021-05-25,1Y,0.04
2021-05-25,2Y,0.15
2021-05-25,5Y,0.79
2021-05-25,10Y,1.56
2021-05-25,20Y,2.16
2021-05-25,30Y,2.26
2021-05-26,1Y,0.04
2021-05-26,2Y,0.14
2021-05-26,5Y,0.8
2021-05-26,10Y,1.58
2021-05-26,20Y,2.17
2021-05-26,30Y,2.27
2021-05-27,1Y,0.04
2021-05-27,2Y,0.14
2021-05-27,5Y,0.81
2021-05-27,10Y,1.61
2021-05-27,20Y,2.2
2021-05-27,30Y,2.29
2021-05-28,1Y,0.05
2021-05-28,2Y,0.14
2021-05-28,5Y,0.79
2021-05-28,10Y,1.58
2021-05-28,20Y,2.18
2021-05-28,30Y,2.26
2021-06-01,1Y,0.04
2021-06-01,2Y,0.16
2021-06-01,5Y,0.81
2021-06-01,10Y,1.62
2021-06-01,20Y,2.22
2021-06-01,30Y,2.3
2021-06-02,1Y,0.05
2021-06-02,2Y,0.13
2021-06-02,5Y,0.8
2021-06-02,10Y,1.59
2021-06-02,20Y,2.21
2021-06-02,30Y,2.28
2021-06-03,1Y,0.04
2021-06-03,2Y,0.16
2021-06-03,5Y,0.84
2021-06-03,10Y,1.63
2021-06-03,20Y,2.22
2021-06-03,30Y,2.3
2021-06-04,1Y,0.05
2021-06-04,2Y,0.14
2021-06-04,5Y,0.78
2021-06-04,10Y,1.56
2021-06-04,20Y,2.16
2021-06-04,30Y,2.24
2021-06-07,1Y,0.05
2021-06-07,2Y,0.16
2021-06-07,5Y,0.79
2021-06-07,10Y,1.57
2021-06-07,20Y,2.17
2021-06-07,30Y,2.25
2021-06-08,1Y,0.05
2021-06-08,2Y,0.14
2021-06-08,5Y,0.77
2021-06-08,10Y,1.53
2021-06-08,20Y,2.13
2021-06-08,30Y,2.21
2021-06-09,1Y,0.05
2021-06-09,2Y,0.16
2021-06-09,5Y,0.75
2021-06-09,10Y,1.5
2021-06-09,20Y,2.1
2021-06-09,30Y,2.17
2021-06-10,1Y,0.05
2021-06-10,2Y,0.14
2021-06-10,5Y,0.73
2021-06-10,10Y,1.45
2021-06-10,20Y,2.07
2021-06-10,30Y,2.15
2021-06-11,1Y,0.05
2021-06-11,2Y,0.16
2021-06-11,5Y,0.76
2021-06-11,10Y,1.47
2021-06-11,20Y,2.08
2021-06-11,30Y,2.15
2021-06-14,1Y,0.05
2021-06-14,2Y,0.16
2021-06-14,5Y,0.8
2021-06-14,10Y,1.51
2021-06-14,20Y,2.12
2021-06-14,30Y,2.19
2021-06-15,1Y,0.08
2021-06-15,2Y,0.16
2021-06-15,5Y,0.79
2021-06-15,10Y,1.51
2021-06-15,20Y,2.12
2021-06-15,30Y,2.2
2021-06-16,1Y,0.08
2021-06-16,2Y,0.21
2021-06-16,5Y,0.89
2021-06-16,10Y,1.57
2021-06-16,20Y,2.13
2021-06-16,30Y,2.2
2021-06-17,1Y,0.08
2021-06-17,2Y,0.23
2021-06-17,5Y,0.9
2021-06-17,10Y,1.52
2021-06-17,20Y,2.05
2021-06-17,30Y,2.11
2021-06-18,1Y,0.09
2021-06-18,2Y,0.26
2021-06-18,5Y,0.89
2021-06-18,10Y,1.45
2021-06-18,20Y,1.97
2021-06-18,30Y,2.01
2021-06-21,1Y,0.09
2021-06-21,2Y,0.27
2021-06-21,5Y,0.9
2021-06-21,10Y,1.5
2021-06-21,20Y,2.05
2021-06-21,30Y,2.11
2021-06-22,1Y,0.09
2021-06-22,2Y,0.25
2021-06-22,5Y,0.87
2021-06-22,10Y,1.48
2021-06-22,20Y,2.03
2021-06-22,30Y,2.1
2021-06-23,1Y,0.08
2021-06-23,2Y,0.26
2021-06-23,5Y,0.9
2021-06-23,10Y,1.5
2021-06-23,20Y,2.04
2021-06-23,30Y,2.11
2021-06-24,1Y,0.08
2021-06-24,2Y,0.26
2021-06-24,5Y,0.9
2021-06-24,10Y,1.49
2021-06-24,20Y,2.03
2021-06-24,30Y,2.1
2021-06-25,1Y,0.09
2021-06-25,2Y,0.28
2021-06-25,5Y,0.92
2021-06-25,10Y,1.54
2021-06-25,20Y,2.09
2021-06-25,30Y,2.16
2021-06-28,1Y,0.08
2021-06-28,2Y,0.25
2021-06-28,5Y,0.9
2021-06-28,10Y,1.49
2021-06-28,20Y,2.04
2021-06-28,30Y,2.1
2021-06-29,1Y,0.08
2021-06-29,2Y,0.27
2021-06-29,5Y,0.89
2021-06-29,10Y,1.49
2021-06-29,20Y,2.03
2021-06-29,30Y,2.1
2021-06-30,1Y,0.07
2021-06-30,2Y,0.25
2021-06-30,5Y,0.87
2021-06-30,10Y,1.45
2021-06-30,20Y,2.0
2021-06-30,30Y,2.06
2021-07-01,1Y,0.09
2021-07-01,2Y,0.25
2021-07-01,5Y,0.89
2021-07-01,10Y,1.48
2021-07-01,20Y,2.01
2021-07-01,30Y,2.07
2021-07-02,1Y,0.08
2021-07-02,2Y,0.24
2021-07-02,5Y,0.86
2021-07-02,10Y,1.44
2021-07-02,20Y,1.98
2021-07-02,30Y,2.05
2021-07-06,1Y,0.07
2021-07-06,2Y,0.22
2021-07-06,5Y,0.81
2021-07-06,10Y,1.37
2021-07-06,20Y,1.92
2021-07-06,30Y,2.0
2021-07-07,1Y,0.08
2021-07-07,2Y,0.22
2021-07-07,5Y,0.79
2021-07-07,10Y,1.33
2021-07-07,20Y,1.87
2021-07-07,30Y,1.94
2021-07-08,1Y,0.07
2021-07-08,2Y,0.19
2021-07-08,5Y,0.74
2021-07-08,10Y,1.3
2021-07-08,20Y,1.84
2021-07-08,30Y,1.91
2021-07-09,1Y,0.08
2021-07-09,2Y,0.23
2021-07-09,5Y,0.79
2021-07-09,10Y,1.37
2021-07-09,20Y,1.91
2021-07-09,30Y,1.99
2021-07-12,1Y,0.08
2021-07-12,2Y,0.23
2021-07-12,5Y,0.81
2021-07-12,10Y,1.38
2021-07-12,20Y,1.93
2021-07-12,30Y,2.0
2021-07-13,1Y,0.08
2021-07-13,2Y,0.26
2021-07-13,5Y,0.85
2021-07-13,10Y,1.42
2021-07-13,20Y,1.96
2021-07-13,30Y,2.04
2021-07-14,1Y,0.08
2021-07-14,2Y,0.23
2021-07-14,5Y,0.8
2021-07-14,10Y,1.37
2021-07-14,20Y,1.91
2021-07-14,30Y,1.98
2021-07-15,1Y,0.07
2021-07-15,2Y,0.23
2021-07-15,5Y,0.78
2021-07-15,10Y,1.31
2021-07-15,20Y,1.85
2021-07-15,30Y,1.92
2021-07-16,1Y,0.08
2021-07-16,2Y,0.25
2021-07-16,5Y,0.79
2021-07-16,10Y,1.31
2021-07-16,20Y,1.86
2021-07-16,30Y,1.93
2021-07-19,1Y,0.07
2021-07-19,2Y,0.21
2021-07-19,5Y,0.7
2021-07-19,10Y,1.19
2021-07-19,20Y,1.74
2021-07-19,30Y,1.81
2021-07-20,1Y,0.08
2021-07-20,2Y,0.2
2021-07-20,5Y,0.69
2021-07-20,10Y,1.23
2021-07-20,20Y,1.79
2021-07-20,30Y,1.88
2021-07-21,1Y,0.07
2021-07-21,2Y,0.22
2021-07-21,5Y,0.74
2021-07-21,10Y,1.3
2021-07-21,20Y,1.87
2021-07-21,30Y,1.94
2021-07-22,1Y,0.07
2021-07-22,2Y,0.2
2021-07-22,5Y,0.71
2021-07-22,10Y,1.27
2021-07-22,20Y,1.82
2021-07-22,30Y,1.9
2021-07-23,1Y,0.07
2021-07-23,2Y,0.22
2021-07-23,5Y,0.72
2021-07-23,10Y,1.3
2021-07-23,20Y,1.85
2021-07-23,30Y,1.92
2021-07-26,1Y,0.08
2021-07-26,2Y,0.22
2021-07-26,5Y,0.73
2021-07-26,10Y,1.29
2021-07-26,20Y,1.85
2021-07-26,30Y,1.93
2021-07-27,1Y,0.07
2021-07-27,2Y,0.2
2021-07-27,5Y,0.71
2021-07-27,10Y,1.25
2021-07-27,20Y,1.81
2021-07-27,30Y,1.89
2021-07-28,1Y,0.07
2021-07-28,2Y,0.2
2021-07-28,5Y,0.72
2021-07-28,10Y,1.26
2021-07-28,20Y,1.83
2021-07-28,30Y,1.9
2021-07-29,1Y,0.08
2021-07-29,2Y,0.2
2021-07-29,5Y,0.73
2021-07-29,10Y,1.28
2021-07-29,20Y,1.84
2021-07-29,30Y,1.91
2021-07-30,1Y,0.07
2021-07-30,2Y,0.19
2021-07-30,5Y,0.69
2021-07-30,10Y,1.24
2021-07-30,20Y,1.81
2021-07-30,30Y,1.89
2021-08-02,1Y,0.07
2021-08-02,2Y,0.17
2021-08-02,5Y,0.66
2021-08-02,10Y,1.2
2021-08-02,20Y,1.77
2021-08-02,30Y,1.86
2021-08-03,1Y,0.07
2021-08-03,2Y,0.17
2021-08-03,5Y,0.65
2021-08-03,10Y,1.19
2021-08-03,20Y,1.76
2021-08-03,30Y,1.85
2021-08-04,1Y,0.07
2021-08-04,2Y,0.17
2021-08-04,5Y,0.67
2021-08-04,10Y,1.19
2021-08-04,20Y,1.74
2021-08-04,30Y,1.83
2021-08-05,1Y,0.08
2021-08-05,2Y,0.21
2021-08-05,5Y,0.72
2021-08-05,10Y,1.23
2021-08-05,20Y,1.77
2021-08-05,30Y,1.86
2021-08-06,1Y,0.09
2021-08-06,2Y,0.21
2021-08-06,5Y,0.77
2021-08-06,10Y,1.31
2021-08-06,20Y,1.85
2021-08-06,30Y,1.94
2021-08-09,1Y,0.08
2021-08-09,2Y,0.23
2021-08-09,5Y,0.79
2021-08-09,10Y,1.33
2021-08-09,20Y,1.87
2021-08-09,30Y,1.96
2021-08-10,1Y,0.08
2021-08-10,2Y,0.24
2021-08-10,5Y,0.82
2021-08-10,10Y,1.36
2021-08-10,20Y,1.9
2021-08-10,30Y,1.99
2021-08-11,1Y,0.08
2021-08-11,2Y,0.23
2021-08-11,5Y,0.81
2021-08-11,10Y,1.35
2021-08-11,20Y,1.9
2021-08-11,30Y,1.99
2021-08-12,1Y,0.09
2021-08-12,2Y,0.23
2021-08-12,5Y,0.83
2021-08-12,10Y,1.36
2021-08-12,20Y,1.92
2021-08-12,30Y,2.03
2021-08-13,1Y,0.08
2021-08-13,2Y,0.23
