date,tenor,yield
2025-08-15,5Y,3.85
2025-08-15,10Y,4.33
2025-08-15,20Y,4.91
2025-08-15,30Y,4.92
2025-08-18,1Y,3.93
2025-08-18,2Y,3.77
2025-08-18,5Y,3.86
2025-08-18,10Y,4.34
2025-08-18,20Y,4.92
2025-08-18,30Y,4.94
2025-08-19,1Y,3.91
2025-08-19,2Y,3.75
2025-08-19,5Y,3.82
2025-08-19,10Y,4.3
2025-08-19,20Y,4.89
2025-08-19,30Y,4.9
2025-08-20,1Y,3.9
2025-08-20,2Y,3.74
2025-08-20,5Y,3.81
2025-08-20,10Y,4.29
2025-08-20,20Y,4.86
2025-08-20,30Y,4.89
2025-08-21,1Y,3.95
2025-08-21,2Y,3.79
2025-08-21,5Y,3.86
2025-08-21,10Y,4.33
2025-08-21,20Y,4.89
2025-08-21,30Y,4.92
2025-08-22,1Y,3.87
2025-08-22,2Y,3.68
2025-08-22,5Y,3.76
2025-08-22,10Y,4.26
2025-08-22,20Y,4.84
2025-08-22,30Y,4.88
2025-08-25,1Y,3.88
2025-08-25,2Y,3.73
2025-08-25,5Y,3.8
2025-08-25,10Y,4.28
2025-08-25,20Y,4.86
2025-08-25,30Y,4.89
2025-08-26,1Y,3.85
2025-08-26,2Y,3.61
2025-08-26,5Y,3.75
2025-08-26,10Y,4.26
2025-08-26,20Y,4.86
2025-08-26,30Y,4.9
2025-08-27,1Y,3.83
2025-08-27,2Y,3.59
2025-08-27,5Y,3.69
2025-08-27,10Y,4.24
2025-08-27,20Y,4.87
2025-08-27,30Y,4.91
2025-08-28,1Y,3.85
2025-08-28,2Y,3.62
2025-08-28,5Y,3.69
2025-08-28,10Y,4.22
2025-08-28,20Y,4.83
2025-08-28,30Y,4.88
2025-08-29,1Y,3.83
2025-08-29,2Y,3.59
2025-08-29,5Y,3.68
2025-08-29,10Y,4.23
2025-08-29,20Y,4.86
2025-08-29,30Y,4.92
2025-09-02,1Y,3.82
2025-09-02,2Y,3.66
2025-09-02,5Y,3.74
2025-09-02,10Y,4.28
2025-09-02,20Y,4.92
2025-09-02,30Y,4.97
2025-09-03,1Y,3.77
2025-09-03,2Y,3.61
2025-09-03,5Y,3.69
2025-09-03,10Y,4.22
2025-09-03,20Y,4.85
2025-09-03,30Y,4.9
2025-09-04,1Y,3.76
2025-09-04,2Y,3.59
2025-09-04,5Y,3.65
2025-09-04,10Y,4.17
2025-09-04,20Y,4.81
2025-09-04,30Y,4.86
2025-09-05,1Y,3.65
2025-09-05,2Y,3.51
2025-09-05,5Y,3.59
2025-09-05,10Y,4.1
2025-09-05,20Y,4.72
2025-09-05,30Y,4.78
2025-09-08,1Y,3.64
2025-09-08,2Y,3.49
2025-09-08,5Y,3.57
2025-09-08,10Y,4.05
2025-09-08,20Y,4.65
2025-09-08,30Y,4.69
2025-09-09,1Y,3.68
2025-09-09,2Y,3.54
2025-09-09,5Y,3.61
2025-09-09,10Y,4.08
2025-09-09,20Y,4.68
2025-09-09,30Y,4.72
2025-09-10,1Y,3.66
2025-09-10,2Y,3.54
2025-09-10,5Y,3.59
2025-09-10,10Y,4.04
2025-09-10,20Y,4.65
2025-09-10,30Y,4.69
2025-09-11,1Y,3.63
2025-09-11,2Y,3.52
2025-09-11,5Y,3.59
2025-09-11,10Y,4.01
2025-09-11,20Y,4.61
2025-09-11,30Y,4.65
2025-09-12,1Y,3.66
2025-09-12,2Y,3.56
2025-09-12,5Y,3.63
2025-09-12,10Y,4.06
2025-09-12,20Y,4.65
2025-09-12,30Y,4.68
2025-09-15,1Y,3.64
2025-09-15,2Y,3.54
2025-09-15,5Y,3.61
2025-09-15,10Y,4.05
2025-09-15,20Y,4.63
2025-09-15,30Y,4.66
2025-09-16,1Y,3.62
2025-09-16,2Y,3.51
2025-09-16,5Y,3.59
2025-09-16,10Y,4.04
2025-09-16,20Y,4.61
2025-09-16,30Y,4.65
2025-09-17,1Y,3.6
2025-09-17,2Y,3.52
2025-09-17,5Y,3.62
2025-09-17,10Y,4.06
2025-09-17,20Y,4.62
2025-09-17,30Y,4.66
2025-09-18,1Y,3.61
2025-09-18,2Y,3.57
2025-09-18,5Y,3.67
2025-09-18,10Y,4.11
2025-09-18,20Y,4.68
2025-09-18,30Y,4.72
2025-09-19,1Y,3.6
2025-09-19,2Y,3.57
2025-09-19,5Y,3.68
2025-09-19,10Y,4.14
2025-09-19,20Y,4.71
2025-09-19,30Y,4.75
2025-09-22,1Y,3.61
2025-09-22,2Y,3.61
2025-09-22,5Y,3.71
2025-09-22,10Y,4.15
2025-09-22,20Y,4.73
2025-09-22,30Y,4.77
2025-09-23,1Y,3.61
2025-09-23,2Y,3.53
2025-09-23,5Y,3.68
2025-09-23,10Y,4.12
2025-09-23,20Y,4.7
2025-09-23,30Y,4.73
2025-09-24,1Y,3.63
2025-09-24,2Y,3.57
2025-09-24,5Y,3.7
2025-09-24,10Y,4.16
2025-09-24,20Y,4.73
2025-09-24,30Y,4.76
2025-09-25,1Y,3.68
2025-09-25,2Y,3.64
2025-09-25,5Y,3.75
2025-09-25,10Y,4.18
2025-09-25,20Y,4.73
2025-09-25,30Y,4.75
2025-09-26,1Y,3.67
2025-09-26,2Y,3.63
2025-09-26,5Y,3.76
2025-09-26,10Y,4.2
2025-09-26,20Y,4.74
2025-09-26,30Y,4.77
2025-09-29,1Y,3.65
2025-09-29,2Y,3.63
2025-09-29,5Y,3.74
2025-09-29,10Y,4.15
2025-09-29,20Y,4.69
2025-09-29,30Y,4.71
2025-09-30,1Y,3.68
2025-09-30,2Y,3.6
2025-09-30,5Y,3.74
2025-09-30,10Y,4.16
2025-09-30,20Y,4.71
2025-09-30,30Y,4.73
2025-10-01,1Y,3.62
2025-10-01,2Y,3.55
2025-10-01,5Y,3.68
2025-10-01,10Y,4.12
2025-10-01,20Y,4.69
2025-10-01,30Y,4.72
2025-10-02,1Y,3.62
2025-10-02,2Y,3.55
2025-10-02,5Y,3.67
2025-10-02,10Y,4.1
2025-10-02,20Y,4.66
2025-10-02,30Y,4.69
2025-10-03,1Y,3.64
2025-10-03,2Y,3.58
2025-10-03,5Y,3.72
2025-10-03,10Y,4.13
2025-10-03,20Y,4.69
2025-10-03,30Y,4.71
2025-10-06,1Y,3.66
2025-10-06,2Y,3.6
2025-10-06,5Y,3.75
2025-10-06,10Y,4.18
2025-10-06,20Y,4.73
2025-10-06,30Y,4.76
2025-10-07,1Y,3.65
2025-10-07,2Y,3.57
2025-10-07,5Y,3.71
2025-10-07,10Y,4.14
2025-10-07,20Y,4.7
2025-10-07,30Y,4.73
2025-10-08,1Y,3.66
2025-10-08,2Y,3.58
2025-10-08,5Y,3.72
2025-10-08,10Y,4.13
2025-10-08,20Y,4.69
2025-10-08,30Y,4.72
2025-10-09,1Y,3.66
2025-10-09,2Y,3.6
2025-10-09,5Y,3.74
2025-10-09,10Y,4.14
2025-10-09,20Y,4.7
2025-10-09,30Y,4.72
2025-10-10,1Y,3.6
2025-10-10,2Y,3.52
2025-10-10,5Y,3.65
2025-10-10,10Y,4.05
2025-10-10,20Y,4.6
2025-10-10,30Y,4.63
2025-10-14,1Y,3.58
2025-10-14,2Y,3.48
2025-10-14,5Y,3.6
2025-10-14,10Y,4.03
2025-10-14,20Y,4.59
2025-10-14,30Y,4.62
2025-10-15,1Y,3.61
2025-10-15,2Y,3.5
2025-10-15,5Y,3.63
2025-10-15,10Y,4.05
2025-10-15,20Y,4.61
2025-10-15,30Y,4.64
2025-10-16,1Y,3.54
2025-10-16,2Y,3.41
2025-10-16,5Y,3.55
2025-10-16,10Y,3.99
2025-10-16,20Y,4.56
2025-10-16,30Y,4.58
2025-10-17,1Y,3.56
2025-10-17,2Y,3.46
2025-10-17,5Y,3.59
2025-10-17,10Y,4.02
2025-10-17,20Y,4.58
2025-10-17,30Y,4.6
2025-10-20,1Y,3.55
2025-10-20,2Y,3.46
2025-10-20,5Y,3.58
2025-10-20,10Y,4.0
2025-10-20,20Y,4.56
2025-10-20,30Y,4.58
2025-10-21,1Y,3.56
2025-10-21,2Y,3.45
2025-10-21,5Y,3.56
2025-10-21,10Y,3.98
2025-10-21,20Y,4.53
2025-10-21,30Y,4.55
2025-10-22,1Y,3.55
2025-10-22,2Y,3.45
2025-10-22,5Y,3.56
2025-10-22,10Y,3.97
2025-10-22,20Y,4.52
2025-10-22,30Y,4.54
2025-10-23,1Y,3.59
2025-10-23,2Y,3.48
2025-10-23,5Y,3.61
2025-10-23,10Y,4.01
2025-10-23,20Y,4.55
2025-10-23,30Y,4.58
2025-10-24,1Y,3.58
2025-10-24,2Y,3.48
2025-10-24,5Y,3.61
2025-10-24,10Y,4.02
2025-10-24,20Y,4.56
2025-10-24,30Y,4.59
2025-10-27,1Y,3.59
2025-10-27,2Y,3.48
2025-10-27,5Y,3.61
2025-10-27,10Y,4.01
2025-10-27,20Y,4.55
2025-10-27,30Y,4.57
2025-10-28,1Y,3.59
2025-10-28,2Y,3.47
2025-10-28,5Y,3.6
2025-10-28,10Y,3.99
2025-10-28,20Y,4.53
2025-10-28,30Y,4.55
2025-10-29,1Y,3.7
2025-10-29,2Y,3.59
2025-10-29,5Y,3.7
2025-10-29,10Y,4.08
2025-10-29,20Y,4.59
2025-10-29,30Y,4.61
2025-10-30,1Y,3.7
2025-10-30,2Y,3.61
2025-10-30,5Y,3.72
2025-10-30,10Y,4.11
2025-10-30,20Y,4.64
2025-10-30,30Y,4.65
2025-10-31,1Y,3.7
2025-10-31,2Y,3.6
2025-10-31,5Y,3.71
2025-10-31,10Y,4.11
2025-10-31,20Y,4.65
2025-10-31,30Y,4.67
2025-11-03,1Y,3.7
2025-11-03,2Y,3.6
2025-11-03,5Y,3.72
2025-11-03,10Y,4.13
2025-11-03,20Y,4.67
2025-11-03,30Y,4.69
2025-11-04,1Y,3.67
2025-11-04,2Y,3.58
2025-11-04,5Y,3.69
2025-11-04,10Y,4.1
2025-11-04,20Y,4.65
2025-11-04,30Y,4.67
2025-11-05,1Y,3.71
2025-11-05,2Y,3.63
2025-11-05,5Y,3.76
2025-11-05,10Y,4.17
2025-11-05,20Y,4.72
2025-11-05,30Y,4.74
2025-11-06,1Y,3.65
2025-11-06,2Y,3.57
2025-11-06,5Y,3.69
2025-11-06,10Y,4.11
2025-11-06,20Y,4.67
2025-11-06,30Y,4.69
2025-11-07,1Y,3.63
2025-11-07,2Y,3.55
2025-11-07,5Y,3.67
2025-11-07,10Y,4.11
2025-11-07,20Y,4.68
2025-11-07,30Y,4.7
2025-11-10,1Y,3.66
2025-11-10,2Y,3.58
2025-11-10,5Y,3.72
2025-11-10,10Y,4.13
2025-11-10,20Y,4.69
2025-11-10,30Y,4.71
2025-11-12,1Y,3.65
2025-11-12,2Y,3.56
2025-11-12,5Y,3.68
2025-11-12,10Y,4.08
2025-11-12,20Y,4.65
2025-11-12,30Y,4.67
2025-11-13,1Y,3.68
2025-11-13,2Y,3.58
2025-11-13,5Y,3.71
2025-11-13,10Y,4.11
2025-11-13,20Y,4.69
2025-11-13,30Y,4.7
2025-11-14,1Y,3.7
2025-11-14,2Y,3.62
2025-11-14,5Y,3.74
2025-11-14,10Y,4.14
2025-11-14,20Y,4.73
2025-11-14,30Y,4.74
2025-11-17,1Y,3.69
2025-11-17,2Y,3.6
2025-11-17,5Y,3.72
2025-11-17,10Y,4.13
2025-11-17,20Y,4.71
2025-11-17,30Y,4.73
2025-11-18,1Y,3.67
2025-11-18,2Y,3.58
2025-11-18,5Y,3.7
2025-11-18,10Y,4.12
2025-11-18,20Y,4.72
2025-11-18,30Y,4.74
2025-11-19,1Y,3.68
2025-11-19,2Y,3.58
2025-11-19,5Y,3.71
2025-11-19,10Y,4.13
2025-11-19,20Y,4.71
2025-11-19,30Y,4.75
2025-11-20,1Y,3.65
2025-11-20,2Y,3.55
2025-11-20,5Y,3.68
2025-11-20,10Y,4.1
2025-11-20,20Y,4.68
2025-11-20,30Y,4.73
2025-11-21,1Y,3.62
2025-11-21,2Y,3.51
2025-11-21,5Y,3.62
2025-11-21,10Y,4.06
2025-11-21,20Y,4.67
2025-11-21,30Y,4.71
2025-11-24,1Y,3.61
2025-11-24,2Y,3.46
2025-11-24,5Y,3.61
2025-11-24,10Y,4.04
2025-11-24,20Y,4.64
2025-11-24,30Y,4.68
2025-11-25,1Y,3.6
2025-11-25,2Y,3.43
2025-11-25,5Y,3.55
2025-11-25,10Y,4.01
2025-11-25,20Y,4.62
2025-11-25,30Y,4.67
2025-11-26,1Y,3.61
2025-11-26,2Y,3.45
2025-11-26,5Y,3.56
2025-11-26,10Y,4.0
2025-11-26,20Y,4.6
2025-11-26,30Y,4.64
2025-11-28,1Y,3.61
2025-11-28,2Y,3.47
2025-11-28,5Y,3.59
2025-11-28,10Y,4.02
2025-11-28,20Y,4.62
2025-11-28,30Y,4.67
2025-12-01,1Y,3.62
2025-12-01,2Y,3.54
2025-12-01,5Y,3.67
2025-12-01,10Y,4.09
2025-12-01,20Y,4.71
2025-12-01,30Y,4.74
2025-12-02,1Y,3.59
2025-12-02,2Y,3.51
2025-12-02,5Y,3.66
2025-12-02,10Y,4.09
2025-12-02,20Y,4.7
2025-12-02,30Y,4.74
2025-12-03,1Y,3.57
2025-12-03,2Y,3.49
2025-12-03,5Y,3.62
2025-12-03,10Y,4.06
2025-12-03,20Y,4.68
2025-12-03,30Y,4.73
2025-12-04,1Y,3.6
2025-12-04,2Y,3.52
2025-12-04,5Y,3.68
2025-12-04,10Y,4.11
2025-12-04,20Y,4.72
2025-12-04,30Y,4.76
2025-12-05,1Y,3.61
2025-12-05,2Y,3.56
2025-12-05,5Y,3.72
2025-12-05,10Y,4.14
2025-12-05,20Y,4.75
2025-12-05,30Y,4.79
2025-12-08,1Y,3.61
2025-12-08,2Y,3.57
2025-12-08,5Y,3.75
2025-12-08,10Y,4.17
2025-12-08,20Y,4.78
2025-12-08,30Y,4.81
2025-12-09,1Y,3.63
2025-12-09,2Y,3.61
2025-12-09,5Y,3.78
2025-12-09,10Y,4.18
2025-12-09,20Y,4.77
2025-12-09,30Y,4.8
2025-12-10,1Y,3.58
2025-12-10,2Y,3.54
2025-12-10,5Y,3.72
2025-12-10,10Y,4.13
2025-12-10,20Y,4.74
2025-12-10,30Y,4.78
2025-12-11,1Y,3.56
2025-12-11,2Y,3.52
2025-12-11,5Y,3.72
2025-12-11,10Y,4.14
2025-12-11,20Y,4.75
2025-12-11,30Y,4.79
2025-12-12,1Y,3.54
2025-12-12,2Y,3.52
2025-12-12,5Y,3.75
2025-12-12,10Y,4.19
2025-12-12,20Y,4.82
2025-12-12,30Y,4.85
2025-12-15,1Y,3.52
2025-12-15,2Y,3.51
2025-12-15,5Y,3.73
2025-12-15,10Y,4.18
2025-12-15,20Y,4.8
2025-12-15,30Y,4.84
2025-12-16,1Y,3.51
2025-12-16,2Y,3.48
2025-12-16,5Y,3.69
2025-12-16,10Y,4.15
2025-12-16,20Y,4.77
2025-12-16,30Y,4.82
2025-12-17,1Y,3.51
2025-12-17,2Y,3.49
2025-12-17,5Y,3.7
2025-12-17,10Y,4.16
2025-12-17,20Y,4.78
2025-12-17,30Y,4.83
2025-12-18,1Y,3.49
2025-12-18,2Y,3.46
2025-12-18,5Y,3.66
2025-12-18,10Y,4.12
2025-12-18,20Y,4.74
2025-12-18,30Y,4.8
2025-12-19,1Y,3.51
2025-12-19,2Y,3.48
2025-12-19,5Y,3.7
2025-12-19,10Y,4.16
2025-12-19,20Y,4.77
2025-12-19,30Y,4.82
2025-12-22,1Y,3.53
2025-12-22,2Y,3.44
2025-12-22,5Y,3.71
2025-12-22,10Y,4.17
2025-12-22,20Y,4.78
2025-12-22,30Y,4.84
2025-12-23,1Y,3.52
2025-12-23,2Y,3.48
2025-12-23,5Y,3.72
2025-12-23,10Y,4.18
2025-12-23,20Y,4.78
2025-12-23,30Y,4.83
2025-12-24,1Y,3.5
2025-12-24,2Y,3.47
2025-12-24,5Y,3.7
2025-12-24,10Y,4.15
2025-12-24,20Y,4.75
2025-12-24,30Y,4.79
2025-12-26,1Y,3.49
2025-12-26,2Y,3.46
2025-12-26,5Y,3.68
2025-12-26,10Y,4.14
2025-12-26,20Y,4.76
2025-12-26,30Y,4.81
2025-12-29,1Y,3.48
2025-12-29,2Y,3.45
2025-12-29,5Y,3.67
2025-12-29,10Y,4.12
2025-12-29,20Y,4.75
2025-12-29,30Y,4.8
2025-12-30,1Y,3.47
2025-12-30,2Y,3.45
2025-12-30,5Y,3.68
2025-12-30,10Y,4.14
2025-12-30,20Y,4.76
2025-12-30,30Y,4.81
2025-12-31,1Y,3.48
2025-12-31,2Y,3.47
2025-12-31,5Y,3.73
2025-12-31,10Y,4.18
2025-12-31,20Y,4.79
2025-12-31,30Y,4.84
