date,tenor,yield
2020-02-12,10Y,1.62
2020-02-12,20Y,1.93
2020-02-12,30Y,2.09
2020-02-13,1Y,1.48
2020-02-13,2Y,1.44
2020-02-13,5Y,1.43
2020-02-13,10Y,1.61
2020-02-13,20Y,1.91
2020-02-13,30Y,2.07
2020-02-14,1Y,1.49
2020-02-14,2Y,1.42
2020-02-14,5Y,1.42
2020-02-14,10Y,1.59
2020-02-14,20Y,1.89
2020-02-14,30Y,2.04
2020-02-18,1Y,1.47
2020-02-18,2Y,1.41
2020-02-18,5Y,1.39
2020-02-18,10Y,1.55
2020-02-18,20Y,1.85
2020-02-18,30Y,2.0
2020-02-19,1Y,1.47
2020-02-19,2Y,1.42
2020-02-19,5Y,1.41
2020-02-19,10Y,1.56
2020-02-19,20Y,1.86
2020-02-19,30Y,2.01
2020-02-20,1Y,1.46
2020-02-20,2Y,1.39
2020-02-20,5Y,1.37
2020-02-20,10Y,1.52
2020-02-20,20Y,1.81
2020-02-20,30Y,1.97
2020-02-21,1Y,1.43
2020-02-21,2Y,1.34
2020-02-21,5Y,1.3
2020-02-21,10Y,1.46
2020-02-21,20Y,1.75
2020-02-21,30Y,1.9
2020-02-24,1Y,1.35
2020-02-24,2Y,1.26
2020-02-24,5Y,1.21
2020-02-24,10Y,1.38
2020-02-24,20Y,1.68
2020-02-24,30Y,1.84
2020-02-25,1Y,1.3
2020-02-25,2Y,1.2
2020-02-25,5Y,1.16
2020-02-25,10Y,1.33
2020-02-25,20Y,1.63
2020-02-25,30Y,1.8
2020-02-26,1Y,1.26
2020-02-26,2Y,1.16
2020-02-26,5Y,1.14
2020-02-26,10Y,1.33
2020-02-26,20Y,1.64
2020-02-26,30Y,1.81
2020-02-27,1Y,1.18
2020-02-27,2Y,1.11
2020-02-27,5Y,1.11
2020-02-27,10Y,1.3
2020-02-27,20Y,1.61
2020-02-27,30Y,1.79
2020-02-28,1Y,0.97
2020-02-28,2Y,0.86
2020-02-28,5Y,0.89
2020-02-28,10Y,1.13
2020-02-28,20Y,1.46
2020-02-28,30Y,1.65
2020-03-02,1Y,0.89
2020-03-02,2Y,0.84
2020-03-02,5Y,0.88
2020-03-02,10Y,1.1
2020-03-02,20Y,1.46
2020-03-02,30Y,1.66
2020-03-03,1Y,0.73
2020-03-03,2Y,0.71
2020-03-03,5Y,0.77
2020-03-03,10Y,1.02
2020-03-03,20Y,1.44
2020-03-03,30Y,1.64
2020-03-04,1Y,0.59
2020-03-04,2Y,0.67
2020-03-04,5Y,0.75
2020-03-04,10Y,1.02
2020-03-04,20Y,1.45
2020-03-04,30Y,1.67
2020-03-05,1Y,0.48
2020-03-05,2Y,0.59
2020-03-05,5Y,0.67
2020-03-05,10Y,0.92
2020-03-05,20Y,1.34
2020-03-05,30Y,1.56
2020-03-06,1Y,0.39
2020-03-06,2Y,0.49
2020-03-06,5Y,0.58
2020-03-06,10Y,0.74
2020-03-06,20Y,1.09
2020-03-06,30Y,1.25
2020-03-09,1Y,0.31
2020-03-09,2Y,0.38
2020-03-09,5Y,0.46
2020-03-09,10Y,0.54
2020-03-09,20Y,0.87
2020-03-09,30Y,0.99
2020-03-10,1Y,0.43
2020-03-10,2Y,0.5
2020-03-10,5Y,0.63
2020-03-10,10Y,0.76
2020-03-10,20Y,1.16
2020-03-10,30Y,1.28
2020-03-11,1Y,0.4
2020-03-11,2Y,0.5
2020-03-11,5Y,0.66
2020-03-11,10Y,0.82
2020-03-11,20Y,1.13
2020-03-11,30Y,1.3
2020-03-12,1Y,0.39
2020-03-12,2Y,0.5
2020-03-12,5Y,0.66
2020-03-12,10Y,0.88
2020-03-12,20Y,1.27
2020-03-12,30Y,1.49
2020-03-13,1Y,0.38
2020-03-13,2Y,0.49
2020-03-13,5Y,0.7
2020-03-13,10Y,0.94
2020-03-13,20Y,1.31
2020-03-13,30Y,1.56
2020-03-16,1Y,0.29
2020-03-16,2Y,0.36
2020-03-16,5Y,0.49
2020-03-16,10Y,0.73
2020-03-16,20Y,1.1
2020-03-16,30Y,1.34
2020-03-17,1Y,0.3
2020-03-17,2Y,0.47
2020-03-17,5Y,0.66
2020-03-17,10Y,1.02
2020-03-17,20Y,1.45
2020-03-17,30Y,1.63
2020-03-18,1Y,0.21
2020-03-18,2Y,0.54
2020-03-18,5Y,0.79
2020-03-18,10Y,1.18
2020-03-18,20Y,1.6
2020-03-18,30Y,1.77
2020-03-19,1Y,0.2
2020-03-19,2Y,0.44
2020-03-19,5Y,0.66
2020-03-19,10Y,1.12
2020-03-19,20Y,1.56
2020-03-19,30Y,1.78
2020-03-20,1Y,0.15
2020-03-20,2Y,0.37
2020-03-20,5Y,0.52
2020-03-20,10Y,0.92
2020-03-20,20Y,1.35
2020-03-20,30Y,1.55
2020-03-23,1Y,0.17
2020-03-23,2Y,0.28
2020-03-23,5Y,0.38
2020-03-23,10Y,0.76
2020-03-23,20Y,1.12
2020-03-23,30Y,1.33
2020-03-24,1Y,0.25
2020-03-24,2Y,0.38
2020-03-24,5Y,0.52
2020-03-24,10Y,0.84
2020-03-24,20Y,1.19
2020-03-24,30Y,1.39
2020-03-25,1Y,0.19
2020-03-25,2Y,0.34
2020-03-25,5Y,0.56
2020-03-25,10Y,0.88
2020-03-25,20Y,1.23
2020-03-25,30Y,1.45
2020-03-26,1Y,0.13
2020-03-26,2Y,0.3
2020-03-26,5Y,0.51
2020-03-26,10Y,0.83
2020-03-26,20Y,1.2
2020-03-26,30Y,1.42
2020-03-27,1Y,0.11
2020-03-27,2Y,0.25
2020-03-27,5Y,0.41
2020-03-27,10Y,0.72
2020-03-27,20Y,1.09
2020-03-27,30Y,1.29
2020-03-30,1Y,0.14
2020-03-30,2Y,0.23
2020-03-30,5Y,0.39
2020-03-30,10Y,0.7
2020-03-30,20Y,1.1
2020-03-30,30Y,1.31
2020-03-31,1Y,0.17
2020-03-31,2Y,0.23
2020-03-31,5Y,0.37
2020-03-31,10Y,0.7
2020-03-31,20Y,1.15
2020-03-31,30Y,1.35
2020-04-01,1Y,0.16
2020-04-01,2Y,0.23
2020-04-01,5Y,0.37
2020-04-01,10Y,0.62
2020-04-01,20Y,1.04
2020-04-01,30Y,1.27
2020-04-02,1Y,0.14
2020-04-02,2Y,0.23
2020-04-02,5Y,0.39
2020-04-02,10Y,0.63
2020-04-02,20Y,1.04
2020-04-02,30Y,1.26
2020-04-03,1Y,0.15
2020-04-03,2Y,0.23
2020-04-03,5Y,0.39
2020-04-03,10Y,0.62
2020-04-03,20Y,1.05
2020-04-03,30Y,1.24
2020-04-06,1Y,0.2
2020-04-06,2Y,0.27
2020-04-06,5Y,0.44
2020-04-06,10Y,0.67
2020-04-06,20Y,1.08
2020-04-06,30Y,1.27
2020-04-07,1Y,0.2
2020-04-07,2Y,0.28
2020-04-07,5Y,0.48
2020-04-07,10Y,0.75
2020-04-07,20Y,1.13
2020-04-07,30Y,1.32
2020-04-08,1Y,0.23
2020-04-08,2Y,0.27
2020-04-08,5Y,0.47
2020-04-08,10Y,0.77
2020-04-08,20Y,1.18
2020-04-08,30Y,1.37
2020-04-09,1Y,0.25
2020-04-09,2Y,0.23
2020-04-09,5Y,0.41
2020-04-09,10Y,0.73
2020-04-09,20Y,1.15
2020-04-09,30Y,1.35
2020-04-13,1Y,0.27
2020-04-13,2Y,0.25
2020-04-13,5Y,0.44
2020-04-13,10Y,0.76
2020-04-13,20Y,1.19
2020-04-13,30Y,1.39
2020-04-14,1Y,0.25
2020-04-14,2Y,0.23
2020-04-14,5Y,0.42
2020-04-14,10Y,0.76
2020-04-14,20Y,1.19
2020-04-14,30Y,1.41
2020-04-15,1Y,0.19
2020-04-15,2Y,0.2
2020-04-15,5Y,0.34
2020-04-15,10Y,0.63
2020-04-15,20Y,1.06
2020-04-15,30Y,1.27
2020-04-16,1Y,0.17
2020-04-16,2Y,0.2
2020-04-16,5Y,0.35
2020-04-16,10Y,0.61
2020-04-16,20Y,1.01
2020-04-16,30Y,1.21
2020-04-17,1Y,0.16
2020-04-17,2Y,0.2
2020-04-17,5Y,0.36
2020-04-17,10Y,0.65
2020-04-17,20Y,1.08
2020-04-17,30Y,1.27
2020-04-20,1Y,0.15
2020-04-20,2Y,0.2
2020-04-20,5Y,0.35
2020-04-20,10Y,0.63
2020-04-20,20Y,1.04
2020-04-20,30Y,1.23
2020-04-21,1Y,0.17
2020-04-21,2Y,0.2
2020-04-21,5Y,0.34
2020-04-21,10Y,0.58
2020-04-21,20Y,0.98
2020-04-21,30Y,1.17
2020-04-22,1Y,0.16
2020-04-22,2Y,0.22
2020-04-22,5Y,0.37
2020-04-22,10Y,0.63
2020-04-22,20Y,1.03
2020-04-22,30Y,1.22
2020-04-23,1Y,0.17
2020-04-23,2Y,0.22
2020-04-23,5Y,0.37
2020-04-23,10Y,0.61
2020-04-23,20Y,0.99
2020-04-23,30Y,1.18
2020-04-24,1Y,0.18
2020-04-24,2Y,0.22
2020-04-24,5Y,0.36
2020-04-24,10Y,0.6
2020-04-24,20Y,0.98
2020-04-24,30Y,1.17
2020-04-27,1Y,0.17
2020-04-27,2Y,0.24
2020-04-27,5Y,0.41
2020-04-27,10Y,0.67
2020-04-27,20Y,1.06
2020-04-27,30Y,1.25
2020-04-28,1Y,0.16
2020-04-28,2Y,0.2
2020-04-28,5Y,0.37
2020-04-28,10Y,0.62
2020-04-28,20Y,1.0
2020-04-28,30Y,1.2
2020-04-29,1Y,0.18
2020-04-29,2Y,0.2
2020-04-29,5Y,0.36
2020-04-29,10Y,0.63
2020-04-29,20Y,1.02
2020-04-29,30Y,1.24
2020-04-30,1Y,0.16
2020-04-30,2Y,0.2
2020-04-30,5Y,0.36
2020-04-30,10Y,0.64
2020-04-30,20Y,1.05
2020-04-30,30Y,1.28
2020-05-01,1Y,0.17
2020-05-01,2Y,0.2
2020-05-01,5Y,0.36
2020-05-01,10Y,0.64
2020-05-01,20Y,1.04
2020-05-01,30Y,1.27
2020-05-04,1Y,0.16
2020-05-04,2Y,0.19
2020-05-04,5Y,0.36
2020-05-04,10Y,0.64
2020-05-04,20Y,1.05
2020-05-04,30Y,1.29
2020-05-05,1Y,0.16
2020-05-05,2Y,0.19
2020-05-05,5Y,0.36
2020-05-05,10Y,0.66
2020-05-05,20Y,1.07
2020-05-05,30Y,1.32
2020-05-06,1Y,0.16
2020-05-06,2Y,0.17
2020-05-06,5Y,0.37
2020-05-06,10Y,0.72
2020-05-06,20Y,1.16
2020-05-06,30Y,1.41
2020-05-07,1Y,0.15
2020-05-07,2Y,0.13
2020-05-07,5Y,0.29
2020-05-07,10Y,0.63
2020-05-07,20Y,1.05
2020-05-07,30Y,1.31
2020-05-08,1Y,0.15
2020-05-08,2Y,0.16
2020-05-08,5Y,0.33
2020-05-08,10Y,0.69
2020-05-08,20Y,1.12
2020-05-08,30Y,1.39
2020-05-11,1Y,0.16
2020-05-11,2Y,0.17
2020-05-11,5Y,0.36
2020-05-11,10Y,0.73
2020-05-11,20Y,1.16
2020-05-11,30Y,1.43
2020-05-12,1Y,0.16
2020-05-12,2Y,0.17
2020-05-12,5Y,0.34
2020-05-12,10Y,0.69
2020-05-12,20Y,1.11
2020-05-12,30Y,1.38
2020-05-13,1Y,0.15
2020-05-13,2Y,0.16
2020-05-13,5Y,0.31
2020-05-13,10Y,0.64
2020-05-13,20Y,1.07
2020-05-13,30Y,1.35
2020-05-14,1Y,0.15
2020-05-14,2Y,0.16
2020-05-14,5Y,0.31
2020-05-14,10Y,0.63
2020-05-14,20Y,1.03
2020-05-14,30Y,1.3
2020-05-15,1Y,0.15
2020-05-15,2Y,0.16
2020-05-15,5Y,0.31
2020-05-15,10Y,0.64
2020-05-15,20Y,1.05
2020-05-15,30Y,1.32
2020-05-18,1Y,0.17
2020-05-18,2Y,0.18
2020-05-18,5Y,0.38
2020-05-18,10Y,0.73
2020-05-18,20Y,1.17
2020-05-18,30Y,1.44
2020-05-19,1Y,0.16
2020-05-19,2Y,0.17
2020-05-19,5Y,0.35
2020-05-19,10Y,0.7
2020-05-19,20Y,1.15
2020-05-19,30Y,1.43
2020-05-20,1Y,0.16
2020-05-20,2Y,0.16
2020-05-20,5Y,0.34
2020-05-20,10Y,0.68
2020-05-20,20Y,1.19
2020-05-20,30Y,1.4
2020-05-21,1Y,0.16
2020-05-21,2Y,0.17
2020-05-21,5Y,0.35
2020-05-21,10Y,0.68
2020-05-21,20Y,1.16
2020-05-21,30Y,1.4
2020-05-22,1Y,0.17
2020-05-22,2Y,0.17
2020-05-22,5Y,0.34
2020-05-22,10Y,0.66
2020-05-22,20Y,1.12
2020-05-22,30Y,1.37
2020-05-26,1Y,0.17
2020-05-26,2Y,0.18
2020-05-26,5Y,0.35
2020-05-26,10Y,0.69
2020-05-26,20Y,1.19
2020-05-26,30Y,1.43
2020-05-27,1Y,0.18
2020-05-27,2Y,0.19
2020-05-27,5Y,0.34
2020-05-27,10Y,0.68
2020-05-27,20Y,1.19
2020-05-27,30Y,1.44
2020-05-28,1Y,0.17
2020-05-28,2Y,0.17
2020-05-28,5Y,0.34
2020-05-28,10Y,0.7
2020-05-28,20Y,1.23
2020-05-28,30Y,1.47
2020-05-29,1Y,0.17
2020-05-29,2Y,0.16
2020-05-29,5Y,0.3
2020-05-29,10Y,0.65
2020-05-29,20Y,1.18
2020-05-29,30Y,1.41
2020-06-01,1Y,0.17
2020-06-01,2Y,0.14
2020-06-01,5Y,0.31
2020-06-01,10Y,0.66
2020-06-01,20Y,1.22
2020-06-01,30Y,1.46
2020-06-02,1Y,0.17
2020-06-02,2Y,0.17
2020-06-02,5Y,0.32
2020-06-02,10Y,0.68
2020-06-02,20Y,1.24
2020-06-02,30Y,1.48
2020-06-03,1Y,0.17
2020-06-03,2Y,0.19
2020-06-03,5Y,0.38
2020-06-03,10Y,0.77
2020-06-03,20Y,1.32
2020-06-03,30Y,1.56
2020-06-04,1Y,0.17
2020-06-04,2Y,0.19
2020-06-04,5Y,0.4
2020-06-04,10Y,0.82
2020-06-04,20Y,1.38
2020-06-04,30Y,1.61
2020-06-05,1Y,0.18
2020-06-05,2Y,0.22
2020-06-05,5Y,0.47
2020-06-05,10Y,0.91
2020-06-05,20Y,1.46
2020-06-05,30Y,1.68
2020-06-08,1Y,0.19
2020-06-08,2Y,0.22
2020-06-08,5Y,0.45
2020-06-08,10Y,0.88
2020-06-08,20Y,1.43
2020-06-08,30Y,1.65
2020-06-09,1Y,0.19
2020-06-09,2Y,0.2
2020-06-09,5Y,0.4
2020-06-09,10Y,0.84
2020-06-09,20Y,1.37
2020-06-09,30Y,1.59
2020-06-10,1Y,0.18
2020-06-10,2Y,0.17
2020-06-10,5Y,0.33
2020-06-10,10Y,0.75
2020-06-10,20Y,1.31
2020-06-10,30Y,1.53
2020-06-11,1Y,0.19
2020-06-11,2Y,0.19
2020-06-11,5Y,0.32
2020-06-11,10Y,0.66
2020-06-11,20Y,1.19
2020-06-11,30Y,1.41
2020-06-12,1Y,0.18
2020-06-12,2Y,0.19
2020-06-12,5Y,0.33
2020-06-12,10Y,0.71
2020-06-12,20Y,1.24
2020-06-12,30Y,1.45
2020-06-15,1Y,0.17
2020-06-15,2Y,0.19
2020-06-15,5Y,0.33
2020-06-15,10Y,0.71
2020-06-15,20Y,1.24
2020-06-15,30Y,1.45
2020-06-16,1Y,0.18
2020-06-16,2Y,0.21
2020-06-16,5Y,0.34
2020-06-16,10Y,0.75
2020-06-16,20Y,1.31
2020-06-16,30Y,1.54
2020-06-17,1Y,0.19
2020-06-17,2Y,0.19
2020-06-17,5Y,0.34
2020-06-17,10Y,0.74
2020-06-17,20Y,1.3
2020-06-17,30Y,1.52
2020-06-18,1Y,0.19
2020-06-18,2Y,0.19
2020-06-18,5Y,0.34
2020-06-18,10Y,0.71
2020-06-18,20Y,1.24
2020-06-18,30Y,1.47
2020-06-19,1Y,0.18
2020-06-19,2Y,0.19
2020-06-19,5Y,0.33
2020-06-19,10Y,0.7
2020-06-19,20Y,1.23
2020-06-19,30Y,1.47
2020-06-22,1Y,0.17
2020-06-22,2Y,0.19
2020-06-22,5Y,0.34
2020-06-22,10Y,0.71
2020-06-22,20Y,1.23
2020-06-22,30Y,1.46
2020-06-23,1Y,0.18
2020-06-23,2Y,0.18
2020-06-23,5Y,0.33
2020-06-23,10Y,0.72
2020-06-23,20Y,1.25
2020-06-23,30Y,1.49
2020-06-24,1Y,0.17
2020-06-24,2Y,0.19
2020-06-24,5Y,0.33
2020-06-24,10Y,0.69
2020-06-24,20Y,1.21
2020-06-24,30Y,1.44
2020-06-25,1Y,0.17
2020-06-25,2Y,0.17
2020-06-25,5Y,0.32
2020-06-25,10Y,0.68
2020-06-25,20Y,1.2
2020-06-25,30Y,1.43
2020-06-26,1Y,0.17
2020-06-26,2Y,0.17
2020-06-26,5Y,0.3
2020-06-26,10Y,0.64
2020-06-26,20Y,1.15
2020-06-26,30Y,1.37
2020-06-29,1Y,0.16
2020-06-29,2Y,0.16
2020-06-29,5Y,0.28
2020-06-29,10Y,0.64
2020-06-29,20Y,1.16
2020-06-29,30Y,1.39
2020-06-30,1Y,0.16
2020-06-30,2Y,0.16
2020-06-30,5Y,0.29
2020-06-30,10Y,0.66
2020-06-30,20Y,1.18
2020-06-30,30Y,1.41
2020-07-01,1Y,0.16
2020-07-01,2Y,0.17
2020-07-01,5Y,0.31
2020-07-01,10Y,0.69
2020-07-01,20Y,1.2
2020-07-01,30Y,1.43
2020-07-02,1Y,0.16
2020-07-02,2Y,0.16
2020-07-02,5Y,0.29
2020-07-02,10Y,0.68
2020-07-02,20Y,1.2
2020-07-02,30Y,1.43
2020-07-06,1Y,0.16
2020-07-06,2Y,0.16
2020-07-06,5Y,0.31
2020-07-06,10Y,0.69
2020-07-06,20Y,1.21
2020-07-06,30Y,1.45
2020-07-07,1Y,0.15
2020-07-07,2Y,0.16
2020-07-07,5Y,0.29
2020-07-07,10Y,0.65
2020-07-07,20Y,1.15
2020-07-07,30Y,1.38
2020-07-08,1Y,0.15
2020-07-08,2Y,0.16
2020-07-08,5Y,0.3
2020-07-08,10Y,0.67
2020-07-08,20Y,1.16
2020-07-08,30Y,1.39
2020-07-09,1Y,0.15
2020-07-09,2Y,0.16
2020-07-09,5Y,0.28
2020-07-09,10Y,0.62
2020-07-09,20Y,1.09
2020-07-09,30Y,1.32
2020-07-10,1Y,0.15
2020-07-10,2Y,0.16
2020-07-10,5Y,0.3
2020-07-10,10Y,0.65
2020-07-10,20Y,1.12
2020-07-10,30Y,1.33
2020-07-13,1Y,0.16
2020-07-13,2Y,0.16
2020-07-13,5Y,0.3
2020-07-13,10Y,0.64
2020-07-13,20Y,1.11
2020-07-13,30Y,1.33
2020-07-14,1Y,0.17
2020-07-14,2Y,0.14
2020-07-14,5Y,0.28
2020-07-14,10Y,0.63
2020-07-14,20Y,1.09
2020-07-14,30Y,1.3
2020-07-15,1Y,0.15
2020-07-15,2Y,0.16
2020-07-15,5Y,0.28
2020-07-15,10Y,0.64
2020-07-15,20Y,1.11
2020-07-15,30Y,1.33
2020-07-16,1Y,0.14
2020-07-16,2Y,0.16
2020-07-16,5Y,0.28
2020-07-16,10Y,0.62
2020-07-16,20Y,1.09
2020-07-16,30Y,1.31
2020-07-17,1Y,0.14
2020-07-17,2Y,0.14
2020-07-17,5Y,0.29
2020-07-17,10Y,0.64
2020-07-17,20Y,1.11
2020-07-17,30Y,1.33
2020-07-20,1Y,0.14
2020-07-20,2Y,0.16
2020-07-20,5Y,0.29
2020-07-20,10Y,0.62
2020-07-20,20Y,1.1
2020-07-20,30Y,1.32
2020-07-21,1Y,0.15
2020-07-21,2Y,0.14
2020-07-21,5Y,0.27
2020-07-21,10Y,0.61
2020-07-21,20Y,1.09
2020-07-21,30Y,1.31
2020-07-22,1Y,0.14
2020-07-22,2Y,0.14
2020-07-22,5Y,0.27
2020-07-22,10Y,0.6
2020-07-22,20Y,1.08
2020-07-22,30Y,1.29
2020-07-23,1Y,0.14
2020-07-23,2Y,0.16
2020-07-23,5Y,0.27
2020-07-23,10Y,0.59
2020-07-23,20Y,1.03
2020-07-23,30Y,1.24
2020-07-24,1Y,0.16
2020-07-24,2Y,0.14
2020-07-24,5Y,0.27
2020-07-24,10Y,0.59
2020-07-24,20Y,1.03
2020-07-24,30Y,1.23
2020-07-27,1Y,0.14
2020-07-27,2Y,0.15
2020-07-27,5Y,0.3
2020-07-27,10Y,0.62
2020-07-27,20Y,1.05
2020-07-27,30Y,1.25
2020-07-28,1Y,0.14
2020-07-28,2Y,0.14
2020-07-28,5Y,0.26
2020-07-28,10Y,0.59
2020-07-28,20Y,1.01
2020-07-28,30Y,1.22
2020-07-29,1Y,0.13
2020-07-29,2Y,0.12
2020-07-29,5Y,0.25
2020-07-29,10Y,0.58
2020-07-29,20Y,1.03
2020-07-29,30Y,1.24
2020-07-30,1Y,0.11
2020-07-30,2Y,0.11
2020-07-30,5Y,0.23
2020-07-30,10Y,0.55
2020-07-30,20Y,0.98
2020-07-30,30Y,1.2
2020-07-31,1Y,0.11
2020-07-31,2Y,0.11
2020-07-31,5Y,0.21
2020-07-31,10Y,0.55
2020-07-31,20Y,0.98
2020-07-31,30Y,1.2
2020-08-03,1Y,0.12
2020-08-03,2Y,0.11
2020-08-03,5Y,0.22
2020-08-03,10Y,0.56
2020-08-03,20Y,1.01
2020-08-03,30Y,1.23
2020-08-04,1Y,0.14
2020-08-04,2Y,0.11
2020-08-04,5Y,0.19
2020-08-04,10Y,0.52
2020-08-04,20Y,0.96
2020-08-04,30Y,1.19
2020-08-05,1Y,0.12
2020-08-05,2Y,0.11
2020-08-05,5Y,0.22
2020-08-05,10Y,0.55
2020-08-05,20Y,1.0
2020-08-05,30Y,1.22
2020-08-06,1Y,0.14
2020-08-06,2Y,0.11
2020-08-06,5Y,0.21
2020-08-06,10Y,0.55
2020-08-06,20Y,0.98
2020-08-06,30Y,1.2
2020-08-07,1Y,0.14
2020-08-07,2Y,0.13
2020-08-07,5Y,0.23
2020-08-07,10Y,0.57
2020-08-07,20Y,1.01
2020-08-07,30Y,1.23
2020-08-10,1Y,0.13
2020-08-10,2Y,0.14
2020-08-10,5Y,0.24
2020-08-10,10Y,0.59
2020-08-10,20Y,1.04
2020-08-10,30Y,1.25
2020-08-11,1Y,0.15
2020-08-11,2Y,0.16
2020-08-11,5Y,0.27
2020-08-11,10Y,0.64
2020-08-11,20Y,1.1
2020-08-11,30Y,1.32
2020-08-12,1Y,0.13
2020-08-12,2Y,0.16
2020-08-12,5Y,0.3
2020-08-12,10Y,0.69
2020-08-12,20Y,1.15
2020-08-12,30Y,1.37
2020-08-13,1Y,0.14
2020-08-13,2Y,0.16
