date,tenor,avg_yield,num_bonds_used,bond_names_used,min_remain_years,max_remain_years
2026-01-27,40Y,3.706,2,JGB WI(40)-01|JGB18(40),39.143,39.143
2026-01-28,2Y,1.284,2,JGB WI(2)-02|JGB480(2),1.925,2.01
2026-01-28,5Y,1.7048,5,GXJGB4(5)|JGB123(20)|JGB124(20)|JGB183(5)|JGB361(10),4.893,4.893
2026-01-28,10Y,2.2685,4,JGB WI(10)-02|JGB155(20)|JGB21(30)|JGB381(10),9.892,9.892
2026-01-28,20Y,3.199,2,JGB195(20)|JGB49(30),19.893,19.893
2026-01-28,30Y,3.604,1,JGB89(30),29.892,29.892
2026-01-28,40Y,3.7285,2,JGB WI(40)-01|JGB18(40),39.14,39.14
2026-01-29,2Y,1.255,2,JGB WI(2)-02|JGB480(2),1.922,2.007
2026-01-29,5Y,1.6614,5,GXJGB4(5)|JGB123(20)|JGB124(20)|JGB183(5)|JGB361(10),4.89,4.89
2026-01-29,10Y,2.2233,4,JGB WI(10)-02|JGB155(20)|JGB21(30)|JGB381(10),9.889,9.889
2026-01-29,20Y,3.176,2,JGB195(20)|JGB49(30),19.89,19.89
2026-01-29,30Y,3.584,1,JGB89(30),29.889,29.889
2026-01-29,40Y,3.708,1,JGB18(40),39.138,39.138
2026-01-30,2Y,1.2615,2,JGB WI(2)-02|JGB480(2),1.919,2.004
2026-01-30,5Y,1.671,5,GXJGB4(5)|JGB123(20)|JGB124(20)|JGB183(5)|JGB361(10),4.887,4.887
2026-01-30,10Y,2.2367,4,JGB WI(10)-02|JGB155(20)|JGB21(30)|JGB381(10),9.886,9.886
2026-01-30,20Y,3.167,2,JGB195(20)|JGB49(30),19.888,19.888
2026-01-30,30Y,3.5735,2,JGB WI(30)-02|JGB89(30),29.886,29.886
2026-01-30,40Y,3.675,1,JGB18(40),39.135,39.135
2026-02-02,2Y,1.254,1,JGB481(2),1.996,1.996
2026-02-02,5Y,1.652,5,GXJGB4(5)|JGB123(20)|JGB124(20)|JGB183(5)|JGB361(10),4.879,4.879
2026-02-02,10Y,2.2325,4,JGB WI(10)-02|JGB155(20)|JGB21(30)|JGB381(10),9.878,9.878
2026-02-02,20Y,3.178,2,JGB195(20)|JGB49(30),19.88,19.88
2026-02-02,30Y,3.5825,2,JGB WI(30)-02|JGB89(30),29.878,29.878
2026-02-02,40Y,3.698,1,JGB18(40),39.127,39.127
2026-02-03,2Y,1.264,1,JGB481(2),1.993,1.993
2026-02-03,5Y,1.664,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.123,5.123
2026-02-03,10Y,2.2285,6,JGB WI(10)-02|JGB155(20)|JGB156(20)|JGB21(30)|JGB22(30)|JGB381(10),9.875,10.125
2026-02-03,20Y,3.1843,3,JGB195(20)|JGB49(30)|JGB50(30),19.877,20.123
2026-02-03,30Y,3.566,3,JGB WI(30)-02|JGB89(30)|JGB9(40),29.875,30.125
2026-02-03,40Y,3.723,1,JGB18(40),39.124,39.124
2026-02-04,2Y,1.284,1,JGB481(2),1.99,1.99
2026-02-04,5Y,1.6975,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.12,5.12
2026-02-04,10Y,2.2695,2,JGB156(20)|JGB22(30),10.122,10.122
2026-02-04,20Y,3.195,1,JGB50(30),20.12,20.12
2026-02-04,30Y,3.524,1,JGB9(40),30.122,30.122
2026-02-04,40Y,3.719,1,JGB18(40),39.121,39.121
2026-02-05,2Y,1.274,1,JGB481(2),1.988,1.988
2026-02-05,5Y,1.6887,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.117,5.117
2026-02-05,10Y,2.262,2,JGB156(20)|JGB22(30),10.119,10.119
2026-02-05,20Y,3.195,1,JGB50(30),20.118,20.118
2026-02-05,30Y,3.524,1,JGB9(40),30.119,30.119
2026-02-05,40Y,3.731,1,JGB18(40),39.118,39.118
2026-02-06,2Y,1.274,1,JGB481(2),1.985,1.985
2026-02-06,5Y,1.693,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.114,5.114
2026-02-06,10Y,2.244,2,JGB156(20)|JGB22(30),10.116,10.116
2026-02-06,20Y,3.161,1,JGB50(30),20.115,20.115
2026-02-06,30Y,3.471,1,JGB9(40),30.116,30.116
2026-02-06,40Y,3.668,1,JGB18(40),39.116,39.116
2026-02-09,2Y,1.279,1,JGB481(2),1.977,1.977
2026-02-09,5Y,1.7025,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.106,5.106
2026-02-09,10Y,2.248,2,JGB156(20)|JGB22(30),10.108,10.108
2026-02-09,20Y,3.157,1,JGB50(30),20.107,20.107
2026-02-09,30Y,3.453,1,JGB9(40),30.108,30.108
2026-02-09,40Y,3.643,1,JGB18(40),39.107,39.107
2026-02-10,2Y,1.31,1,JGB481(2),1.974,1.974
2026-02-10,5Y,1.7517,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.103,5.103
2026-02-10,10Y,2.302,2,JGB156(20)|JGB22(30),10.105,10.105
2026-02-10,20Y,3.183,1,JGB50(30),20.104,20.104
2026-02-10,30Y,3.454,1,JGB9(40),30.105,30.105
2026-02-10,40Y,3.64,1,JGB18(40),39.105,39.105
2026-02-12,2Y,1.3,1,JGB481(2),1.969,1.969
2026-02-12,5Y,1.7103,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.098,5.098
2026-02-12,10Y,2.2535,2,JGB156(20)|JGB22(30),10.1,10.1
2026-02-12,20Y,3.135,1,JGB50(30),20.099,20.099
2026-02-12,30Y,3.404,1,JGB9(40),30.1,30.1
2026-02-12,40Y,3.574,1,JGB18(40),39.099,39.099
2026-02-13,2Y,1.3,1,JGB481(2),1.966,1.966
2026-02-13,5Y,1.7145,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.095,5.095
2026-02-13,10Y,2.245,2,JGB156(20)|JGB22(30),10.097,10.097
2026-02-13,20Y,3.098,1,JGB50(30),20.096,20.096
2026-02-13,30Y,3.348,1,JGB9(40),30.097,30.097
2026-02-13,40Y,3.504,1,JGB18(40),39.097,39.097
2026-02-16,2Y,1.284,1,JGB481(2),1.958,1.958
2026-02-16,5Y,1.696,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.087,5.087
2026-02-16,10Y,2.2265,2,JGB156(20)|JGB22(30),10.089,10.089
2026-02-16,20Y,3.085,1,JGB50(30),20.088,20.088
2026-02-16,30Y,3.359,1,JGB9(40),30.089,30.089
2026-02-16,40Y,3.522,1,JGB18(40),39.088,39.088
2026-02-17,2Y,1.268,1,JGB481(2),1.955,1.955
2026-02-17,5Y,1.6867,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.084,5.084
2026-02-17,10Y,2.2295,2,JGB156(20)|JGB22(30),10.086,10.086
2026-02-17,20Y,3.114,1,JGB50(30),20.085,20.085
2026-02-17,30Y,3.401,1,JGB9(40),30.086,30.086
2026-02-17,40Y,3.57,1,JGB18(40),39.086,39.086
2026-02-18,2Y,1.227,1,JGB481(2),1.952,1.952
2026-02-18,5Y,1.6312,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.081,5.081
2026-02-18,10Y,2.1525,2,JGB156(20)|JGB22(30),10.084,10.084
2026-02-18,20Y,3.018,1,JGB50(30),20.082,20.082
2026-02-18,30Y,3.333,1,JGB9(40),30.084,30.084
2026-02-18,40Y,3.496,1,JGB18(40),39.083,39.083
2026-02-19,2Y,1.2238,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.949,2.081
2026-02-19,5Y,1.6418,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.079,5.079
2026-02-19,10Y,2.163,2,JGB156(20)|JGB22(30),10.081,10.081
2026-02-19,20Y,3.02,1,JGB50(30),20.079,20.079
2026-02-19,30Y,3.331,1,JGB9(40),30.081,30.081
2026-02-19,40Y,3.485,1,JGB18(40),39.08,39.08
2026-02-20,2Y,1.2428,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.947,2.078
2026-02-20,5Y,1.6502,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.076,5.076
2026-02-20,10Y,2.165,2,JGB156(20)|JGB22(30),10.078,10.078
2026-02-20,20Y,3.008,1,JGB50(30),20.077,20.077
2026-02-20,30Y,3.296,1,JGB9(40),30.078,30.078
2026-02-20,40Y,3.463,1,JGB18(40),39.077,39.077
2026-02-24,2Y,1.2419,7,JGB WI(2)-03|JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.936,2.067
2026-02-24,5Y,1.6185,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.065,5.065
2026-02-24,10Y,2.133,2,JGB156(20)|JGB22(30),10.067,10.067
2026-02-24,20Y,2.972,1,JGB50(30),20.066,20.066
2026-02-24,30Y,3.279,1,JGB9(40),30.067,30.067
2026-02-24,40Y,3.444,1,JGB18(40),39.066,39.066
2026-02-25,2Y,1.2331,7,JGB WI(2)-03|JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.933,2.064
2026-02-25,5Y,1.6135,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.062,5.062
2026-02-25,10Y,2.1245,2,JGB156(20)|JGB22(30),10.064,10.064
2026-02-25,20Y,2.945,1,JGB50(30),20.063,20.063
2026-02-25,30Y,3.261,1,JGB9(40),30.064,30.064
2026-02-25,40Y,3.418,1,JGB18(40),39.064,39.064
2026-02-26,2Y,1.2117,7,JGB WI(2)-03|JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.93,2.062
2026-02-26,5Y,1.6005,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.06,5.06
2026-02-26,10Y,2.163,2,JGB156(20)|JGB22(30),10.062,10.062
2026-02-26,20Y,3.011,1,JGB50(30),20.06,20.06
2026-02-26,30Y,3.344,1,JGB9(40),30.062,30.062
2026-02-26,40Y,3.507,1,JGB18(40),39.061,39.061
2026-02-27,2Y,1.2376,7,JGB WI(2)-03|JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2),1.927,2.059
2026-02-27,5Y,1.6222,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.057,5.057
2026-02-27,10Y,2.177,2,JGB156(20)|JGB22(30),10.059,10.059
2026-02-27,20Y,3.015,1,JGB50(30),20.057,20.057
2026-02-27,30Y,3.327,1,JGB9(40),30.059,30.059
2026-02-27,40Y,3.485,1,JGB18(40),39.058,39.058
2026-03-02,2Y,1.2261,7,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB481(2)|JGB482(2),1.919,2.051
2026-03-02,5Y,1.5893,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.049,5.049
2026-03-02,10Y,2.137,2,JGB156(20)|JGB22(30),10.051,10.051
2026-03-02,20Y,2.982,1,JGB50(30),20.049,20.049
2026-03-02,30Y,3.294,1,JGB9(40),30.051,30.051
2026-03-02,40Y,3.452,1,JGB18(40),39.05,39.05
2026-03-03,2Y,1.1943,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.996,2.048
2026-03-03,5Y,1.549,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.046,5.046
2026-03-03,10Y,2.0955,2,JGB156(20)|JGB22(30),10.048,10.048
2026-03-03,20Y,2.947,1,JGB50(30),20.047,20.047
2026-03-03,30Y,3.252,1,JGB9(40),30.048,30.048
2026-03-03,40Y,3.41,1,JGB18(40),39.047,39.047
2026-03-04,2Y,1.2305,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.993,2.045
2026-03-04,5Y,1.6058,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.043,5.043
2026-03-04,10Y,2.1555,2,JGB156(20)|JGB22(30),10.045,10.045
2026-03-04,20Y,3.008,1,JGB50(30),20.044,20.044
2026-03-04,30Y,3.295,1,JGB9(40),30.045,30.045
2026-03-04,40Y,3.44,1,JGB18(40),39.044,39.044
2026-03-05,2Y,1.2155,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.99,2.042
2026-03-05,5Y,1.59,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.04,5.04
2026-03-05,10Y,2.141,2,JGB156(20)|JGB22(30),10.042,10.042
2026-03-05,20Y,3.015,1,JGB50(30),20.041,20.041
2026-03-05,30Y,3.316,1,JGB9(40),30.042,30.042
2026-03-05,40Y,3.46,1,JGB18(40),39.042,39.042
2026-03-06,2Y,1.2352,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.988,2.04
2026-03-06,5Y,1.6375,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.038,5.038
2026-03-06,10Y,2.1805,2,JGB156(20)|JGB22(30),10.04,10.04
2026-03-06,20Y,3.028,1,JGB50(30),20.038,20.038
2026-03-06,30Y,3.338,1,JGB9(40),30.04,30.04
2026-03-06,40Y,3.474,1,JGB18(40),39.039,39.039
2026-03-09,2Y,1.2252,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.979,2.031
2026-03-09,5Y,1.6325,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.029,5.029
2026-03-09,10Y,2.185,2,JGB156(20)|JGB22(30),10.031,10.031
2026-03-09,20Y,3.043,1,JGB50(30),20.03,20.03
2026-03-09,30Y,3.361,1,JGB9(40),30.031,30.031
2026-03-09,40Y,3.479,1,JGB18(40),39.031,39.031
2026-03-10,2Y,1.2202,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.977,2.029
2026-03-10,5Y,1.637,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.027,5.027
2026-03-10,10Y,2.2095,2,JGB156(20)|JGB22(30),10.029,10.029
2026-03-10,20Y,3.092,1,JGB50(30),20.027,20.027
2026-03-10,30Y,3.423,1,JGB9(40),30.029,30.029
2026-03-10,40Y,3.525,1,JGB18(40),39.028,39.028
2026-03-11,2Y,1.2313,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.974,2.026
2026-03-11,5Y,1.6365,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.024,5.024
2026-03-11,10Y,2.201,2,JGB156(20)|JGB22(30),10.026,10.026
2026-03-11,20Y,3.073,1,JGB50(30),20.025,20.025
2026-03-11,30Y,3.402,1,JGB9(40),30.026,30.026
2026-03-11,40Y,3.508,1,JGB18(40),39.025,39.025
2026-03-12,2Y,1.2265,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.971,2.023
2026-03-12,5Y,1.6225,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.021,5.021
2026-03-12,10Y,2.1805,2,JGB156(20)|JGB22(30),10.023,10.023
2026-03-12,20Y,3.074,1,JGB50(30),20.022,20.022
2026-03-12,30Y,3.406,1,JGB9(40),30.023,30.023
2026-03-12,40Y,3.53,1,JGB18(40),39.023,39.023
2026-03-13,2Y,1.2352,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.969,2.021
2026-03-13,5Y,1.6372,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.018,5.018
2026-03-13,10Y,2.2015,2,JGB156(20)|JGB22(30),10.021,10.021
2026-03-13,20Y,3.096,1,JGB50(30),20.019,20.019
2026-03-13,30Y,3.431,1,JGB9(40),30.021,30.021
2026-03-13,40Y,3.563,1,JGB18(40),39.02,39.02
2026-03-16,2Y,1.265,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.96,2.012
2026-03-16,5Y,1.6845,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.01,5.01
2026-03-16,10Y,2.2545,2,JGB156(20)|JGB22(30),10.012,10.012
2026-03-16,20Y,3.134,1,JGB50(30),20.011,20.011
2026-03-16,30Y,3.463,1,JGB9(40),30.012,30.012
2026-03-16,40Y,3.582,1,JGB18(40),39.012,39.012
2026-03-17,2Y,1.264,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.958,2.01
2026-03-17,5Y,1.6932,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.008,5.008
2026-03-17,10Y,2.2845,2,JGB156(20)|JGB22(30),10.01,10.01
2026-03-17,20Y,3.169,1,JGB50(30),20.008,20.008
2026-03-17,30Y,3.502,1,JGB9(40),30.01,30.01
2026-03-17,40Y,3.62,1,JGB18(40),39.009,39.009
2026-03-18,2Y,1.2595,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.955,2.007
2026-03-18,5Y,1.6832,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.005,5.005
2026-03-18,10Y,2.2755,2,JGB156(20)|JGB22(30),10.007,10.007
2026-03-18,20Y,3.159,1,JGB50(30),20.005,20.005
2026-03-18,30Y,3.493,1,JGB9(40),30.007,30.007
2026-03-18,40Y,3.6105,2,JGB WI(40)-03|JGB18(40),39.006,39.006
2026-03-19,2Y,1.2393,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.952,2.004
2026-03-19,5Y,1.6492,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),5.002,5.002
2026-03-19,10Y,2.2255,2,JGB156(20)|JGB22(30),10.004,10.004
2026-03-19,20Y,3.114,1,JGB50(30),20.003,20.003
2026-03-19,30Y,3.443,1,JGB9(40),30.004,30.004
2026-03-19,40Y,3.564,2,JGB WI(40)-03|JGB18(40),39.003,39.003
2026-03-23,2Y,1.2547,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.941,1.993
2026-03-23,5Y,1.6793,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),4.991,4.991
2026-03-23,10Y,2.267,2,JGB156(20)|JGB22(30),9.993,9.993
2026-03-23,20Y,3.145,1,JGB50(30),19.992,19.992
2026-03-23,30Y,3.473,1,JGB9(40),29.993,29.993
2026-03-23,40Y,3.5895,2,JGB WI(40)-03|JGB18(40),38.992,38.992
2026-03-24,2Y,1.2917,6,JGB100(20)|JGB101(20)|JGB157(5)|JGB158(5)|JGB350(10)|JGB482(2),1.938,1.99
2026-03-24,5Y,1.7308,4,JGB125(20)|JGB126(20)|JGB127(20)|JGB362(10),4.988,4.988
2026-03-24,10Y,2.3105,2,JGB156(20)|JGB22(30),9.99,9.99
2026-03-24,20Y,3.185,1,JGB50(30),19.989,19.989
2026-03-24,30Y,3.503,1,JGB9(40),29.99,29.99
